timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
147650.24,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
149654.83,0,253952,62,6191,407060636,1,2162358,0,27,3,3,4910,90,0,558,43878,0,20,2405,18,95481339,1118,1,0,4,607,7550509,8,30202036,17,17,14,150,558,0,0,2619691,62,164991351,0,558,378,0,3,1,14,14,1119,3,165673164,130769112,4783958,7659076,7659076,1,3,1,398271984,73389,73389,14,14,14,7659080,8,3,80491,44816,209777,1414,165673164,43878,2410010,1433
151659.65,0,253952,62,12400,816447190,1,3604043,0,57,3,3,4910,120,0,558,74977,0,20,4840,18,97641153,1118,1,0,4,607,15287257,8,61149028,17,17,14,150,558,0,0,5167879,88,292830059,0,558,378,0,3,1,14,14,1119,3,293096313,260005031,8773043,15506124,15522508,1,3,1,806318480,73389,73389,14,14,14,15506128,8,3,91986,76810,255571,2449,293096313,74977,4912503,1433
153666.30,1,253952,62,20762,1366715564,1,5092856,0,115,4,4,4910,184,0,558,133268,0,20,8139,19,98642631,1118,1,0,4,607,25739653,8,102894152,18,18,14,160,558,0,0,9244903,13810,468526920,0,558,378,0,3,1,14,14,1119,3,469619468,432974851,14347812,26107843,26107843,1,3,1,1357607868,73389,73389,14,14,14,26107847,8,3,95567,136553,335055,3933,469619468,133268,8910197,1433
155681.70,1,253952,62,29993,1975672226,1,6215401,0,212,4,4,4910,223,0,567,198838,0,20,11763,19,102253477,1136,1,0,4,607,37268100,8,149072400,18,18,14,160,567,0,0,14131207,48129,651820771,0,567,384,0,3,1,14,14,1119,3,651545570,624819630,20380579,37818912,37818912,1,3,1,1966583456,73389,73389,14,14,14,37818916,8,3,99023,203706,432534,5405,651545570,198838,13699218,1464
157689.39,1,253952,62,39001,2568216526,1,7295207,0,310,4,4,4910,311,0,567,271481,0,20,15323,19,103194625,1136,1,0,4,607,48480621,8,193857972,18,18,14,160,567,0,0,19067965,91634,845259134,0,567,384,0,3,1,14,14,1119,3,845045744,811428164,26423412,49207063,49207063,1,3,1,2558767308,73389,73389,14,14,14,49207067,8,3,103895,278156,530327,7063,845045744,271481,18538373,1464
159694.68,1,253952,62,46906,3088185034,1,8323470,0,379,4,4,4910,337,0,567,323383,0,20,18413,19,104159905,1136,1,0,4,607,58370379,8,233481516,18,18,14,160,567,0,0,23092275,106861,1009997742,0,567,384,0,3,1,14,14,1119,3,1009629019,974911247,31490145,59221117,59221117,1,3,1,3079498116,73389,73389,14,14,14,59221121,8,3,106726,331437,588993,8382,1009629019,323383,22504179,1464
161700.57,3,253952,62,53372,3514462604,3,10544498,0,400,6,6,4910,403,0,567,356276,0,20,20979,19,106042201,1136,1,0,4,607,66414051,8,265656204,18,20,14,160,567,0,0,25845028,122529,1136508088,0,567,384,0,3,1,14,14,1119,3,1136164498,1109403645,36477969,67395845,67395845,1,3,1,3504583972,73389,73389,14,14,14,67395849,8,3,111587,365276,628831,9479,1136164498,356276,25217200,1464
163706.00,3,253952,62,59394,3911063022,4,12363061,0,414,6,6,4910,415,0,567,388318,0,20,23317,19,107671111,1136,1,0,4,607,73944896,8,295714980,18,20,14,160,567,0,0,28297394,124942,1268169017,0,567,384,0,3,1,14,14,1119,3,1267472045,1234473727,40748497,75017835,75017835,1,3,1,3900927452,73389,73389,14,14,14,75017839,8,3,112871,398165,663608,10517,1267472045,388318,27634879,1464
165713.27,5,253952,62,68315,4499088158,5,14338104,0,482,8,8,4910,498,0,567,447427,0,20,26863,19,109167295,1136,1,0,4,607,85084672,8,340338688,18,22,14,160,567,0,0,32560230,182267,1454945123,0,567,384,0,3,1,14,14,1119,3,1454201057,1419674914,47034071,86315430,86315430,1,3,1,4488402392,73389,73389,14,14,14,86315434,8,3,118536,458798,747092,12114,1454201057,447427,31814422,1464
