timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
151044.73,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
153051.59,0,253952,62,6963,457654428,0,285266,28,3,3,10354,97,0,558,50570,0,19,2707,18,12,95167623,1118,1,0,4,480,8503979,6,34015916,17,17,0,14,71,558,0,0,3157448,6255,177760520,0,558,318,0,3,1,14,14,916,3,178153178,146770901,3449329,8625732,8625732,1,3,1,448538096,73389,73389,14,14,14,8625736,4,3,80596,51820,192579,1530,178284250,50625,2964988,1231
155058.26,0,253952,62,16751,1103150840,0,1389645,119,3,3,10354,135,0,558,122936,0,19,6544,18,12,97629087,1118,1,0,4,480,20737091,6,82948364,17,17,0,14,71,558,0,0,8081644,26453,375918224,0,558,318,0,3,1,14,14,916,3,375978033,350229507,9491154,21033121,21033121,1,3,1,1093722324,73389,73389,14,14,14,21033125,4,3,84034,125887,283554,3124,375978033,122936,7798416,1231
157065.43,3,253952,62,26179,1723847692,0,2495749,213,3,3,10354,228,1,567,200330,0,19,10275,18,12,100382976,1136,1,0,4,480,32469254,6,129812540,17,17,0,14,71,567,0,0,12954879,75883,577334878,0,567,328,0,3,1,14,14,916,3,577596974,545671388,15509112,32965818,32965818,1,3,1,1714222568,73389,73389,14,14,14,32965822,4,3,88093,205140,378523,4865,577596974,200330,12576871,1263
159071.00,4,253952,62,35661,2347909114,0,3457400,292,3,3,10354,266,1,576,269633,0,19,13988,18,12,103800190,1154,1,0,4,480,44312564,6,177250256,17,17,0,14,71,576,0,0,17772499,112464,774239384,0,576,335,0,3,1,14,14,916,3,773784778,742017997,21318071,44970084,44970084,1,3,1,2338444400,73389,73389,14,14,14,44970088,4,3,92305,276152,468246,6447,773784778,269633,17304966,1291
161076.85,5,253952,62,41353,2723087774,1,6296096,305,3,3,10354,325,1,585,298354,0,19,16235,18,12,107133518,1172,1,0,4,480,51397256,6,205459724,17,17,0,14,71,585,0,0,19961675,112530,893617778,0,585,339,0,3,1,14,14,916,3,892821266,860564388,26345020,52163931,52163931,1,3,1,2712524444,73389,73389,14,14,14,52163935,4,3,96243,305694,513274,7476,892821266,298354,19449194,1315
163082.26,5,253952,62,48382,3185646746,2,8393497,342,4,4,10354,343,1,585,338953,0,19,18981,19,12,108412514,1172,1,0,4,480,60171960,6,240687840,18,18,0,14,83,585,0,0,23095055,124188,1032572779,0,585,339,0,3,1,14,14,916,3,1032044223,1006195345,31587655,61063873,61063873,1,3,1,3175321428,73389,73389,14,14,14,61063877,4,3,100872,347399,579393,8581,1032044223,338953,22516577,1315
165094.88,6,253952,62,55747,3671456546,2,9939422,384,5,5,10354,415,1,585,390732,0,19,21900,19,12,110294810,1172,1,0,4,480,69342490,6,277241264,18,19,0,14,83,585,0,0,26531617,155584,1189234702,0,585,339,0,3,1,14,14,916,3,1188571600,1159166342,36594237,70381163,70397547,1,3,1,3659820508,73389,73389,14,14,14,70381167,4,3,106108,400451,643461,9922,1188571600,390732,25889215,1315
167101.03,6,253952,62,65064,4284939232,2,11173235,467,5,5,10354,455,1,585,465229,0,19,25562,19,12,111610004,1172,1,0,4,480,81018174,6,324072696,18,19,0,14,83,585,0,0,31300654,206676,1382199032,0,585,339,0,3,1,14,14,916,3,1381080929,1352095330,42644920,82207364,82207364,1,3,1,4274782960,73389,73389,14,14,14,82207368,4,3,107488,476705,734205,11488,1381080929,465229,30567696,1315
169111.38,6,253952,62,73910,4867096998,2,12501670,551,5,5,10354,540,1,621,535736,8,19,29068,19,12,119199398,1244,1,0,4,480,92018256,6,368073024,18,19,0,14,83,621,0,0,35922681,288000,1573166942,0,613,371,8,3,1,14,14,916,3,1571866715,1535620286,48635134,93379920,93396304,1,3,1,4855755872,73389,73389,14,14,14,93379924,4,3,109240,549047,806984,13143,1571866715,535736,35117123,1422
171118.27,6,253952,62,81855,5389496024,2,13963492,620,5,5,10354,573,1,639,598205,8,19,32159,19,12,123321639,1280,1,0,4,480,101874491,6,407433396,18,19,0,14,83,639,0,0,40366411,415554,1734090798,0,631,387,8,3,1,14,14,916,3,1733023341,1700245460,54684132,103425657,103425657,1,3,1,5378134196,73389,73389,14,14,14,103425661,4,3,109790,613091,882555,14460,1733023341,598205,39485453,1483
173123.11,6,253952,62,87202,5740942626,3,16419839,643,5,5,10354,633,1,648,633362,8,19,34283,19,12,125483869,1298,1,0,4,480,108556376,6,434160872,18,19,0,14,83,648,0,0,42941143,416679,1850379661,0,640,393,8,3,1,14,14,916,3,1848681804,1811124451,59714287,110169388,110169388,1,3,1,5728808208,73389,73389,14,14,14,110169392,4,3,111355,649236,941456,15469,1848681804,633362,42001395,1507
