timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
53187.29,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
55191.66,0,253952,62,10673,702361568,0,1625876,29,3,3,4021,118,0,558,60080,0,18,4164,18,12,95481339,1118,1,0,4,386,13112532,7,52450128,17,17,14,67,558,0,0,4170637,116,258271883,0,558,266,0,3,1,14,14,837,3,258246868,223834532,5772779,13333529,13333529,1,3,1,693343540,73389,73389,14,14,14,13333533,6,3,82575,61543,175560,2178,258246868,60080,3995230,1169
57196.39,0,253952,62,21334,1404479674,0,3457739,61,3,3,4021,195,0,558,113051,0,18,8361,18,12,97013721,1118,1,0,4,386,26400446,7,105601784,17,17,14,67,558,0,0,8361635,393,479390194,0,558,266,0,3,1,14,14,837,3,479726564,445354239,11820371,26810196,26810196,1,3,1,1394130224,73389,73389,14,14,14,26810200,6,3,95988,115913,257581,4031,479726564,113051,8104358,1169
59201.10,0,253952,62,31669,2085558826,0,5150429,107,3,3,4021,251,0,558,169511,0,18,12426,18,12,98606433,1118,1,0,4,386,39345201,7,157316196,17,17,14,67,558,0,0,12694626,464,694741070,0,558,266,0,3,1,14,14,837,3,694791972,659773364,17845195,39907872,39924256,1,3,1,2075209376,73389,73389,14,14,14,39907876,6,3,101634,173800,336702,5795,694791972,169511,12358395,1169
61206.31,1,253952,62,41828,2754741662,0,6792776,155,3,3,4021,318,0,567,225148,0,18,16420,18,12,101626045,1136,1,0,4,386,51976384,7,207905536,17,17,14,67,567,0,0,17054074,1298,902687895,0,567,269,0,3,1,14,14,837,3,902183590,870565768,23847197,52753755,52770139,1,3,1,2743195292,73389,73389,14,14,14,52753759,6,3,109002,230947,416587,7525,902183590,225148,16638139,1194
63211.79,1,253952,62,52193,3436869878,0,8414566,212,3,3,4021,384,0,567,288248,0,18,20491,18,12,102277609,1136,1,0,4,386,64928048,7,259583088,17,17,14,67,567,0,0,21449188,1876,1127103733,0,567,269,0,3,1,14,14,837,3,1126509030,1085564648,29798671,65874292,65874292,1,3,1,3425463216,73389,73389,14,14,14,65874296,6,3,111885,295728,504609,9374,1126509030,288248,20945414,1194
65216.64,1,253952,62,62360,4106299484,0,9939200,273,3,3,4021,438,0,567,348375,0,18,24488,18,12,103834123,1136,1,0,4,386,77619505,7,310478020,17,17,14,67,567,0,0,25842067,2262,1336127523,0,567,269,0,3,1,14,14,837,3,1335237299,1296330245,35778903,78746910,78763294,1,3,1,4094839352,73389,73389,14,14,14,78746914,6,3,117087,357461,581458,11094,1335237299,348375,25261630,1194
67221.34,1,253952,62,68646,4520816772,1,12438237,302,3,3,4021,487,0,567,380311,0,18,26968,18,12,106078399,1136,1,0,4,386,85453602,7,341814408,17,17,14,67,567,0,0,28356463,2583,1463711339,0,567,269,0,3,1,14,14,837,3,1462593122,1427276916,40792311,86692262,86708646,1,3,1,4507997656,73389,73389,14,14,14,86692266,6,3,119856,390347,627488,12163,1462593122,380311,27730094,1194
69226.07,2,253952,62,78898,5197108000,1,13841671,368,4,4,4021,562,0,567,446642,0,18,31004,19,12,108262345,1136,1,0,4,386,98218458,7,392873832,18,18,14,77,567,0,0,32818070,2806,1684856988,0,567,269,0,3,1,14,14,837,3,1684133074,1640587646,46656178,99670932,99670932,1,3,1,5182036528,73389,73389,14,14,14,99654552,6,3,126543,458407,716655,14028,1684133074,446642,32102737,1194
71231.06,2,253952,62,88958,5859561452,1,15371801,435,4,4,4021,621,0,567,503183,0,18,34959,19,12,109227625,1136,1,0,4,386,110796465,7,443185860,18,18,14,77,567,0,0,37286261,2969,1889249680,0,567,269,0,3,1,14,14,837,3,1888273927,1848752344,52653056,112428862,112428862,1,3,1,5846300856,73389,73389,14,14,14,112428866,6,3,129691,516543,792614,15703,1888273927,503183,36495159,1194
