event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,171910,195395,23485,Total time spent analyzing index of patch parts
ArenaAllocBytes,190840832,216530944,25690112,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,46592,52864,6272,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,156,156,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,24532,24891,359,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,164,164,0,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,33705,33705,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,319216469,362279360,43062891,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,21030287035131,23867313655333,2837026620202,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,35379,40630,5251,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,38395392892,44476798938,6081406046,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,1402796,1601695,198899,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,35379,40630,5251,Total number of CPU slots acquired
ConcurrencyControlUpscales,35379,40630,5251,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,37999399250,43133835110,5134435860,Total time a query was waiting on resource requests for CPU slots.
ContextLock,1271342,1446546,175204,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,23010,25938,2928,Context lock wait time in microseconds
CreatedReadBufferOrdinary,799697,904133,104436,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,3890989497,4369914016,478924519,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,8,8,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,20088828,22869511,2780683,Number of dequeues invoked at all FairPolicyNodes
FileOpen,3817,4283,466,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,53168,57658,4490,Time spent filtering parts by PK.
FunctionExecute,108240191,122913784,14673593,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,1436,1436,0,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,7315366,7656133,340767,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,35216,40428,5212,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,289778,323129,33351,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,2177557,2177557,0,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,89,123,34,Number of created server HTTP connections
HTTPServerConnectionsExpired,62,84,22,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,228,326,98,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,6,7,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,172,249,77,Number of reused server HTTP connections
IOBufferAllocBytes,160346949321,181981397181,21634447860,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,1602641,1812516,209875,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,735,834,99,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,249946,356809,106863,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,357286,485094,127808,Number of bytes sent through HTTP interfaces
InterfaceNativeReceiveBytes,404590,404590,0,Number of bytes received through native interfaces
InterfaceNativeSendBytes,269516589,269516589,0,Number of bytes sent through native interfaces
JoinBuildTableRowCount,1476,1680,204,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,524751,575108,50357,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,218300159781,248471726580,30171566799,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,4538,5213,675,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,873200639124,993886906320,120686267196,Total number of rows in the result of a JOIN operation.
LoadedDataParts,34,34,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,14100,14100,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,807422,807422,0,Number of marks loaded (total across columns).
LoadedMarksFiles,143,143,0,Number of mark files loaded.
LoadedMarksMemoryBytes,3661568,3661568,0,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,611367907920,687639311638,76271403718,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,33893,39006,5113,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,8479075,9312938,833863,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,46581,53796,7215,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,637968,735433,97465,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,33845,38958,5113,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,2712367,2794238,81871,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,48,48,0,Number of log messages with level Info
LogWarning,2,2,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,1847329,1847329,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,799111,903547,104436,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,143,143,0,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryWorkerRun,56011,62646,6635,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,17167284,19450381,2283097,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,1503,1506,3,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,2629,2638,9,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,351,353,2,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,4865,4885,20,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,23325,23381,56,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,318021,361645,43624,Total time spent while merging sorted columns
NetworkReceiveBytes,654536,761399,106863,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,500782732,500785110,2378,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,269873875,270001683,127808,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,30132891,30149749,16858,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,201677978327,229543697928,27865719601,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,398605399,409475129,10869730,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadChars,6550121565664,7433293714274,883172148610,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,5872,6664,792,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,795982,899957,103975,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,1100226,1261446,161220,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,3695,4156,461,"Number of times a file has been found in the opened file cache, so we had to open it again."
PartsLockHoldMicroseconds,12130,12132,2,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,9,9,0,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,312,314,2,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,1832,2080,248,Count queries with all subqueries
Query,735,834,99,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,9204,10478,1274,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,9724,10998,1274,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,1092417,1218010,125593,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,39250471729,44525473208,5275001479,Total time of all queries.
RWLockAcquiredReadLocks,1840,2043,203,Number of times a read lock was acquired (in a heavy RWLock).
