event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,153573,171910,18337,Total time spent analyzing index of patch parts
ArenaAllocBytes,167772160,190840832,23068672,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,40960,46592,5632,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,156,156,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,23312,24532,1220,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,128,164,36,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,33705,33705,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,280623656,319216469,38592813,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,18487771522123,21030287035131,2542515513008,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,29656,35379,5723,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,33965864875,38395392892,4429528017,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,1277437,1402796,125359,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,29656,35379,5723,Total number of CPU slots acquired
ConcurrencyControlUpscales,29656,35379,5723,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,34655716172,37999399250,3343683078,Total time a query was waiting on resource requests for CPU slots.
ContextLock,1116017,1271299,155282,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,20604,23010,2406,Context lock wait time in microseconds
CreatedReadBufferOrdinary,713378,799697,86319,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,3494298654,3890989497,396690843,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,8,8,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,17763065,20088828,2325763,Number of dequeues invoked at all FairPolicyNodes
FileOpen,3208,3817,609,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,50186,53168,2982,Time spent filtering parts by PK.
FunctionExecute,95125564,108240191,13114627,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,1436,1436,0,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,6843999,7314962,470963,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,29514,35211,5697,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,239064,289778,50714,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,2177557,2177557,0,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,56,88,32,Number of created server HTTP connections
HTTPServerConnectionsExpired,39,61,22,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,140,228,88,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,4,5,1,Number of reset server HTTP connections. Server closes connection
