event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,128902,139171,10269,Total time spent analyzing index of patch parts
ArenaAllocBytes,131072000,146800640,15728640,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,32000,35840,3840,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,156,156,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,21677,22911,1234,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,122,125,3,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,33705,33705,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,219061280,245465977,26404697,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,14432016123443,16171567503059,1739551379616,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,19929,24168,4239,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,28638747615,30657355396,2018607781,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,1127923,1183951,56028,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,19929,24168,4239,Total number of CPU slots acquired
ConcurrencyControlUpscales,19929,24168,4239,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,30668247858,32097374926,1429127068,Total time a query was waiting on resource requests for CPU slots.
ContextLock,860513,971263,110750,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,17408,18723,1315,Context lock wait time in microseconds
CreatedReadBufferOrdinary,574517,634169,59652,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,2926928541,3158081963,231153422,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,8,8,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,14302454,15737459,1435005,Number of dequeues invoked at all FairPolicyNodes
FileOpen,1768,2524,756,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,44298,46696,2398,Time spent filtering parts by PK.
FunctionExecute,74074750,83118662,9043912,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,1436,1436,0,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,5919648,6366708,447060,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,19147,23801,4654,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,152070,182824,30754,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,2177557,2177557,0,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,1,24,23,Number of created server HTTP connections
HTTPServerConnectionsExpired,0,16,16,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,0,60,60,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,0,1,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,0,45,45,Number of reused server HTTP connections
IOBufferAllocBytes,113367091140,125775298245,12408207105,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,1149924,1269846,119922,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,501,562,61,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,250,66125,65875,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,0,84295,84295,Number of bytes sent through HTTP interfaces
InterfaceNativeReceiveBytes,404590,404590,0,Number of bytes received through native interfaces
InterfaceNativeSendBytes,269516589,269516589,0,Number of bytes sent through native interfaces
JoinBuildTableRowCount,1000,1128,128,Total number of rows in the build table for a JOIN operation.
