event,value,description
RecomputeWeight,2922,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,22869511,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,1652,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,834,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,834,"Same as Query, but only for SELECT queries."
InitialQuery,834,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,2080,Count queries with all subqueries
SelectQueriesWithSubqueries,2080,Count SELECT queries with all subqueries
QueryTimeMicroseconds,44525473208,Total time of all queries.
SelectQueryTimeMicroseconds,44525473208,Total time of SELECT queries.
FileOpen,4283,Number of files opened.
Seek,62646,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,679330,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,7428755279119,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,1,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,60,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,7285298010874,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,362279360,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,23867313655333,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,899957,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,4156,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,1261446,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,1812516,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,181981397181,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,52864,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,216530944,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,122913784,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
MarkCacheHits,903547,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,143,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,10478,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,10998,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
