event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,816,1506,690,Total time spent analyzing index of patch parts
ArenaAllocBytes,5378048,9695232,4317184,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,1195,2249,1054,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,175,175,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,64,64,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,14,14,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,64,64,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsynchronousReaderIgnoredBytes,175159779,352273960,177114181,Number of bytes ignored during asynchronous reading
CommonBackgroundExecutorTaskExecuteStepMicroseconds,6602,7931,1329,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,69,73,4,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,43442,43442,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,8368110,15788343,7420233,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,551269939391,1040104740489,488834801098,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,777,1595,818,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,564693648,1150107729,585414081,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptionResumes,14362,29150,14788,Total number of CPU preemption resumed
ConcurrencyControlPreemptions,14674,29798,15124,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,777,1595,818,Total number of CPU slots acquired
ConcurrencyControlUpscales,777,1595,818,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,588479087,1166643976,578164889,Total time a query was waiting on resource requests for CPU slots.
ContextLock,38108,66128,28020,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,180,302,122,Context lock wait time in microseconds
CreatedReadBufferDirectIO,20728,41104,20376,Number of times a read buffer with O_DIRECT was created for reading data (while choosing among other read methods).
CreatedReadBufferOrdinary,324,324,0,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,345263780,646939844,301676064,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,9,9,0,Total time spent waiting for write syscall. This include writes to page cache.
FailedQuery,6,6,0,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,6,6,0,"Same as FailedQuery, but only for SELECT queries."
FairPolicyDequeue,259045,519562,260517,Number of dequeues invoked at all FairPolicyNodes
FileOpen,1081,1340,259,Number of files opened.
FilterTransformPassedBytes,1258657,1258657,0,Number of bytes that passed the filter in the query
FilterTransformPassedRows,20582,20582,0,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,668,1338,670,Time spent filtering parts by PK.
