event,value,description
RecomputeWeight,190,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,519562,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,68,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,44,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,44,"Same as Query, but only for SELECT queries."
InitialQuery,44,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,105,Count queries with all subqueries
SelectQueriesWithSubqueries,105,Count SELECT queries with all subqueries
FailedQuery,6,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,6,"Same as FailedQuery, but only for SELECT queries."
QueryTimeMicroseconds,1177902542,Total time of all queries.
SelectQueryTimeMicroseconds,1177902542,Total time of SELECT queries.
FileOpen,1340,Number of files opened.
Seek,7770,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,55178,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,329593549071,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,1,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,59,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,317709324849,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,15788343,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,1040104740489,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,40150,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,1258,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,37498,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,83081,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,8589707320,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,2249,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,9695232,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,5328109,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,2,Number of table function calls.
MarkCacheHits,40796,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,154,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,446,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,562,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,324,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
CreatedReadBufferDirectIO,41104,Number of times a read buffer with O_DIRECT was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,646940606,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,9,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,30282892,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,9441,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,47513,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,485154,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,953,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolThreadCreationMicroseconds,104234,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,11717,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,2791,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,1104687,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,2159,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,2049,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,103420,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,4701504,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,2653509,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,20498233161,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,53225393,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,1506,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,43442,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,72,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,10648788282,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,42595153128,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,118,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,17658,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,35074,Total time spent executing query plan optimizations.
SelectedParts,504,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,504,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,504,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,2642004,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,2642004,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,21601385516,Number of rows SELECTed from all tables.
SelectedBytes,1036866857628,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,21601364472,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,21601364472,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,37,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,15529,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,1338,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,2509119,Time spent loading marks
LoadedMarksFiles,154,Number of mark files loaded.
LoadedMarksCount,807433,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,3662896,Size of in-memory representations of loaded marks.
MergingSortedMilliseconds,6368,Total time spent while merging sorted columns
CommonBackgroundExecutorTaskExecuteStepMicroseconds,7931,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,73,Time spent resetting task for Common executor.
ContextLock,66179,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,302,Context lock wait time in microseconds
RWLockAcquiredReadLocks,707,Number of times a read lock was acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,12488,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,1,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,250,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,9916,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,7,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,8779,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,22783253113,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,5940628425,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,156784304,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
SoftPageFaults,24887432,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
OSCPUWaitMicroseconds,111127847,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,6095623506,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadBytes,329481490432,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSReadChars,330967698505,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,344,"Number of bytes written to filesystem, including page cache, as well as network and other files."
AsynchronousReaderIgnoredBytes,352273960,Number of bytes ignored during asynchronous reading
ThreadPoolReaderPageCacheHit,43,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,255216,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,351,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,2650898,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,329472126175,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,643651915,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
SynchronousReadWaitMicroseconds,921822241,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,91,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,13990,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,1905,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,3310,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,299,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,1395,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,175,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,48,Number of log messages with level Info
LogWarning,2,Number of log messages with level Warning
LogError,12,Number of log messages with level Error
LoggerElapsedNanoseconds,1356680,Cumulative time spend in logging
InterfaceHTTPSendBytes,125402,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,45141,Number of bytes received through HTTP interfaces
InterfaceNativeSendBytes,359752,Number of bytes sent through native interfaces
InterfaceNativeReceiveBytes,2372,Number of bytes received through native interfaces
HTTPServerConnectionsCreated,28,Number of created server HTTP connections
HTTPServerConnectionsReused,35,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,41,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,11,Number of expired server HTTP connections.
HTTPServerConnectionsReset,5,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsAcquired,1595,Total number of CPU slots acquired
ConcurrencyControlWaitMicroseconds,1166643976,Total time a query was waiting on resource requests for CPU slots.
ConcurrencyControlPreemptedMicroseconds,1150107729,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,29798,Total number of CPU preemptions
ConcurrencyControlPreemptionResumes,29150,Total number of CPU preemption resumed
ConcurrencyControlUpscales,1595,Total number of CPU upscaling events
ConcurrencyControlDownscales,1595,Total number of CPU downscaling events
MemoryWorkerRun,7770,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,692700,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,20582,Number of rows that passed the filter in the query
FilterTransformPassedBytes,1258657,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,64,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,64,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,14,How many messages (accepted or dropped) have been sent to the async queue for the error file log
