event,start_value,end_value,diff,description
ArenaAllocBytes,651264,0,-651264,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,19,0,-19,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,1500178,0,-1500178,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,54,0,-54,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,0,-3,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,54,0,-54,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,20353,0,-20353,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,37,0,-37,Time spent resetting task for Common executor.
CompressedReadBufferBlocks,78,0,-78,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,3618724,0,-3618724,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ContextLock,2745,0,-2745,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,2,0,-2,Context lock wait time in microseconds
CreatedReadBufferOrdinary,167,0,-167,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,2113775,0,-2113775,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,16,0,-16,Total time spent waiting for write syscall. This include writes to page cache.
FileOpen,226,0,-226,Number of files opened.
FileSync,1,0,-1,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,1277,0,-1277,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
FilterTransformPassedBytes,1804310,0,-1804310,Number of bytes that passed the filter in the query
FilterTransformPassedRows,26463,0,-26463,Number of rows that passed the filter in the query
FunctionExecute,19,0,-19,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,666,0,-666,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,499368,0,-499368,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,717,0,-717,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,80,0,-80,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,121898,0,-121898,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,1,0,-1,Number of created server HTTP connections
HardPageFaults,18,0,-18,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
IOBufferAllocBytes,26355263,0,-26355263,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,255,0,-255,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,4,0,-4,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,249,0,-249,Number of bytes received through HTTP interfaces
InterfaceNativeReceiveBytes,1259,0,-1259,Number of bytes received through native interfaces
InterfaceNativeSendBytes,245592,0,-245592,Number of bytes sent through native interfaces
LoadedDataParts,15,0,-15,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,1681230,0,-1681230,Microseconds spent by MergeTree tables for loading data parts during initialization.
LocalThreadPoolBusyMicroseconds,5072972,0,-5072972,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,125,0,-125,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,23076,0,-23076,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,167,0,-167,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,367,0,-367,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,65,0,-65,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,15819,0,-15819,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,0,-1,Number of log messages with level Debug
LogInfo,49,0,-49,Number of log messages with level Info
LogWarning,3,0,-3,Number of log messages with level Warning
LoggerElapsedNanoseconds,7235914,0,-7235914,Cumulative time spend in logging
MainConfigLoads,1,0,-1,Number of times the main configuration was reloaded.
MemoryAllocatorPurge,1,0,-1,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,31642,0,-31642,Total time spent for memory allocator purge
MemoryWorkerRun,2000,0,-2000,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,1132866,0,-1132866,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,454,0,-454,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,398,0,-398,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,332,0,-332,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,1131,0,-1131,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,4678,0,-4678,Time spent to take data parts snapshot to build ranges from them.
NetworkReceiveBytes,1508,0,-1508,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,44148997,0,-44148997,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,245592,0,-245592,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,287,0,-287,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,14230,0,-14230,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,8,0,-8,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadBytes,753664,0,-753664,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSReadChars,3266,0,-3266,"Number of bytes read from filesystem, including page cache, as well as network and other files."
