at_ms,qid
299,np_greedy_58
8439,p_greedy_140
9072,np_greedy_58
11720,p_greedy_140
14035,np_greedy_58
15001,p_greedy_140
19574,np_greedy_58
20568,p_greedy_140
28820,p_greedy_140
29223,p_greedy_140
36539,np_greedy_58
49639,np_greedy_58
55750,np_greedy_58
64423,np_greedy_58
66339,p_greedy_140
71072,p_greedy_140
74592,np_greedy_58
82728,p_greedy_140
86825,p_greedy_140
88112,p_greedy_140
88183,p_greedy_140
94597,p_greedy_140
98682,p_greedy_140
101289,np_greedy_58
111731,np_greedy_58
118920,np_greedy_58
132527,p_greedy_140
133563,p_greedy_140
138051,np_greedy_58
145185,p_greedy_140
149915,p_greedy_140
150007,np_greedy_58
159903,p_greedy_140
159975,p_greedy_140
193379,p_greedy_140
197597,np_greedy_58
203255,p_greedy_140
221732,np_greedy_58
226097,np_greedy_58
227024,p_greedy_140
229667,p_greedy_140
229918,np_greedy_58
233304,np_greedy_58
234949,p_greedy_140
241366,p_greedy_140
246954,np_greedy_58
247593,np_greedy_58
251560,np_greedy_58
252041,np_greedy_58
260865,p_greedy_140
261289,p_greedy_140
261453,p_greedy_140
263145,p_greedy_140
263332,p_greedy_140
266301,np_greedy_58
271964,np_greedy_58
283926,p_greedy_140
284295,np_greedy_58
286880,np_greedy_58
294452,np_greedy_58
