at_ms,qid
630,np_default_300
1699,np_default_300
7828,np_default_300
8876,p_default_2400
9163,np_default_300
20780,p_default_2400
36288,np_default_300
36744,np_default_300
45747,np_default_300
50479,np_default_300
55152,p_default_2400
72003,p_default_2400
72875,np_default_300
74914,np_default_300
79734,np_default_300
84493,np_default_300
87789,np_default_300
87809,np_default_300
94526,np_default_300
95600,np_default_300
99066,p_default_2400
106268,np_default_300
107117,np_default_300
111558,np_default_300
118529,np_default_300
122904,p_default_2400
146162,np_default_300
147303,np_default_300
148652,p_default_2400
149100,np_default_300
167393,np_default_300
167645,np_default_300
196014,np_default_300
200406,p_default_2400
205997,np_default_300
209610,np_default_300
216011,p_default_2400
230929,np_default_300
241886,p_default_2400
248090,np_default_300
252884,p_default_2400
253021,np_default_300
253643,p_default_2400
271970,np_default_300
274686,np_default_300
285687,np_default_300
286528,p_default_2400
291222,p_default_2400
294462,np_default_300
