at_ms,qid
168,np_greedy_58
4747,p_greedy_140
5103,np_greedy_58
6592,p_greedy_140
7894,np_greedy_58
8438,p_greedy_140
11010,np_greedy_58
11569,p_greedy_140
16211,p_greedy_140
16438,p_greedy_140
20553,np_greedy_58
27922,np_greedy_58
31360,np_greedy_58
36238,np_greedy_58
37316,p_greedy_140
39978,p_greedy_140
41958,np_greedy_58
46534,p_greedy_140
48839,p_greedy_140
49563,p_greedy_140
49603,p_greedy_140
53211,p_greedy_140
55509,p_greedy_140
56975,np_greedy_58
62849,np_greedy_58
66892,np_greedy_58
74546,p_greedy_140
75129,p_greedy_140
77654,np_greedy_58
81667,p_greedy_140
84327,p_greedy_140
84379,np_greedy_58
89946,p_greedy_140
89986,p_greedy_140
108776,p_greedy_140
111149,np_greedy_58
114331,p_greedy_140
124724,np_greedy_58
127179,np_greedy_58
127701,p_greedy_140
129188,p_greedy_140
129329,np_greedy_58
131233,np_greedy_58
132159,p_greedy_140
135769,p_greedy_140
138912,np_greedy_58
139271,np_greedy_58
141502,np_greedy_58
141773,np_greedy_58
146736,p_greedy_140
146975,p_greedy_140
147067,p_greedy_140
148019,p_greedy_140
148124,p_greedy_140
149795,np_greedy_58
152980,np_greedy_58
159708,p_greedy_140
159916,np_greedy_58
161370,np_greedy_58
165629,np_greedy_58
170064,p_greedy_140
172474,np_greedy_58
180131,p_greedy_140
184808,p_greedy_140
186244,p_greedy_140
188519,np_greedy_58
193585,p_greedy_140
195353,np_greedy_58
197248,np_greedy_58
198592,p_greedy_140
199724,np_greedy_58
200264,p_greedy_140
206673,np_greedy_58
207988,np_greedy_58
210452,p_greedy_140
211249,p_greedy_140
211553,np_greedy_58
212263,p_greedy_140
213223,np_greedy_58
221926,np_greedy_58
231696,np_greedy_58
236132,np_greedy_58
236806,np_greedy_58
237084,p_greedy_140
237357,np_greedy_58
245640,np_greedy_58
250459,p_greedy_140
252577,p_greedy_140
257266,p_greedy_140
261175,p_greedy_140
262476,np_greedy_58
268210,np_greedy_58
271150,np_greedy_58
278292,p_greedy_140
279607,np_greedy_58
283279,p_greedy_140
289461,p_greedy_140
299344,p_greedy_140
