at_ms,qid
1513,np_greedy_300
4078,np_greedy_300
5476,p_greedy_1200
14102,p_greedy_1200
18787,np_greedy_300
21992,np_greedy_300
87091,np_greedy_300
88185,np_greedy_300
101908,p_greedy_1200
103115,p_greedy_1200
109794,np_greedy_300
121150,np_greedy_300
174900,np_greedy_300
179793,np_greedy_300
191361,np_greedy_300
202784,np_greedy_300
210694,np_greedy_300
210741,np_greedy_300
226862,np_greedy_300
229441,np_greedy_300
239286,p_greedy_1200
255043,np_greedy_300
257081,np_greedy_300
267740,np_greedy_300
284469,np_greedy_300
287207,p_greedy_1200
