at_ms,qid
199,np_greedy_58
5626,p_greedy_140
6048,np_greedy_58
7813,p_greedy_140
9356,np_greedy_58
10001,p_greedy_140
13049,np_greedy_58
13712,p_greedy_140
19213,p_greedy_140
19482,p_greedy_140
24359,np_greedy_58
33093,np_greedy_58
37167,np_greedy_58
42948,np_greedy_58
44226,p_greedy_140
47382,p_greedy_140
49728,np_greedy_58
55152,p_greedy_140
57883,p_greedy_140
58742,p_greedy_140
58788,p_greedy_140
63065,p_greedy_140
65788,p_greedy_140
67526,np_greedy_58
74487,np_greedy_58
79280,np_greedy_58
88351,p_greedy_140
89042,p_greedy_140
92034,np_greedy_58
96790,p_greedy_140
99944,p_greedy_140
100004,np_greedy_58
106602,p_greedy_140
106650,p_greedy_140
128919,p_greedy_140
131732,np_greedy_58
135503,p_greedy_140
147821,np_greedy_58
150731,np_greedy_58
151349,p_greedy_140
153111,p_greedy_140
153279,np_greedy_58
155536,np_greedy_58
156633,p_greedy_140
160911,p_greedy_140
164636,np_greedy_58
165062,np_greedy_58
167707,np_greedy_58
168027,np_greedy_58
173910,p_greedy_140
174193,p_greedy_140
174302,p_greedy_140
175430,p_greedy_140
175554,p_greedy_140
177534,np_greedy_58
181309,np_greedy_58
189284,p_greedy_140
189530,np_greedy_58
191253,np_greedy_58
196302,np_greedy_58
201557,p_greedy_140
204414,np_greedy_58
213488,p_greedy_140
219032,p_greedy_140
220734,p_greedy_140
223430,np_greedy_58
229434,p_greedy_140
231530,np_greedy_58
233776,np_greedy_58
235369,p_greedy_140
236710,np_greedy_58
237350,p_greedy_140
244946,np_greedy_58
246505,np_greedy_58
249425,p_greedy_140
250369,p_greedy_140
250730,np_greedy_58
251571,p_greedy_140
252709,np_greedy_58
263024,np_greedy_58
274603,np_greedy_58
279860,np_greedy_58
280659,np_greedy_58
280989,p_greedy_140
281313,np_greedy_58
291129,np_greedy_58
296840,p_greedy_140
299351,p_greedy_140
