at_ms,qid
2269,np_greedy_300
6118,np_greedy_300
11865,p_greedy_2400
11936,p_greedy_2400
28180,np_greedy_300
32988,np_greedy_300
36117,p_greedy_2400
39986,p_greedy_2400
78389,p_greedy_2400
81445,p_greedy_2400
97435,p_greedy_2400
122527,p_greedy_2400
130637,np_greedy_300
132278,np_greedy_300
164691,np_greedy_300
181725,np_greedy_300
222009,p_greedy_2400
226116,p_greedy_2400
232586,p_greedy_2400
262350,np_greedy_300
269689,np_greedy_300
287041,np_greedy_300
298440,p_greedy_2400
299345,p_greedy_2400
