at_ms,qid
224,np_greedy_58
6329,p_greedy_140
6804,np_greedy_58
8790,p_greedy_140
10526,np_greedy_58
11251,p_greedy_140
14681,np_greedy_58
15426,p_greedy_140
21615,p_greedy_140
21917,p_greedy_140
27404,np_greedy_58
37229,np_greedy_58
41813,np_greedy_58
48317,np_greedy_58
49755,p_greedy_140
53304,p_greedy_140
55944,np_greedy_58
62046,p_greedy_140
65119,p_greedy_140
66084,p_greedy_140
66137,p_greedy_140
70948,p_greedy_140
74012,p_greedy_140
75967,np_greedy_58
83798,np_greedy_58
89190,np_greedy_58
99395,p_greedy_140
100172,p_greedy_140
103538,np_greedy_58
108889,p_greedy_140
112436,p_greedy_140
112505,np_greedy_58
119928,p_greedy_140
119981,p_greedy_140
145034,p_greedy_140
148198,np_greedy_58
152441,p_greedy_140
166299,np_greedy_58
169572,np_greedy_58
170268,p_greedy_140
172250,p_greedy_140
172438,np_greedy_58
174978,np_greedy_58
176212,p_greedy_140
181025,p_greedy_140
185216,np_greedy_58
185695,np_greedy_58
188670,np_greedy_58
189031,np_greedy_58
195649,p_greedy_140
195967,p_greedy_140
196090,p_greedy_140
197359,p_greedy_140
197499,p_greedy_140
199726,np_greedy_58
203973,np_greedy_58
212944,p_greedy_140
213221,np_greedy_58
215160,np_greedy_58
220839,np_greedy_58
226752,p_greedy_140
229965,np_greedy_58
240174,p_greedy_140
246411,p_greedy_140
248326,p_greedy_140
251359,np_greedy_58
258113,p_greedy_140
260471,np_greedy_58
262998,np_greedy_58
264790,p_greedy_140
266299,np_greedy_58
267018,p_greedy_140
275564,np_greedy_58
277318,np_greedy_58
280603,p_greedy_140
281665,p_greedy_140
282071,np_greedy_58
283018,p_greedy_140
284298,np_greedy_58
295902,np_greedy_58
