at_ms,qid
467,np_greedy_87
728,p_greedy_330
1260,np_greedy_87
2635,p_greedy_330
4568,p_greedy_330
5803,np_greedy_87
6793,np_greedy_87
26902,np_greedy_87
27239,np_greedy_87
33914,np_greedy_87
37422,np_greedy_87
51070,p_greedy_330
54025,np_greedy_87
55536,np_greedy_87
59109,np_greedy_87
62638,np_greedy_87
65081,np_greedy_87
65096,np_greedy_87
70075,np_greedy_87
70310,p_greedy_330
70872,np_greedy_87
72185,p_greedy_330
78780,np_greedy_87
79409,np_greedy_87
79410,p_greedy_330
80182,p_greedy_330
82702,np_greedy_87
83495,p_greedy_330
87120,p_greedy_330
87869,np_greedy_87
93822,p_greedy_330
108355,np_greedy_87
109201,np_greedy_87
110533,np_greedy_87
116847,p_greedy_330
124094,np_greedy_87
124281,np_greedy_87
131230,p_greedy_330
137867,p_greedy_330
145311,np_greedy_87
151264,p_greedy_330
152713,np_greedy_87
155391,np_greedy_87
157012,p_greedy_330
168405,p_greedy_330
171195,np_greedy_87
181439,p_greedy_330
183917,np_greedy_87
184018,p_greedy_330
187573,np_greedy_87
199555,p_greedy_330
201620,np_greedy_87
203634,np_greedy_87
207049,p_greedy_330
211789,np_greedy_87
212833,p_greedy_330
217210,p_greedy_330
218295,np_greedy_87
219415,p_greedy_330
225459,p_greedy_330
226630,p_greedy_330
232692,np_greedy_87
235380,p_greedy_330
235982,np_greedy_87
240395,np_greedy_87
253135,np_greedy_87
255235,p_greedy_330
259381,np_greedy_87
268815,p_greedy_330
269413,np_greedy_87
276976,p_greedy_330
278249,np_greedy_87
282903,p_greedy_330
287793,np_greedy_87
293241,p_greedy_330
294374,p_greedy_330
294842,p_greedy_330
306976,np_greedy_87
312026,p_greedy_330
312760,np_greedy_87
315928,p_greedy_330
322351,np_greedy_87
325532,p_greedy_330
326428,np_greedy_87
326709,np_greedy_87
330275,p_greedy_330
334134,p_greedy_330
338899,np_greedy_87
340638,np_greedy_87
346913,p_greedy_330
350563,p_greedy_330
355545,np_greedy_87
362736,p_greedy_330
376823,np_greedy_87
377657,p_greedy_330
379388,p_greedy_330
386146,np_greedy_87
387766,np_greedy_87
391336,np_greedy_87
395647,np_greedy_87
396308,np_greedy_87
401609,np_greedy_87
409006,np_greedy_87
412247,p_greedy_330
412564,np_greedy_87
412807,p_greedy_330
414385,np_greedy_87
415187,np_greedy_87
417461,p_greedy_330
423491,p_greedy_330
423785,np_greedy_87
423897,np_greedy_87
427665,np_greedy_87
429926,np_greedy_87
436522,np_greedy_87
438852,p_greedy_330
440522,p_greedy_330
447635,p_greedy_330
447695,np_greedy_87
451628,p_greedy_330
468533,np_greedy_87
473755,p_greedy_330
474889,p_greedy_330
477380,np_greedy_87
477569,p_greedy_330
492456,p_greedy_330
495835,p_greedy_330
519104,np_greedy_87
520911,p_greedy_330
521371,p_greedy_330
525643,p_greedy_330
526630,p_greedy_330
534034,p_greedy_330
547997,np_greedy_87
556635,np_greedy_87
558943,np_greedy_87
562705,p_greedy_330
564688,np_greedy_87
566115,p_greedy_330
566387,np_greedy_87
575157,p_greedy_330
577843,p_greedy_330
582868,p_greedy_330
590231,p_greedy_330
592712,p_greedy_330
602899,p_greedy_330
608287,np_greedy_87
608938,p_greedy_330
613394,np_greedy_87
625495,np_greedy_87
625887,np_greedy_87
627145,np_greedy_87
629009,np_greedy_87
629430,p_greedy_330
631583,np_greedy_87
632224,p_greedy_330
635353,np_greedy_87
638110,np_greedy_87
643058,np_greedy_87
647796,np_greedy_87
648795,np_greedy_87
649357,np_greedy_87
653167,np_greedy_87
653975,np_greedy_87
658907,np_greedy_87
658982,np_greedy_87
659137,p_greedy_330
660884,p_greedy_330
661059,p_greedy_330
665649,np_greedy_87
666312,np_greedy_87
670437,p_greedy_330
676605,np_greedy_87
681104,np_greedy_87
681933,p_greedy_330
687570,p_greedy_330
687949,p_greedy_330
717793,np_greedy_87
720439,np_greedy_87
725996,np_greedy_87
738067,np_greedy_87
741609,np_greedy_87
742542,p_greedy_330
743868,p_greedy_330
745330,np_greedy_87
754185,np_greedy_87
761624,p_greedy_330
780921,p_greedy_330
783090,p_greedy_330
784557,np_greedy_87
800418,p_greedy_330
803263,np_greedy_87
805826,p_greedy_330
807981,np_greedy_87
818969,np_greedy_87
825794,p_greedy_330
828842,np_greedy_87
832885,np_greedy_87
835212,np_greedy_87
835921,np_greedy_87
844776,p_greedy_330
854262,np_greedy_87
854774,np_greedy_87
857708,p_greedy_330
860667,p_greedy_330
861126,np_greedy_87
867826,np_greedy_87
868206,p_greedy_330
869199,np_greedy_87
878467,np_greedy_87
899968,np_greedy_87
902782,p_greedy_330
906140,p_greedy_330
910385,p_greedy_330
912970,np_greedy_87
917254,np_greedy_87
918428,np_greedy_87
920503,p_greedy_330
921065,p_greedy_330
923603,p_greedy_330
925201,p_greedy_330
929875,p_greedy_330
934682,p_greedy_330
942797,p_greedy_330
948763,p_greedy_330
950328,p_greedy_330
950451,np_greedy_87
950742,p_greedy_330
956775,np_greedy_87
957205,p_greedy_330
965404,np_greedy_87
969744,p_greedy_330
979485,np_greedy_87
983726,np_greedy_87
984283,np_greedy_87
985553,np_greedy_87
992469,p_greedy_330
995144,np_greedy_87
998880,np_greedy_87
1008370,p_greedy_330
1011503,p_greedy_330
1016677,np_greedy_87
1028385,np_greedy_87
1028943,p_greedy_330
1034416,p_greedy_330
1037300,p_greedy_330
1038139,p_greedy_330
1043219,p_greedy_330
1050059,p_greedy_330
1052905,p_greedy_330
1054792,p_greedy_330
1062563,np_greedy_87
1072164,np_greedy_87
1075310,np_greedy_87
1079364,p_greedy_330
1079973,p_greedy_330
1088914,np_greedy_87
1089163,np_greedy_87
1095569,np_greedy_87
1104327,p_greedy_330
1108858,p_greedy_330
1113387,np_greedy_87
1119668,np_greedy_87
