at_ms,qid
333,np_default_58
897,np_default_58
4133,np_default_58
4290,p_default_140
4323,p_default_140
4838,np_default_58
5371,p_default_140
8038,p_default_140
15025,p_default_140
19160,np_default_58
19401,np_default_58
21320,p_default_140
22895,p_default_140
24155,np_default_58
26340,p_default_140
26653,np_default_58
38023,p_default_140
38478,np_default_58
39554,np_default_58
41979,p_default_140
42099,np_default_58
44352,p_default_140
44612,np_default_58
46353,np_default_58
46363,np_default_58
49910,np_default_58
50477,np_default_58
50637,p_default_140
56110,np_default_58
56558,np_default_58
58903,np_default_58
62583,np_default_58
63018,p_default_140
70410,p_default_140
77174,np_default_58
77776,np_default_58
78725,np_default_58
88384,np_default_58
88516,np_default_58
94709,p_default_140
98335,p_default_140
98425,p_default_140
98665,p_default_140
103495,np_default_58
108767,np_default_58
110674,np_default_58
120749,p_default_140
121930,np_default_58
123560,p_default_140
130992,np_default_58
132881,p_default_140
133595,np_default_58
143600,np_default_58
145034,np_default_58
150843,np_default_58
154708,p_default_140
155476,np_default_58
159625,p_default_140
165730,np_default_58
166548,p_default_140
168074,np_default_58
171216,np_default_58
171658,p_default_140
179747,p_default_140
180291,np_default_58
184739,np_default_58
190433,p_default_140
191884,np_default_58
197784,p_default_140
198177,np_default_58
204562,p_default_140
204767,p_default_140
204975,np_default_58
205605,p_default_140
209290,p_default_140
218638,np_default_58
219755,p_default_140
222757,np_default_58
229588,np_default_58
230958,p_default_140
232492,np_default_58
232692,np_default_58
234421,p_default_140
241374,np_default_58
242613,np_default_58
245680,p_default_140
248329,p_default_140
253230,np_default_58
254807,p_default_140
255634,p_default_140
268385,np_default_58
274751,p_default_140
275025,np_default_58
276179,np_default_58
277478,p_default_140
278721,np_default_58
279781,p_default_140
280240,p_default_140
281666,p_default_140
281792,np_default_58
281963,p_default_140
282263,np_default_58
286038,np_default_58
287021,p_default_140
291306,np_default_58
293841,np_default_58
295137,np_default_58
295708,np_default_58
301832,np_default_58
301912,np_default_58
304596,np_default_58
306206,np_default_58
310301,p_default_140
310364,p_default_140
310904,np_default_58
314482,p_default_140
317858,p_default_140
318862,np_default_58
325396,p_default_140
325806,p_default_140
327098,p_default_140
329755,p_default_140
332224,p_default_140
333703,np_default_58
335538,p_default_140
