at_ms,qid
199,np_default_58
5626,p_default_140
6048,np_default_58
7813,p_default_140
9356,np_default_58
10001,p_default_140
13049,np_default_58
13712,p_default_140
19213,p_default_140
19482,p_default_140
24359,np_default_58
33093,np_default_58
37167,np_default_58
42948,np_default_58
44226,p_default_140
47382,p_default_140
49728,np_default_58
55152,p_default_140
57883,p_default_140
58742,p_default_140
58788,p_default_140
63065,p_default_140
65788,p_default_140
67526,np_default_58
74487,np_default_58
79280,np_default_58
88351,p_default_140
89042,p_default_140
92034,np_default_58
96790,p_default_140
99944,p_default_140
100004,np_default_58
106602,p_default_140
106650,p_default_140
128919,p_default_140
131732,np_default_58
135503,p_default_140
147821,np_default_58
150731,np_default_58
151349,p_default_140
153111,p_default_140
153279,np_default_58
155536,np_default_58
156633,p_default_140
160911,p_default_140
164636,np_default_58
165062,np_default_58
167707,np_default_58
168027,np_default_58
173910,p_default_140
174193,p_default_140
174302,p_default_140
175430,p_default_140
175554,p_default_140
177534,np_default_58
181309,np_default_58
189284,p_default_140
189530,np_default_58
191253,np_default_58
196302,np_default_58
201557,p_default_140
204414,np_default_58
213488,p_default_140
219032,p_default_140
220734,p_default_140
223430,np_default_58
229434,p_default_140
231530,np_default_58
233776,np_default_58
235369,p_default_140
236710,np_default_58
237350,p_default_140
244946,np_default_58
246505,np_default_58
249425,p_default_140
250369,p_default_140
250730,np_default_58
251571,p_default_140
252709,np_default_58
263024,np_default_58
274603,np_default_58
279860,np_default_58
280659,np_default_58
280989,p_default_140
281313,np_default_58
291129,np_default_58
296840,p_default_140
299351,p_default_140
