at_ms,qid
1513,np_default_300
4078,np_default_300
5476,p_default_1200
14102,p_default_1200
18787,np_default_300
21992,np_default_300
87091,np_default_300
88185,np_default_300
101908,p_default_1200
103115,p_default_1200
109794,np_default_300
121150,np_default_300
174900,np_default_300
179793,np_default_300
191361,np_default_300
202784,np_default_300
210694,np_default_300
210741,np_default_300
226862,np_default_300
229441,np_default_300
239286,p_default_1200
255043,np_default_300
257081,np_default_300
267740,np_default_300
284469,np_default_300
287207,p_default_1200
