at_ms,qid
504,np_default_300
1359,np_default_300
6262,np_default_300
7331,np_default_300
29030,np_default_300
29395,np_default_300
36598,np_default_300
40383,np_default_300
41197,p_default_1200
58300,np_default_300
59931,np_default_300
63787,np_default_300
67595,np_default_300
70231,np_default_300
70247,np_default_300
75621,np_default_300
76480,np_default_300
85014,np_default_300
85694,np_default_300
89247,np_default_300
94823,np_default_300
116930,np_default_300
117843,np_default_300
119280,np_default_300
124003,p_default_1200
133915,np_default_300
134116,np_default_300
148971,p_default_1200
156811,np_default_300
164798,np_default_300
167688,np_default_300
184743,np_default_300
190372,p_default_1200
198472,np_default_300
202417,np_default_300
207969,p_default_1200
209182,p_default_1200
217576,np_default_300
219749,np_default_300
228550,np_default_300
235570,np_default_300
251107,np_default_300
254657,np_default_300
259419,np_default_300
261799,p_default_1200
269308,p_default_1200
273168,np_default_300
279908,np_default_300
290733,np_default_300
