at_ms,qid
887,np_default_58
2393,np_default_58
11022,np_default_58
12902,np_default_58
27201,p_default_140
29492,p_default_140
51094,np_default_58
51735,np_default_58
60487,p_default_140
63654,p_default_140
64412,np_default_58
68772,p_default_140
71075,np_default_58
71809,p_default_140
102608,np_default_58
105478,np_default_58
107345,p_default_140
112265,np_default_58
118967,np_default_58
123607,np_default_58
123635,np_default_58
133092,np_default_58
134605,np_default_58
136395,p_default_140
137503,p_default_140
137901,p_default_140
149625,np_default_58
150821,np_default_58
157074,np_default_58
163749,p_default_140
166888,np_default_58
172005,p_default_140
185870,p_default_140
202641,p_default_140
205797,np_default_58
207403,np_default_58
209933,np_default_58
215583,p_default_140
219019,p_default_140
225150,p_default_140
235690,np_default_58
236044,np_default_58
240163,p_default_140
265471,p_default_140
272283,p_default_140
272661,p_default_140
275251,p_default_140
275987,np_default_58
280783,p_default_140
290044,np_default_58
295131,np_default_58
325148,np_default_58
334386,p_default_140
343574,p_default_140
349311,np_default_58
354928,p_default_140
356254,np_default_58
363994,p_default_140
382933,np_default_58
386757,np_default_58
397170,p_default_140
402248,np_default_58
414603,np_default_58
423778,p_default_140
426537,p_default_140
441948,np_default_58
444634,p_default_140
448197,np_default_58
456577,np_default_58
457805,p_default_140
480775,np_default_58
492638,np_default_58
495393,p_default_140
496462,p_default_140
510709,p_default_140
511690,np_default_58
514182,p_default_140
528082,p_default_140
528472,np_default_58
546599,np_default_58
556119,p_default_140
565511,p_default_140
578138,p_default_140
583034,np_default_58
585635,p_default_140
594019,np_default_58
612236,np_default_58
619978,np_default_58
620512,np_default_58
633442,p_default_140
643664,np_default_58
646968,np_default_58
666170,p_default_140
667720,p_default_140
668441,p_default_140
675279,np_default_58
681073,p_default_140
687230,p_default_140
687754,p_default_140
706309,p_default_140
709111,p_default_140
715693,np_default_58
726145,p_default_140
727858,p_default_140
733400,np_default_58
736477,np_default_58
743256,np_default_58
748508,p_default_140
751444,np_default_58
752700,np_default_58
762769,np_default_58
776816,np_default_58
778484,p_default_140
783575,np_default_58
787033,np_default_58
788556,np_default_58
804808,p_default_140
804886,np_default_58
