at_ms,qid
666,np_default_58
1794,np_default_58
3107,p_default_140
8266,np_default_58
9676,np_default_58
16546,p_default_140
23603,p_default_140
33776,p_default_140
38320,np_default_58
38802,np_default_58
39895,p_default_140
48309,np_default_58
53306,np_default_58
76956,np_default_58
79109,np_default_58
84199,np_default_58
89225,np_default_58
90815,p_default_140
92705,np_default_58
92726,np_default_58
99317,p_default_140
99819,np_default_58
99856,p_default_140
100954,np_default_58
101711,p_default_140
112219,np_default_58
113116,np_default_58
117806,np_default_58
117970,p_default_140
125166,np_default_58
148135,p_default_140
149802,p_default_140
154348,np_default_58
155552,np_default_58
157429,p_default_140
157450,np_default_58
176767,np_default_58
177033,np_default_58
181951,p_default_140
191883,p_default_140
192100,p_default_140
201205,p_default_140
205422,p_default_140
206990,np_default_58
208392,p_default_140
217533,np_default_58
221349,np_default_58
242529,p_default_140
243861,np_default_58
243912,p_default_140
261983,np_default_58
265818,p_default_140
267190,np_default_58
283124,p_default_140
287200,np_default_58
290068,np_default_58
294243,p_default_140
299104,p_default_140
300173,p_default_140
301686,np_default_58
310952,np_default_58
313846,p_default_140
331461,np_default_58
336148,np_default_58
342433,np_default_58
353442,p_default_140
355895,p_default_140
357564,p_default_140
360581,np_default_58
365542,p_default_140
369479,np_default_58
383768,np_default_58
389131,p_default_140
389197,p_default_140
396354,np_default_58
408441,p_default_140
409558,p_default_140
409949,np_default_58
409965,p_default_140
411924,p_default_140
419494,p_default_140
437275,np_default_58
445514,np_default_58
453699,p_default_140
459177,np_default_58
464984,np_default_58
465384,np_default_58
467096,p_default_140
467857,p_default_140
469893,p_default_140
477549,p_default_140
478720,p_default_140
482748,np_default_58
485226,np_default_58
492378,p_default_140
497880,p_default_140
506460,np_default_58
536556,p_default_140
536770,np_default_58
550050,np_default_58
552358,np_default_58
557442,np_default_58
557756,p_default_140
563583,np_default_58
564525,np_default_58
572077,np_default_58
578766,p_default_140
582083,p_default_140
582612,np_default_58
587681,np_default_58
589067,p_default_140
590275,np_default_58
591417,np_default_58
602847,p_default_140
603665,np_default_58
603824,np_default_58
604006,p_default_140
604124,p_default_140
609032,p_default_140
609192,np_default_58
612412,np_default_58
615368,p_default_140
621808,np_default_58
634499,p_default_140
637724,np_default_58
655358,p_default_140
656097,p_default_140
656923,p_default_140
667407,np_default_58
680008,np_default_58
688941,p_default_140
693146,p_default_140
694800,p_default_140
714268,p_default_140
733289,p_default_140
739443,np_default_58
744775,p_default_140
762824,p_default_140
780601,np_default_58
787119,p_default_140
792904,np_default_58
796193,np_default_58
804376,np_default_58
806796,np_default_58
810857,p_default_140
814638,p_default_140
821398,p_default_140
866481,np_default_58
872920,p_default_140
873756,np_default_58
878593,p_default_140
890767,p_default_140
890993,np_default_58
891552,np_default_58
893343,np_default_58
895999,np_default_58
899665,np_default_58
905035,np_default_58
908962,np_default_58
913958,p_default_140
916011,np_default_58
922760,np_default_58
924183,np_default_58
924983,np_default_58
930410,np_default_58
931561,np_default_58
938587,np_default_58
938693,np_default_58
939872,p_default_140
948190,np_default_58
949135,np_default_58
951294,p_default_140
956622,p_default_140
963797,np_default_58
970206,np_default_58
971124,p_default_140
971165,p_default_140
976506,p_default_140
994108,p_default_140
1006980,p_default_140
1008010,p_default_140
1022468,np_default_58
1023746,p_default_140
1026237,np_default_58
1034152,np_default_58
1035399,p_default_140
1042679,p_default_140
1044047,p_default_140
1051348,np_default_58
1055273,p_default_140
1056393,np_default_58
1061693,np_default_58
1072211,p_default_140
1074306,np_default_58
1074953,p_default_140
1087422,p_default_140
1088328,p_default_140
1091172,p_default_140
1096662,p_default_140
1115288,p_default_140
1117571,np_default_58
1119410,p_default_140
1144216,np_default_58
1146761,p_default_140
1150937,np_default_58
1166589,np_default_58
1180653,np_default_58
1186412,np_default_58
1189727,np_default_58
1190737,np_default_58
1197255,p_default_140
1199462,p_default_140
1199797,p_default_140
1215941,p_default_140
1216863,np_default_58
1217591,np_default_58
1226640,np_default_58
1233830,p_default_140
