at_ms,qid
49,q0002
125,q0002
134,q0001
363,q0001
906,q0002
917,q0002
1670,q0001
1955,q0001
2127,q0002
2553,q0002
2707,q0002
3617,q0002
4349,q0002
4559,q0002
5368,q0002
5484,q0002
5953,q0002
6327,q0002
7156,q0002
7345,q0002
7599,q0002
7741,q0001
7839,q0001
8333,q0002
8692,q0002
9269,q0002
9759,q0001
9778,q0002
10327,q0002
10769,q0001
11431,q0002
11764,q0002
12316,q0002
12551,q0002
12567,q0002
13269,q0002
13369,q0002
14227,q0002
15451,q0002
15547,q0001
15982,q0001
15988,q0002
16081,q0002
16287,q0002
16535,q0002
16573,q0002
16878,q0002
17010,q0001
17304,q0002
17508,q0002
17613,q0002
17659,q0002
18025,q0001
18154,q0002
18161,q0002
18378,q0002
18508,q0002
18728,q0001
18733,q0001
18887,q0002
19530,q0002
20166,q0001
20395,q0001
20730,q0002
21239,q0002
22671,q0001
22852,q0001
23640,q0002
23799,q0001
25286,q0001
25303,q0002
25800,q0002
25933,q0002
26264,q0002
26362,q0002
28773,q0002
29067,q0002
29763,q0002
29786,q0002
29858,q0002
29966,q0002
