at_ms,qid
710,np_default_58
1007,p_default_140
1914,np_default_58
8817,np_default_58
10321,np_default_58
35580,p_default_140
35726,p_default_140
40875,np_default_58
41388,np_default_58
49820,p_default_140
51530,np_default_58
56860,np_default_58
60270,p_default_140
60834,p_default_140
82087,np_default_58
84383,np_default_58
89812,np_default_58
95173,np_default_58
98298,p_default_140
98886,np_default_58
98908,np_default_58
106474,np_default_58
107684,np_default_58
115619,p_default_140
119700,np_default_58
120657,np_default_58
125659,np_default_58
133511,np_default_58
143511,p_default_140
151063,p_default_140
155610,p_default_140
158325,p_default_140
159904,p_default_140
164637,np_default_58
165922,np_default_58
167947,np_default_58
174576,p_default_140
188552,np_default_58
188835,np_default_58
197344,p_default_140
200489,p_default_140
200836,p_default_140
206759,p_default_140
208949,p_default_140
212312,p_default_140
215627,p_default_140
220790,np_default_58
229961,p_default_140
232035,np_default_58
236105,np_default_58
237488,p_default_140
248340,p_default_140
254866,p_default_140
260118,np_default_58
279449,np_default_58
285003,np_default_58
306347,np_default_58
309182,p_default_140
309406,np_default_58
318251,p_default_140
318825,p_default_140
320804,p_default_140
321798,np_default_58
331682,np_default_58
338147,p_default_140
353558,np_default_58
358557,np_default_58
365262,np_default_58
370323,p_default_140
372101,p_default_140
380237,p_default_140
384620,np_default_58
394111,np_default_58
406394,p_default_140
409352,np_default_58
416987,p_default_140
417219,p_default_140
422778,np_default_58
426931,p_default_140
431429,p_default_140
434597,p_default_140
437279,np_default_58
466427,np_default_58
471010,p_default_140
472485,p_default_140
475215,np_default_58
489789,np_default_58
495852,p_default_140
495983,np_default_58
496410,np_default_58
514311,p_default_140
514931,np_default_58
517574,np_default_58
526171,p_default_140
531357,p_default_140
532497,p_default_140
540223,np_default_58
547081,p_default_140
572554,np_default_58
586720,np_default_58
589182,np_default_58
589318,p_default_140
591934,p_default_140
593714,p_default_140
594605,np_default_58
601155,np_default_58
602160,np_default_58
602223,p_default_140
610215,np_default_58
621453,np_default_58
626860,np_default_58
627385,p_default_140
627456,p_default_140
629626,np_default_58
630845,np_default_58
643909,np_default_58
644079,np_default_58
647983,p_default_140
649175,p_default_140
649608,p_default_140
649805,np_default_58
651697,p_default_140
653240,np_default_58
659773,p_default_140
663262,np_default_58
680239,np_default_58
696257,p_default_140
710548,p_default_140
711360,p_default_140
711900,np_default_58
713532,p_default_140
721698,p_default_140
722947,p_default_140
725342,np_default_58
737515,p_default_140
743384,p_default_140
784639,p_default_140
788739,np_default_58
807252,p_default_140
829662,p_default_140
832641,np_default_58
833201,p_default_140
840651,p_default_140
845764,np_default_58
849272,np_default_58
855349,p_default_140
856585,p_default_140
856712,p_default_140
858001,np_default_58
860582,np_default_58
861946,p_default_140
868705,p_default_140
889112,p_default_140
911361,p_default_140
912149,p_default_140
913030,p_default_140
924246,np_default_58
932007,np_default_58
947183,p_default_140
950393,np_default_58
950989,np_default_58
951668,p_default_140
952899,np_default_58
953432,p_default_140
955732,np_default_58
959642,np_default_58
965370,np_default_58
969559,np_default_58
974198,p_default_140
977079,np_default_58
984277,np_default_58
985795,np_default_58
986648,np_default_58
992438,np_default_58
993665,np_default_58
994488,p_default_140
1001159,np_default_58
1001273,np_default_58
1006739,p_default_140
1011403,np_default_58
1012411,np_default_58
1025991,p_default_140
1028051,np_default_58
1034886,np_default_58
1051906,p_default_140
1077227,p_default_140
1081260,p_default_140
1088470,p_default_140
1090632,np_default_58
1094652,np_default_58
1103096,np_default_58
1121438,np_default_58
1126820,np_default_58
1132473,np_default_58
1143426,p_default_140
1145927,np_default_58
1149478,p_default_140
1162464,p_default_140
1187201,p_default_140
1192076,np_default_58
1214843,p_default_140
1220497,np_default_58
1227025,p_default_140
1227666,np_default_58
1232709,p_default_140
1244362,np_default_58
1248178,p_default_140
1248222,p_default_140
1253919,p_default_140
1259363,np_default_58
1265506,np_default_58
1269042,np_default_58
1270119,np_default_58
1272694,p_default_140
1286424,p_default_140
1287523,p_default_140
1297987,np_default_58
1298764,np_default_58
1304308,p_default_140
1308417,np_default_58
1316738,p_default_140
1318596,np_default_58
1320682,np_default_58
1324503,p_default_140
1325962,p_default_140
1334765,np_default_58
1337936,p_default_140
1356004,p_default_140
1358928,p_default_140
1367433,np_default_58
1372229,p_default_140
1373195,p_default_140
1376229,p_default_140
1382085,p_default_140
1387189,np_default_58
1393698,np_default_58
1395483,np_default_58
1401953,p_default_140
1406350,p_default_140
1435524,p_default_140
1444139,np_default_58
1453748,np_default_58
1466858,np_default_58
1488254,np_default_58
1489384,p_default_140
1491738,p_default_140
1492096,p_default_140
1494698,np_default_58
1495543,np_default_58
1497473,np_default_58
1509317,p_default_140
1512046,np_default_58
1517723,np_default_58
1528397,p_default_140
1544763,np_default_58
1558914,p_default_140
1562553,np_default_58
1573647,p_default_140
1593639,p_default_140
1599645,p_default_140
1601047,p_default_140
1614485,np_default_58
1629073,np_default_58
1633853,np_default_58
1654523,np_default_58
1654901,np_default_58
1664634,np_default_58
1691707,np_default_58
1701251,np_default_58
1703202,np_default_58
1712354,np_default_58
1722762,np_default_58
1724514,p_default_140
1728840,np_default_58
1736765,p_default_140
1740927,p_default_140
1758395,np_default_58
1763881,np_default_58
1768067,np_default_58
1770399,p_default_140
1771408,p_default_140
1772180,p_default_140
1776063,p_default_140
1777384,np_default_58
1777902,p_default_140
1780383,np_default_58
1784884,p_default_140
1785514,np_default_58
1792217,np_default_58
1797693,p_default_140
1807366,p_default_140
1818016,p_default_140
1819694,p_default_140
1828977,np_default_58
1829799,p_default_140
1830083,np_default_58
1832981,np_default_58
1835918,np_default_58
1878578,p_default_140
1883860,p_default_140
1905055,p_default_140
1906574,np_default_58
1918467,p_default_140
1935808,np_default_58
1937419,p_default_140
1938657,np_default_58
1949634,np_default_58
1950808,np_default_58
1951580,p_default_140
1955841,np_default_58
1959222,p_default_140
1961349,np_default_58
1962757,p_default_140
1964054,p_default_140
1965641,p_default_140
1967045,p_default_140
1971533,np_default_58
1986293,p_default_140
2006517,np_default_58
2010264,p_default_140
2028371,np_default_58
2032725,p_default_140
2038455,np_default_58
2058812,np_default_58
2061251,p_default_140
2067117,p_default_140
2067545,np_default_58
