at_ms,qid
192,np_greedy_58
5425,p_greedy_140
5832,np_greedy_58
7534,p_greedy_140
9022,np_greedy_58
9644,p_greedy_140
12583,np_greedy_58
13222,p_greedy_140
18527,p_greedy_140
18786,p_greedy_140
23489,np_greedy_58
31911,np_greedy_58
35840,np_greedy_58
41415,np_greedy_58
42647,p_greedy_140
45689,p_greedy_140
47952,np_greedy_58
53182,p_greedy_140
55816,p_greedy_140
56644,p_greedy_140
56689,p_greedy_140
60813,p_greedy_140
63438,p_greedy_140
65114,np_greedy_58
71827,np_greedy_58
76448,np_greedy_58
85196,p_greedy_140
85862,p_greedy_140
88747,np_greedy_58
93334,p_greedy_140
96374,p_greedy_140
96433,np_greedy_58
102795,p_greedy_140
102841,p_greedy_140
124315,p_greedy_140
127027,np_greedy_58
130664,p_greedy_140
142542,np_greedy_58
145348,np_greedy_58
145944,p_greedy_140
147643,p_greedy_140
147804,np_greedy_58
149981,np_greedy_58
151039,p_greedy_140
155164,p_greedy_140
158756,np_greedy_58
159167,np_greedy_58
161717,np_greedy_58
162026,np_greedy_58
167699,p_greedy_140
167971,p_greedy_140
168077,p_greedy_140
169165,p_greedy_140
169285,p_greedy_140
171194,np_greedy_58
174834,np_greedy_58
182524,p_greedy_140
182761,np_greedy_58
184423,np_greedy_58
189291,np_greedy_58
194359,p_greedy_140
197113,np_greedy_58
205864,p_greedy_140
211209,p_greedy_140
212851,p_greedy_140
215451,np_greedy_58
221239,p_greedy_140
223261,np_greedy_58
225427,np_greedy_58
226963,p_greedy_140
228256,np_greedy_58
228873,p_greedy_140
236198,np_greedy_58
237701,np_greedy_58
240517,p_greedy_140
241427,p_greedy_140
241775,np_greedy_58
242587,p_greedy_140
243684,np_greedy_58
253630,np_greedy_58
264796,np_greedy_58
269865,np_greedy_58
270636,np_greedy_58
270953,p_greedy_140
271266,np_greedy_58
280731,np_greedy_58
286239,p_greedy_140
288660,p_greedy_140
294018,p_greedy_140
298486,p_greedy_140
299973,np_greedy_58
306525,np_greedy_58
309886,np_greedy_58
318048,p_greedy_140
319550,np_greedy_58
323748,p_greedy_140
330812,p_greedy_140
342107,p_greedy_140
343461,np_greedy_58
348714,p_greedy_140
354673,np_greedy_58
360807,np_greedy_58
362528,np_greedy_58
369109,p_greedy_140
371588,np_greedy_58
378517,p_greedy_140
380159,p_greedy_140
380625,p_greedy_140
383121,p_greedy_140
383323,p_greedy_140
383512,p_greedy_140
384778,p_greedy_140
387822,p_greedy_140
388814,p_greedy_140
389918,p_greedy_140
392873,p_greedy_140
393893,p_greedy_140
396376,p_greedy_140
397844,np_greedy_58
398563,np_greedy_58
400558,p_greedy_140
405285,p_greedy_140
408020,p_greedy_140
430463,np_greedy_58
431872,p_greedy_140
439805,np_greedy_58
443057,np_greedy_58
445280,p_greedy_140
449649,np_greedy_58
451030,p_greedy_140
451952,np_greedy_58
459282,p_greedy_140
459939,p_greedy_140
461520,np_greedy_58
464856,p_greedy_140
468856,np_greedy_58
469027,np_greedy_58
474182,np_greedy_58
475470,p_greedy_140
476376,np_greedy_58
476765,p_greedy_140
482647,np_greedy_58
486252,p_greedy_140
488114,p_greedy_140
488534,p_greedy_140
493656,p_greedy_140
496258,np_greedy_58
498685,np_greedy_58
508163,np_greedy_58
520984,np_greedy_58
529584,np_greedy_58
531430,np_greedy_58
531470,p_greedy_140
534297,np_greedy_58
543533,np_greedy_58
548219,p_greedy_140
552505,np_greedy_58
553800,p_greedy_140
557770,p_greedy_140
558621,np_greedy_58
563553,np_greedy_58
565793,p_greedy_140
566690,p_greedy_140
568459,np_greedy_58
570225,p_greedy_140
577469,p_greedy_140
578004,np_greedy_58
578485,p_greedy_140
587807,p_greedy_140
590673,np_greedy_58
592776,p_greedy_140
593993,np_greedy_58
595762,np_greedy_58
596161,np_greedy_58
599370,p_greedy_140
