at_ms,qid
199,np_default_58
5626,p_default_140
6048,np_default_58
7813,p_default_140
9356,np_default_58
10001,p_default_140
13049,np_default_58
13712,p_default_140
19213,p_default_140
19482,p_default_140
24359,np_default_58
33093,np_default_58
37167,np_default_58
42948,np_default_58
44226,p_default_140
47382,p_default_140
49728,np_default_58
55152,p_default_140
57883,p_default_140
58742,p_default_140
58788,p_default_140
63065,p_default_140
65788,p_default_140
67526,np_default_58
74487,np_default_58
79280,np_default_58
88351,p_default_140
89042,p_default_140
92034,np_default_58
96790,p_default_140
99944,p_default_140
100004,np_default_58
106602,p_default_140
106650,p_default_140
