at_ms,qid
199,np_all_58
5626,p_all_140
6048,np_all_58
7813,p_all_140
9356,np_all_58
10001,p_all_140
13049,np_all_58
13712,p_all_140
19213,p_all_140
19482,p_all_140
24359,np_all_58
33093,np_all_58
37167,np_all_58
42948,np_all_58
44226,p_all_140
47382,p_all_140
49728,np_all_58
55152,p_all_140
57883,p_all_140
58742,p_all_140
58788,p_all_140
63065,p_all_140
65788,p_all_140
67526,np_all_58
74487,np_all_58
79280,np_all_58
88351,p_all_140
89042,p_all_140
92034,np_all_58
96790,p_all_140
99944,p_all_140
100004,np_all_58
106602,p_all_140
106650,p_all_140
128919,p_all_140
131732,np_all_58
135503,p_all_140
147821,np_all_58
150731,np_all_58
151349,p_all_140
153111,p_all_140
153279,np_all_58
155536,np_all_58
156633,p_all_140
160911,p_all_140
164636,np_all_58
165062,np_all_58
167707,np_all_58
168027,np_all_58
173910,p_all_140
174193,p_all_140
174302,p_all_140
175430,p_all_140
175554,p_all_140
177534,np_all_58
181309,np_all_58
189284,p_all_140
189530,np_all_58
191253,np_all_58
196302,np_all_58
201557,p_all_140
204414,np_all_58
213488,p_all_140
219032,p_all_140
220734,p_all_140
223430,np_all_58
229434,p_all_140
231530,np_all_58
233776,np_all_58
235369,p_all_140
236710,np_all_58
237350,p_all_140
244946,np_all_58
246505,np_all_58
249425,p_all_140
250369,p_all_140
250730,np_all_58
251571,p_all_140
252709,np_all_58
263024,np_all_58
274603,np_all_58
279860,np_all_58
280659,np_all_58
280989,p_all_140
281313,np_all_58
291129,np_all_58
296840,p_all_140
299351,p_all_140
304908,p_all_140
309541,p_all_140
311083,np_all_58
317878,np_all_58
321363,np_all_58
329828,p_all_140
331386,np_all_58
335739,p_all_140
343064,p_all_140
354778,p_all_140
356182,np_all_58
361629,p_all_140
367809,np_all_58
374170,np_all_58
375955,np_all_58
382780,p_all_140
385350,np_all_58
392536,p_all_140
394239,p_all_140
394722,p_all_140
397311,p_all_140
397520,p_all_140
397716,p_all_140
399029,p_all_140
402185,p_all_140
403215,p_all_140
404360,p_all_140
407424,p_all_140
408482,p_all_140
411056,p_all_140
412579,np_all_58
413324,np_all_58
415394,p_all_140
420295,p_all_140
423132,p_all_140
446407,np_all_58
447867,p_all_140
456094,np_all_58
459466,np_all_58
461772,p_all_140
466303,np_all_58
467734,p_all_140
468691,np_all_58
476293,p_all_140
476974,p_all_140
478613,np_all_58
482073,p_all_140
486222,np_all_58
486398,np_all_58
491744,np_all_58
493080,p_all_140
494020,np_all_58
494423,p_all_140
500523,np_all_58
504261,p_all_140
506193,p_all_140
506628,p_all_140
511940,p_all_140
514638,np_all_58
517155,np_all_58
526983,np_all_58
540279,np_all_58
549199,np_all_58
551113,np_all_58
551154,p_all_140
554086,np_all_58
563664,np_all_58
568523,p_all_140
572968,np_all_58
574311,p_all_140
578428,p_all_140
579311,np_all_58
584425,np_all_58
586748,p_all_140
587678,p_all_140
589513,np_all_58
591344,p_all_140
598856,p_all_140
599412,np_all_58
599910,p_all_140
