at_ms,qid
192,np_all_58
5425,p_all_140
5832,np_all_58
7534,p_all_140
9022,np_all_58
9644,p_all_140
12583,np_all_58
13222,p_all_140
18527,p_all_140
18786,p_all_140
23489,np_all_58
31911,np_all_58
35840,np_all_58
41415,np_all_58
42647,p_all_140
45689,p_all_140
47952,np_all_58
53182,p_all_140
55816,p_all_140
56644,p_all_140
56689,p_all_140
60813,p_all_140
63438,p_all_140
65114,np_all_58
71827,np_all_58
76448,np_all_58
85196,p_all_140
85862,p_all_140
88747,np_all_58
93334,p_all_140
96374,p_all_140
96433,np_all_58
102795,p_all_140
102841,p_all_140
124315,p_all_140
127027,np_all_58
130664,p_all_140
142542,np_all_58
145348,np_all_58
145944,p_all_140
147643,p_all_140
147804,np_all_58
149981,np_all_58
151039,p_all_140
155164,p_all_140
158756,np_all_58
159167,np_all_58
161717,np_all_58
162026,np_all_58
167699,p_all_140
167971,p_all_140
168077,p_all_140
169165,p_all_140
169285,p_all_140
171194,np_all_58
174834,np_all_58
182524,p_all_140
182761,np_all_58
184423,np_all_58
189291,np_all_58
194359,p_all_140
197113,np_all_58
205864,p_all_140
211209,p_all_140
212851,p_all_140
215451,np_all_58
221239,p_all_140
223261,np_all_58
225427,np_all_58
226963,p_all_140
228256,np_all_58
228873,p_all_140
236198,np_all_58
237701,np_all_58
240517,p_all_140
241427,p_all_140
241775,np_all_58
242587,p_all_140
243684,np_all_58
253630,np_all_58
264796,np_all_58
269865,np_all_58
270636,np_all_58
270953,p_all_140
271266,np_all_58
280731,np_all_58
286239,p_all_140
288660,p_all_140
294018,p_all_140
298486,p_all_140
299973,np_all_58
306525,np_all_58
309886,np_all_58
318048,p_all_140
319550,np_all_58
323748,p_all_140
330812,p_all_140
342107,p_all_140
343461,np_all_58
348714,p_all_140
354673,np_all_58
360807,np_all_58
362528,np_all_58
369109,p_all_140
371588,np_all_58
378517,p_all_140
380159,p_all_140
380625,p_all_140
383121,p_all_140
383323,p_all_140
383512,p_all_140
384778,p_all_140
387822,p_all_140
388814,p_all_140
389918,p_all_140
392873,p_all_140
393893,p_all_140
396376,p_all_140
397844,np_all_58
398563,np_all_58
400558,p_all_140
405285,p_all_140
408020,p_all_140
430463,np_all_58
431872,p_all_140
439805,np_all_58
443057,np_all_58
445280,p_all_140
449649,np_all_58
451030,p_all_140
451952,np_all_58
459282,p_all_140
459939,p_all_140
461520,np_all_58
464856,p_all_140
468856,np_all_58
469027,np_all_58
474182,np_all_58
475470,p_all_140
476376,np_all_58
476765,p_all_140
482647,np_all_58
486252,p_all_140
488114,p_all_140
488534,p_all_140
493656,p_all_140
496258,np_all_58
498685,np_all_58
508163,np_all_58
520984,np_all_58
529584,np_all_58
531430,np_all_58
531470,p_all_140
534297,np_all_58
543533,np_all_58
548219,p_all_140
552505,np_all_58
553800,p_all_140
557770,p_all_140
558621,np_all_58
563553,np_all_58
565793,p_all_140
566690,p_all_140
568459,np_all_58
570225,p_all_140
577469,p_all_140
578004,np_all_58
578485,p_all_140
587807,p_all_140
590673,np_all_58
592776,p_all_140
593993,np_all_58
595762,np_all_58
596161,np_all_58
599370,p_all_140
