at_ms,qid
1392,np_greedy_113
3752,np_greedy_113
17228,p_greedy_94
17284,np_greedy_113
20232,np_greedy_113
45794,p_greedy_94
57936,p_greedy_94
58773,p_greedy_94
80124,np_greedy_113
81130,np_greedy_113
95079,p_greedy_94
100260,p_greedy_94
101010,np_greedy_113
111458,np_greedy_113
144658,p_greedy_94
160908,np_greedy_113
165409,np_greedy_113
176052,np_greedy_113
186561,np_greedy_113
193839,np_greedy_113
193882,np_greedy_113
208034,p_greedy_94
208713,np_greedy_113
211086,np_greedy_113
234640,np_greedy_113
235802,p_greedy_94
236514,np_greedy_113
240627,p_greedy_94
246321,np_greedy_113
251258,p_greedy_94
261711,np_greedy_113
264099,p_greedy_94
266068,p_greedy_94
281857,p_greedy_94
303886,p_greedy_94
314486,p_greedy_94
319908,p_greedy_94
322296,p_greedy_94
322727,np_greedy_113
325246,np_greedy_113
329214,np_greedy_113
347905,p_greedy_94
348239,p_greedy_94
359462,p_greedy_94
366196,p_greedy_94
369604,np_greedy_113
370160,np_greedy_113
385842,p_greedy_94
419121,p_greedy_94
432798,np_greedy_113
454842,np_greedy_113
462820,np_greedy_113
481184,p_greedy_94
507533,p_greedy_94
509890,np_greedy_113
547783,np_greedy_113
558671,np_greedy_113
600509,np_greedy_113
606506,np_greedy_113
630797,np_greedy_113
631805,p_greedy_94
650173,np_greedy_113
693054,np_greedy_113
702854,np_greedy_113
715996,np_greedy_113
717862,p_greedy_94
743588,p_greedy_94
750464,p_greedy_94
753943,np_greedy_113
767575,p_greedy_94
772546,np_greedy_113
772634,p_greedy_94
802423,np_greedy_113
828740,np_greedy_113
857166,np_greedy_113
897430,p_greedy_94
