at_ms,qid
503,p_greedy_1200
1261,np_greedy_300
3399,np_greedy_300
15656,np_greedy_300
18326,np_greedy_300
57241,p_greedy_1200
72576,np_greedy_300
73488,np_greedy_300
77208,p_greedy_1200
84434,p_greedy_1200
91495,np_greedy_300
100958,np_greedy_300
127071,p_greedy_1200
145750,np_greedy_300
149827,np_greedy_300
159467,np_greedy_300
161394,p_greedy_1200
168987,np_greedy_300
171256,p_greedy_1200
175578,np_greedy_300
175618,np_greedy_300
189052,np_greedy_300
191201,np_greedy_300
209153,p_greedy_1200
212536,np_greedy_300
214234,np_greedy_300
214585,p_greedy_1200
223117,np_greedy_300
236588,p_greedy_1200
237057,np_greedy_300
254138,p_greedy_1200
292325,np_greedy_300
292980,p_greedy_1200
294607,np_greedy_300
298201,np_greedy_300
