at_ms,qid
1006,p_default_2400
1261,np_default_300
3399,np_default_300
15656,np_default_300
18326,np_default_300
72576,np_default_300
73488,np_default_300
91495,np_default_300
100958,np_default_300
114482,p_default_2400
145750,np_default_300
149827,np_default_300
154416,p_default_2400
159467,np_default_300
168868,p_default_2400
168987,np_default_300
175578,np_default_300
175618,np_default_300
189052,np_default_300
191201,np_default_300
212536,np_default_300
214234,np_default_300
223117,np_default_300
237057,np_default_300
254141,p_default_2400
292325,np_default_300
294607,np_default_300
298201,np_default_300
