at_ms,qid
756,np_greedy_300
2039,np_greedy_300
9393,np_greedy_300
10996,np_greedy_300
43546,np_greedy_300
44093,np_greedy_300
54897,np_greedy_300
60575,np_greedy_300
87450,np_greedy_300
89896,np_greedy_300
90953,p_greedy_2400
95680,np_greedy_300
101392,np_greedy_300
103990,p_greedy_2400
105347,np_greedy_300
105371,np_greedy_300
113431,np_greedy_300
114720,np_greedy_300
127522,np_greedy_300
128540,np_greedy_300
133870,np_greedy_300
142234,np_greedy_300
156797,p_greedy_2400
175395,np_greedy_300
176764,np_greedy_300
178921,np_greedy_300
198918,p_greedy_2400
200872,np_greedy_300
201174,np_greedy_300
235216,np_greedy_300
247197,np_greedy_300
251532,np_greedy_300
277114,np_greedy_300
292139,p_greedy_2400
297708,np_greedy_300
