at_ms,qid
53,np_greedy_58
144,np_greedy_58
661,np_greedy_58
774,np_greedy_58
1750,p_greedy_140
2742,p_greedy_140
3066,np_greedy_58
3104,np_greedy_58
3200,p_greedy_140
3865,np_greedy_58
4194,p_greedy_140
4264,np_greedy_58
6156,np_greedy_58
6329,np_greedy_58
6736,np_greedy_58
7138,np_greedy_58
7362,p_greedy_140
7416,np_greedy_58
7418,np_greedy_58
7986,np_greedy_58
8076,np_greedy_58
8167,p_greedy_140
8978,np_greedy_58
8992,p_greedy_140
9049,np_greedy_58
9424,np_greedy_58
9825,p_greedy_140
10013,np_greedy_58
10062,p_greedy_140
10901,p_greedy_140
11283,p_greedy_140
12348,np_greedy_58
12444,np_greedy_58
12596,np_greedy_58
12716,p_greedy_140
14141,np_greedy_58
14163,np_greedy_58
14688,p_greedy_140
15001,p_greedy_140
16308,p_greedy_140
16559,np_greedy_58
17403,np_greedy_58
17708,np_greedy_58
18483,p_greedy_140
19192,p_greedy_140
19392,p_greedy_140
19509,np_greedy_58
19839,p_greedy_140
20611,p_greedy_140
20959,np_greedy_58
21375,np_greedy_58
22249,p_greedy_140
22976,np_greedy_58
23205,np_greedy_58
24135,np_greedy_58
24876,np_greedy_58
24952,p_greedy_140
25574,p_greedy_140
26517,np_greedy_58
26892,np_greedy_58
26893,p_greedy_140
27395,np_greedy_58
27477,p_greedy_140
28846,np_greedy_58
29072,p_greedy_140
29256,p_greedy_140
29558,np_greedy_58
29765,p_greedy_140
30701,np_greedy_58
31273,p_greedy_140
31449,p_greedy_140
31708,np_greedy_58
32641,p_greedy_140
32796,np_greedy_58
33227,p_greedy_140
34346,p_greedy_140
34982,np_greedy_58
35160,p_greedy_140
35577,p_greedy_140
35641,np_greedy_58
36734,np_greedy_58
37064,p_greedy_140
37199,np_greedy_58
37231,np_greedy_58
38620,np_greedy_58
38806,p_greedy_140
38818,np_greedy_58
39323,p_greedy_140
40404,p_greedy_140
40517,np_greedy_58
41043,p_greedy_140
42319,p_greedy_140
42942,np_greedy_58
43968,p_greedy_140
44004,np_greedy_58
44135,p_greedy_140
44189,np_greedy_58
44595,np_greedy_58
44696,p_greedy_140
45087,np_greedy_58
45162,np_greedy_58
45766,np_greedy_58
46609,np_greedy_58
47015,np_greedy_58
47222,np_greedy_58
47313,np_greedy_58
48293,np_greedy_58
48306,np_greedy_58
48735,np_greedy_58
48993,np_greedy_58
49745,np_greedy_58
49944,p_greedy_140
51018,np_greedy_58
51276,p_greedy_140
52502,p_greedy_140
53393,np_greedy_58
54401,np_greedy_58
55313,p_greedy_140
55670,p_greedy_140
57219,p_greedy_140
57841,p_greedy_140
59008,p_greedy_140
59155,np_greedy_58
59352,p_greedy_140
59591,p_greedy_140
59770,p_greedy_140
60285,p_greedy_140
61382,p_greedy_140
61930,p_greedy_140
62448,np_greedy_58
63290,p_greedy_140
63432,np_greedy_58
63695,np_greedy_58
64350,np_greedy_58
64544,np_greedy_58
65565,p_greedy_140
66568,p_greedy_140
66627,p_greedy_140
66868,p_greedy_140
68630,p_greedy_140
69318,np_greedy_58
69900,np_greedy_58
70944,p_greedy_140
71221,p_greedy_140
71279,np_greedy_58
71324,np_greedy_58
71467,np_greedy_58
71680,np_greedy_58
71973,np_greedy_58
72403,np_greedy_58
72717,np_greedy_58
73281,np_greedy_58
73736,p_greedy_140
73810,p_greedy_140
73821,np_greedy_58
73935,np_greedy_58
73999,np_greedy_58
74236,p_greedy_140
74433,np_greedy_58
74525,np_greedy_58
75087,np_greedy_58
75095,np_greedy_58
75855,np_greedy_58
75931,np_greedy_58
75934,p_greedy_140
77104,np_greedy_58
77573,p_greedy_140
77616,np_greedy_58
79454,p_greedy_140
79662,p_greedy_140
81797,np_greedy_58
82099,np_greedy_58
82732,np_greedy_58
82927,p_greedy_140
83933,p_greedy_140
84108,np_greedy_58
84262,p_greedy_140
84511,np_greedy_58
84935,np_greedy_58
85141,p_greedy_140
85944,np_greedy_58
86846,p_greedy_140
88575,p_greedy_140
88725,p_greedy_140
89406,np_greedy_58
90692,p_greedy_140
90857,p_greedy_140
90953,p_greedy_140
91054,p_greedy_140
91537,np_greedy_58
92075,np_greedy_58
92236,p_greedy_140
92502,p_greedy_140
93327,np_greedy_58
94452,np_greedy_58
94511,p_greedy_140
94913,np_greedy_58
94981,p_greedy_140
95178,np_greedy_58
95259,np_greedy_58
95332,p_greedy_140
96425,p_greedy_140
96557,p_greedy_140
97349,np_greedy_58
97407,np_greedy_58
98131,np_greedy_58
98895,np_greedy_58
99051,np_greedy_58
99245,p_greedy_140
99420,p_greedy_140
100107,np_greedy_58
100831,p_greedy_140
101292,p_greedy_140
102557,np_greedy_58
104039,np_greedy_58
104527,np_greedy_58
104661,np_greedy_58
105044,p_greedy_140
105336,p_greedy_140
105475,p_greedy_140
105854,p_greedy_140
106977,p_greedy_140
108310,np_greedy_58
108811,p_greedy_140
108930,p_greedy_140
109031,np_greedy_58
109316,p_greedy_140
109680,p_greedy_140
110014,np_greedy_58
110136,p_greedy_140
110931,p_greedy_140
111619,np_greedy_58
112102,np_greedy_58
112166,np_greedy_58
112310,np_greedy_58
112376,p_greedy_140
112565,p_greedy_140
112780,p_greedy_140
113403,np_greedy_58
113829,np_greedy_58
115633,p_greedy_140
115857,np_greedy_58
116262,p_greedy_140
117191,np_greedy_58
118323,p_greedy_140
119873,p_greedy_140
121086,np_greedy_58
121920,p_greedy_140
122180,np_greedy_58
122539,np_greedy_58
123426,p_greedy_140
124089,np_greedy_58
124118,np_greedy_58
124848,np_greedy_58
126491,p_greedy_140
126878,np_greedy_58
127594,np_greedy_58
127660,p_greedy_140
127740,np_greedy_58
128427,np_greedy_58
129207,np_greedy_58
129295,p_greedy_140
129450,p_greedy_140
129663,np_greedy_58
130826,p_greedy_140
131266,p_greedy_140
131880,np_greedy_58
132291,np_greedy_58
132605,np_greedy_58
132702,p_greedy_140
133304,np_greedy_58
133529,np_greedy_58
133914,np_greedy_58
134194,p_greedy_140
134416,np_greedy_58
135444,p_greedy_140
137011,p_greedy_140
137160,p_greedy_140
137173,np_greedy_58
137256,np_greedy_58
137474,np_greedy_58
137694,np_greedy_58
137884,p_greedy_140
138049,p_greedy_140
138374,p_greedy_140
139022,p_greedy_140
139704,p_greedy_140
140724,p_greedy_140
142218,p_greedy_140
142967,p_greedy_140
142993,np_greedy_58
145186,np_greedy_58
145399,np_greedy_58
145784,p_greedy_140
145791,p_greedy_140
146223,np_greedy_58
146311,np_greedy_58
146402,p_greedy_140
146508,p_greedy_140
146688,np_greedy_58
147101,np_greedy_58
147865,np_greedy_58
148309,p_greedy_140
149114,p_greedy_140
149126,p_greedy_140
149184,p_greedy_140
150489,np_greedy_58
150572,p_greedy_140
151115,p_greedy_140
152128,np_greedy_58
152884,np_greedy_58
153115,p_greedy_140
154043,p_greedy_140
154411,np_greedy_58
155066,np_greedy_58
155504,p_greedy_140
156364,np_greedy_58
157850,np_greedy_58
158143,np_greedy_58
159914,np_greedy_58
160116,p_greedy_140
160768,np_greedy_58
160780,p_greedy_140
160913,p_greedy_140
160943,p_greedy_140
161260,p_greedy_140
161427,np_greedy_58
161926,np_greedy_58
162160,p_greedy_140
162177,np_greedy_58
162866,np_greedy_58
162999,np_greedy_58
163309,p_greedy_140
163996,np_greedy_58
164843,p_greedy_140
165605,p_greedy_140
165952,p_greedy_140
166259,np_greedy_58
166363,p_greedy_140
166365,p_greedy_140
166774,p_greedy_140
167807,np_greedy_58
168737,np_greedy_58
169412,np_greedy_58
170300,p_greedy_140
170590,np_greedy_58
170719,np_greedy_58
170773,np_greedy_58
171262,p_greedy_140
172157,p_greedy_140
172731,np_greedy_58
173175,np_greedy_58
173478,p_greedy_140
174270,np_greedy_58
174622,p_greedy_140
174810,np_greedy_58
175250,np_greedy_58
176706,np_greedy_58
177122,np_greedy_58
177700,p_greedy_140
178510,np_greedy_58
178596,p_greedy_140
180210,np_greedy_58
180407,np_greedy_58
181495,p_greedy_140
182101,p_greedy_140
182462,p_greedy_140
182802,p_greedy_140
184152,np_greedy_58
184215,np_greedy_58
184746,np_greedy_58
185136,p_greedy_140
185396,p_greedy_140
185433,np_greedy_58
185670,p_greedy_140
187183,np_greedy_58
187374,np_greedy_58
187913,p_greedy_140
187983,p_greedy_140
188184,np_greedy_58
188605,p_greedy_140
188639,np_greedy_58
188955,p_greedy_140
189123,p_greedy_140
190588,p_greedy_140
191161,np_greedy_58
191290,np_greedy_58
191595,np_greedy_58
193292,np_greedy_58
193677,np_greedy_58
194137,p_greedy_140
195229,p_greedy_140
196496,p_greedy_140
196535,np_greedy_58
196587,np_greedy_58
197074,np_greedy_58
197097,p_greedy_140
197186,np_greedy_58
197230,p_greedy_140
198030,np_greedy_58
198334,p_greedy_140
198554,p_greedy_140
199148,p_greedy_140
200187,p_greedy_140
200438,p_greedy_140
200859,p_greedy_140
200959,p_greedy_140
201128,p_greedy_140
201297,np_greedy_58
201686,np_greedy_58
202338,p_greedy_140
202716,np_greedy_58
203022,np_greedy_58
203231,p_greedy_140
203595,np_greedy_58
204118,p_greedy_140
204434,np_greedy_58
204543,p_greedy_140
204717,np_greedy_58
204741,p_greedy_140
205878,np_greedy_58
206318,p_greedy_140
206566,np_greedy_58
207159,p_greedy_140
207598,p_greedy_140
207874,p_greedy_140
208901,np_greedy_58
