at_ms,qid
630,np_default_300
1699,np_default_300
4438,p_default_1200
7828,np_default_300
9163,np_default_300
10390,p_default_1200
27576,p_default_1200
36002,p_default_1200
36288,np_default_300
36744,np_default_300
45747,np_default_300
49533,p_default_1200
50479,np_default_300
61452,p_default_1200
72875,np_default_300
74326,p_default_1200
74914,np_default_300
79734,np_default_300
84493,np_default_300
87789,np_default_300
87809,np_default_300
94526,np_default_300
95600,np_default_300
100203,p_default_1200
106268,np_default_300
107117,np_default_300
108005,p_default_1200
111558,np_default_300
118529,np_default_300
120943,p_default_1200
126442,p_default_1200
126821,p_default_1200
143264,p_default_1200
145611,p_default_1200
146162,np_default_300
147303,np_default_300
149100,np_default_300
165718,p_default_1200
167393,np_default_300
167645,np_default_300
194421,p_default_1200
196014,np_default_300
205997,np_default_300
206997,p_default_1200
209183,p_default_1200
209610,np_default_300
213997,p_default_1200
219813,p_default_1200
220705,p_default_1200
227856,p_default_1200
230929,np_default_300
237833,p_default_1200
242633,p_default_1200
245089,p_default_1200
246170,p_default_1200
248090,np_default_300
253021,np_default_300
257769,p_default_1200
257920,p_default_1200
263003,p_default_1200
266052,p_default_1200
271970,np_default_300
274686,np_default_300
274950,p_default_1200
285687,np_default_300
290022,p_default_1200
294462,np_default_300
