at_ms,qid
207,np_greedy_58
5842,p_greedy_140
6280,np_greedy_58
8114,p_greedy_140
9716,np_greedy_58
10385,p_greedy_140
13551,np_greedy_58
14239,p_greedy_140
19952,p_greedy_140
20231,p_greedy_140
25296,np_greedy_58
34366,np_greedy_58
38596,np_greedy_58
44600,np_greedy_58
45927,p_greedy_140
49204,p_greedy_140
51641,np_greedy_58
57273,p_greedy_140
60110,p_greedy_140
61001,p_greedy_140
61049,p_greedy_140
65490,p_greedy_140
68318,p_greedy_140
70123,np_greedy_58
77352,np_greedy_58
82329,np_greedy_58
91749,p_greedy_140
92467,p_greedy_140
95574,np_greedy_58
100513,p_greedy_140
103787,p_greedy_140
103851,np_greedy_58
110702,p_greedy_140
110752,p_greedy_140
