at_ms,qid
207,np_all_58
5842,p_all_140
6280,np_all_58
8114,p_all_140
9716,np_all_58
10385,p_all_140
13551,np_all_58
14239,p_all_140
19952,p_all_140
20231,p_all_140
25296,np_all_58
34366,np_all_58
38596,np_all_58
44600,np_all_58
45927,p_all_140
49204,p_all_140
51641,np_all_58
57273,p_all_140
60110,p_all_140
61001,p_all_140
61049,p_all_140
65490,p_all_140
68318,p_all_140
70123,np_all_58
77352,np_all_58
82329,np_all_58
91749,p_all_140
92467,p_all_140
95574,np_all_58
100513,p_all_140
103787,p_all_140
103851,np_all_58
110702,p_all_140
110752,p_all_140
