at_ms,qid
1006,p_greedy_2400
1261,np_greedy_300
3399,np_greedy_300
15656,np_greedy_300
18326,np_greedy_300
72576,np_greedy_300
73488,np_greedy_300
91495,np_greedy_300
100958,np_greedy_300
114482,p_greedy_2400
145750,np_greedy_300
149827,np_greedy_300
154416,p_greedy_2400
159467,np_greedy_300
168868,p_greedy_2400
168987,np_greedy_300
175578,np_greedy_300
175618,np_greedy_300
189052,np_greedy_300
191201,np_greedy_300
212536,np_greedy_300
214234,np_greedy_300
223117,np_greedy_300
237057,np_greedy_300
254141,p_greedy_2400
292325,np_greedy_300
294607,np_greedy_300
298201,np_greedy_300
