event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,19859938,20688419,828481,Total time spent analyzing index of patch parts
ArenaAllocBytes,1562902528,1857028096,294125568,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,381568,453376,71808,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,161,161,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,2389,2551,162,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2333,2494,161,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,2389,2551,162,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,159959,175702,15743,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,1048,1188,140,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,237274,237274,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,2602440216,3092370599,489930383,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,171448989109561,203725927280945,32276938171384,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,185745,304121,118376,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,182062885947,733192777290,551129891343,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,4309956,15742587,11432631,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,185745,304121,118376,Total number of CPU slots acquired
ConcurrencyControlUpscales,185745,304121,118376,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,97563840337,426734863172,329171022835,Total time a query was waiting on resource requests for CPU slots.
ContextLock,10069866,11960115,1890249,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
