event,value,description
RecomputeWeight,3593,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,14790268,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,1262,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,1266,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,1266,"Same as Query, but only for SELECT queries."
InitialQuery,1266,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,3128,Count queries with all subqueries
SelectQueriesWithSubqueries,3128,Count SELECT queries with all subqueries
QueryTimeMicroseconds,39528462256,Total time of all queries.
SelectQueryTimeMicroseconds,39528462256,Total time of SELECT queries.
FileOpen,15607,Number of files opened.
Seek,145961,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,1624797,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,11102606232332,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,1,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,60,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,11018773944136,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,549872707,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,36225634320529,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,1055851,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,15410,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,4292316,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,2155145,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,229854127569,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,80768,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,330825728,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,184563068,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
MarkCacheHits,1070695,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,143,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,16372,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,16440,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,1071281,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,6813020786,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,9,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,38231,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,198735,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,1314385,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,1466028,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,2047,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolShrinks,410,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,15329098,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,2705005,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,102889,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,48564392,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,101035,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
