event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,2886769,3187165,300396,Total time spent analyzing index of patch parts
ArenaAllocBytes,552861696,774897664,222035968,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,134976,189184,54208,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,161,161,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,72397,82852,10455,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,494,674,180,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,237274,237274,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,919782961,1289792950,370009989,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,60595301015075,84971646502371,24376345487296,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,45310,110549,65239,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,23227791606,82484052966,59256261360,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,543559,1883822,1340263,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,45310,110549,65239,Total number of CPU slots acquired
ConcurrencyControlUpscales,45310,110549,65239,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,14141221879,45259451405,31118229526,Total time a query was waiting on resource requests for CPU slots.
ContextLock,3550970,4995183,1444213,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,1295155,1330126,34971,Context lock wait time in microseconds
CreatedReadBufferOrdinary,1766504,2540657,774153,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,19836652413,23866836249,4030183836,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,9,9,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,14790268,39447082,24656814,Number of dequeues invoked at all FairPolicyNodes
FileOpen,21027,27607,6580,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,90432,120940,30508,Time spent filtering parts by PK.
FunctionExecute,309387191,434211314,124824123,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,10145,10145,0,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,168481650,182149370,13667720,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,171923,230391,58468,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,12301684,13336516,1034832,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,8508,8508,0,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,199379510,199379510,0,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,559,749,190,Number of created server HTTP connections
HTTPServerConnectionsExpired,514,685,171,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,2109,2956,847,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,6,7,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,1601,2278,677,Number of reused server HTTP connections
IOBufferAllocBytes,379806338592,543548184500,163741845908,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,3554178,5111044,1556866,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,2116,2964,848,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,2178748,3089611,910863,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,2475779,3451020,975241,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,4060,5720,1660,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,12443386,13195452,752066,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,600473339235,845987069070,245513729835,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,12606,17871,5265,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,2401893356940,3383948276280,982054919340,Total number of rows in the result of a JOIN operation.
LoadedDataParts,34,34,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,14052,14052,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,807422,807422,0,Number of marks loaded (total across columns).
LoadedMarksFiles,143,143,0,Number of mark files loaded.
LoadedMarksMemoryBytes,3661568,3661568,0,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,6198329379280,6928510735693,730181356413,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,169219,226839,57620,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,203560920,227224458,23663538,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,182185,264368,82183,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,10678727,13221784,2543057,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,169171,226791,57620,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,219997199,222512556,2515357,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,48,48,0,Number of log messages with level Info
LogWarning,2,2,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,1902542,1902542,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,1765918,2540071,774153,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,143,143,0,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryWorkerRun,217585,289969,72384,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,59721725,80624862,20903137,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,1989,2193,204,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,3399,3835,436,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,466,514,48,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,6383,7253,870,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,31635,35319,3684,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,819486,1154307,334821,Total time spent while merging sorted columns
NetworkReceiveBytes,2178748,3089611,910863,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,204462,223194,18732,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,2475779,3451020,975241,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,549250,684169,134919,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,676975425292,924028866246,247053440954,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,737038110136,749784334606,12746224470,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadChars,18575695139685,26073047896745,7497352757060,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,16920,23704,6784,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,1745714,2513352,767638,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,17902673,19251654,1348981,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,20770,27285,6515,"Number of times a file has been found in the opened file cache, so we had to open it again."
PartsLockHoldMicroseconds,12858,13092,234,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,21,26,5,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,432,487,55,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,5240,7350,2110,Count queries with all subqueries
Query,2116,2964,848,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,27383,38394,11011,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,27451,38462,11011,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,15288012,16737041,1449029,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,107051326049,140045733559,32994407510,Total time of all queries.
RWLockAcquiredReadLocks,4628,6354,1726,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,18,21,3,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,2524750,3384217,859467,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,18569802556986,26063651363676,7493848806690,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,18438524571254,25862326036529,7423801465275,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,6412068725835,7208179380620,796110654785,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RecomputeWeight,3593,7247,3654,Number of weight recomputes triggered at all FairPolicyNodes
RowsReadByMainReader,1265479935318,1773712038312,508232102994,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,1265479935318,1773712038312,508232102994,Number of rows read from MergeTree tables (in total) by prewhere readers.
SchedulerNodeUpdate,1262,2956,1694,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Seek,217585,289969,72384,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,5240,7350,2110,Count SELECT queries with all subqueries
SelectQuery,2116,2964,848,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,107051326049,140045733559,32994407510,Total time of SELECT queries.
SelectedBytes,60553425044717,84907763441664,24354338396947,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,154777401,216937884,62160483,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,154777401,216937884,62160483,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,27417,38428,11011,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,27417,38428,11011,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,27417,38428,11011,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedRows,1265479940091,1773712044877,508232104786,Number of rows SELECTed from all tables.
ServerStartupMilliseconds,101,101,0,Time elapsed from starting server to listening to sockets in milliseconds
SharedPartsLockHoldMicroseconds,619307,741210,121903,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,40450,41513,1063,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,186357,247806,61449,Number of times shared data parts lock has been acquired for MergeTree tables
SoftPageFaults,1635265945,2210540973,575275028,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
SynchronousReadWaitMicroseconds,19922206203,23967382273,4045176070,Time spent in waiting for synchronous reads in asynchronous local read.
SystemTimeMicroseconds,17400798546,23887325354,6486526808,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
ThreadPoolReaderPageCacheHit,148479063,208447649,59968586,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,18562481400766,26053810919590,7491329518824,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,19437244897,23389799605,3952554708,Time spent reading data from page cache in ThreadPoolReader.
UserTimeMicroseconds,659588801066,900161837868,240573036802,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
WaitMarksLoadMicroseconds,175121732,180197393,5075661,Time spent loading marks
WriteBufferFromFileDescriptorWrite,1,1,0,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,60,60,0,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
