event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,514858,629844,114986,Total time spent analyzing index of patch parts
ArenaAllocBytes,165412864,330825728,165412864,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,40384,80768,40384,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,161,161,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,41832,49321,7489,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,281,294,13,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,237274,237274,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,274908655,549872707,274964052,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,18110957851589,36225634320529,18114676468940,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,0,45310,45310,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,0,23227791606,23227791606,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,0,543559,543559,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,0,45310,45310,Total number of CPU slots acquired
ConcurrencyControlUpscales,0,45310,45310,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,0,14141221879,14141221879,Total time a query was waiting on resource requests for CPU slots.
ContextLock,1055085,2112231,1057146,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,190332,200124,9792,Context lock wait time in microseconds
CreatedReadBufferOrdinary,518510,1071281,552771,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,4464956453,6813020786,2348064333,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,9,9,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,0,14790268,14790268,Number of dequeues invoked at all FairPolicyNodes
FileOpen,7818,15607,7789,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,30763,48328,17565,Time spent filtering parts by PK.
FunctionExecute,92281534,184563068,92281534,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,2047,2047,0,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,39592489,48564392,8971903,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,53686,102889,49203,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,2187860,2705005,517145,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,410,410,0,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,15329098,15329098,0,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,150,299,149,Number of created server HTTP connections
HTTPServerConnectionsExpired,146,293,147,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,631,1262,631,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,2,3,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,487,972,485,Number of reused server HTTP connections
IOBufferAllocBytes,111916276678,229854127569,117937850891,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,1043225,2155145,1111920,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,634,1266,632,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,639940,1314385,674445,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,737950,1466028,728078,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,1200,2400,1200,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,1628827,1940909,312082,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,177479804700,354959609400,177479804700,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,3475,6245,2770,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,709919218800,1419838437600,709919218800,Total number of rows in the result of a JOIN operation.
LoadedDataParts,34,34,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,14052,14052,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,807422,807422,0,Number of marks loaded (total across columns).
LoadedMarksFiles,143,143,0,Number of mark files loaded.
LoadedMarksMemoryBytes,3661568,3661568,0,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,1378539797262,1976501284766,597961487504,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,52464,101035,48571,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,44066993,57758823,13691830,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,53130,111064,57934,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,2539697,3613296,1073599,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,52416,100987,48571,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,18705552,19664724,959172,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,48,48,0,Number of log messages with level Info
LogWarning,2,2,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,1902542,1902542,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,517924,1070695,552771,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,143,143,0,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryWorkerRun,73694,145961,72267,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,16596539,29865724,13269185,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,1556,1760,204,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,2514,2801,287,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,363,411,48,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,4652,5185,533,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,22993,24788,1795,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,189453,329726,140273,Total time spent while merging sorted columns
NetworkReceiveBytes,639940,1314385,674445,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,24457,38231,13774,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,737950,1466028,728078,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,118456,198735,80279,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,190983143886,339073217857,148090073971,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,125686993300,130165310059,4478316759,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadChars,5544616386896,11104665483181,5560049096285,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,5064,10120,5056,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,510809,1055851,545042,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,3663490,4292316,628826,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,7681,15410,7729,"Number of times a file has been found in the opened file cache, so we had to open it again."
PartsLockHoldMicroseconds,12264,12439,175,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,13,14,1,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,317,371,54,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,1565,3128,1563,Count queries with all subqueries
Query,634,1266,632,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,8169,16372,8203,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,8237,16440,8203,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,2241844,2941507,699663,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,21595529523,39528462256,17932932733,Total time of all queries.
RWLockAcquiredReadLocks,1613,2893,1280,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,6,6,0,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,814611,1624797,810186,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,5543799158806,11102606232332,5558807073526,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,5508252788954,11018773944136,5510521155182,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,1421648054544,2055437423695,633789369151,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RecomputeWeight,0,3593,3593,Number of weight recomputes triggered at all FairPolicyNodes
RowsReadByMainReader,378623916162,757247832324,378623916162,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,378623916162,757247832324,378623916162,Number of rows read from MergeTree tables (in total) by prewhere readers.
SchedulerNodeUpdate,0,1262,1262,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Seek,73694,145961,72267,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,1565,3128,1563,Count SELECT queries with all subqueries
SelectQuery,634,1266,632,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,21595529523,39528462256,17932932733,Total time of SELECT queries.
SelectedBytes,18099543311277,36199086613188,18099543301911,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,46308459,92616918,46308459,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,46308459,92616918,46308459,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,8203,16406,8203,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,8203,16406,8203,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,8203,16406,8203,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedRows,378623917556,757247835041,378623917485,Number of rows SELECTed from all tables.
ServerStartupMilliseconds,101,101,0,Time elapsed from starting server to listening to sockets in milliseconds
SharedPartsLockHoldMicroseconds,158265,237908,79643,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,4045,4530,485,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,64390,124855,60465,Number of times shared data parts lock has been acquired for MergeTree tables
SoftPageFaults,448066332,828724967,380658635,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
SynchronousReadWaitMicroseconds,4474008210,6817403884,2343395674,Time spent in waiting for synchronous reads in asynchronous local read.
SystemTimeMicroseconds,4785344641,8543863729,3758519088,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
ThreadPoolReaderPageCacheHit,44303381,88730161,44426780,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,5541485717319,11097974333393,5556488616074,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,4369211145,6659285932,2290074787,Time spent reading data from page cache in ThreadPoolReader.
UserTimeMicroseconds,186201115612,330536274506,144335158894,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
WaitMarksLoadMicroseconds,37713963,40857214,3143251,Time spent loading marks
WriteBufferFromFileDescriptorWrite,1,1,0,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,60,60,0,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
