event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,0,822175,822175,Total time spent analyzing index of patch parts
ArenaAllocBytes,0,44040192,44040192,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,0,10752,10752,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,162,162,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,1226,54333,53107,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,15,207,192,Time spent resetting task for Common executor.
CompileExpressionsBytes,0,16384,16384,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,0,289116,289116,Total time spent for compilation of expressions to LLVM code.
CompileFunction,0,2,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,95,73932494,73932399,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,2605781,4870667738761,4870665132980,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ContextLock,1083,309042,307959,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,30,706213,706183,Context lock wait time in microseconds
CreatedReadBufferOrdinary,300,142202,141902,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,111802,5176480303,5176368501,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,8,8,0,Total time spent waiting for write syscall. This include writes to page cache.
FileOpen,357,1190,833,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,0,14222,14222,Time spent filtering parts by PK.
FunctionExecute,0,25353942,25353942,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,673,3987,3314,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,2233646,44402966,42169320,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,705,14150,13445,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,100,2903012,2902912,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,0,2350,2350,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,32990,52946217,52913227,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,1,64,63,Number of created server HTTP connections
HTTPServerConnectionsExpired,0,34,34,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,0,168,168,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,0,1,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,0,135,135,Number of reused server HTTP connections
IOBufferAllocBytes,21191413,30328105363,30306913950,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,420,285949,285529,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,1,170,169,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,250,175141,174891,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,0,200812,200812,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,0,360,360,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,0,3446505,3446505,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,0,53243941410,53243941410,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,0,1828,1828,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,0,212975765640,212975765640,Total number of rows in the result of a JOIN operation.
LoadedDataParts,34,34,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,14814,14814,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,0,807422,807422,Number of marks loaded (total across columns).
LoadedMarksFiles,0,143,143,Number of mark files loaded.
LoadedMarksMemoryBytes,0,3661568,3661568,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,64816,1243922482321,1243922417505,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,118,13392,13274,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,11488,52701339,52689851,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,118,14234,14116,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,43,3365955,3365912,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,70,13344,13274,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,5733,57176811,57171078,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,48,48,0,Number of log messages with level Info
LogWarning,2,2,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,1907846,1907846,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,0,141616,141616,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,0,143,143,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryWorkerRun,265,13271,13006,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,15516,7079750,7064234,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,557,1331,774,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,853,2744,1891,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,127,310,183,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,1260,5174,3914,Time spent to select parts from ranges which can be merged.
