event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,822175,882244,60069,Total time spent analyzing index of patch parts
ArenaAllocBytes,44040192,88080384,44040192,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,10752,21504,10752,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,162,162,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,54333,58186,3853,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,207,227,20,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,289116,289116,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,73932494,147900521,73968027,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,4870667738761,9743720578321,4873052839560,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,0,14380,14380,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,0,18650007917,18650007917,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,0,449358,449358,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,0,14380,14380,Total number of CPU slots acquired
ConcurrencyControlUpscales,0,14380,14380,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,0,8893396014,8893396014,Total time a query was waiting on resource requests for CPU slots.
ContextLock,309085,617729,308644,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,706213,716908,10695,Context lock wait time in microseconds
CreatedReadBufferOrdinary,142202,309917,167715,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,5176480360,6152063743,975583383,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,8,8,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,0,5982283,5982283,Number of dequeues invoked at all FairPolicyNodes
FileOpen,1190,2177,987,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,14222,26157,11935,Time spent filtering parts by PK.
FunctionExecute,25353942,50707884,25353942,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,3987,3987,0,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,44403464,47953844,3550380,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,14155,24820,10665,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,2903012,3150624,247612,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,2350,2350,0,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,52946217,52946217,0,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,65,122,57,Number of created server HTTP connections
HTTPServerConnectionsExpired,35,80,45,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,168,336,168,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,2,3,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,135,259,124,Number of reused server HTTP connections
IOBufferAllocBytes,30334397197,65205702338,34871305141,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,285955,623093,337138,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,171,340,169,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,175391,359612,184221,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,216549,423723,207174,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,360,720,360,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,3446505,3715524,269019,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,53243941410,106487882820,53243941410,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,1828,3301,1473,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,212975765640,425951531280,212975765640,Total number of rows in the result of a JOIN operation.
LoadedDataParts,34,34,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,14814,14814,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,807422,807422,0,Number of marks loaded (total across columns).
LoadedMarksFiles,143,143,0,Number of mark files loaded.
LoadedMarksMemoryBytes,3661568,3661568,0,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,1243922482567,1406488294613,162565812046,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,13396,23892,10496,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,52701784,59674966,6973182,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,14238,31982,17744,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,3365955,4506493,1140538,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,13348,23844,10496,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,57176819,57991724,814905,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,48,48,0,Number of log messages with level Info
LogWarning,2,2,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,1907846,1907846,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,141616,309331,167715,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,143,143,0,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryWorkerRun,13272,26076,12804,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,7079816,12111674,5031858,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,1331,1399,68,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,2744,2900,156,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,310,326,16,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,5174,5631,457,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,26664,28253,1589,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,132531,238918,106387,Total time spent while merging sorted columns
NetworkReceiveBytes,175391,359612,184221,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,146918,151227,4309,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,216549,423723,207174,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,73570,105753,32183,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,77126064123,137168980246,60042916123,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,254558069947,260418743270,5860673323,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadChars,1498803487189,3007136675259,1508333188070,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,1360,2712,1352,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,141079,307817,166738,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,4296630,4697459,400829,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,1103,2080,977,"Number of times a file has been found in the opened file cache, so we had to open it again."
PartsLockHoldMicroseconds,13778,13885,107,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,19,21,2,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,282,300,18,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,429,856,427,Count queries with all subqueries
Query,171,340,169,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,2142,4326,2184,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,2226,4410,2184,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,4074979,4521079,446100,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,19551638072,28739689016,9188050944,Total time of all queries.
RWLockAcquiredReadLocks,677,1042,365,Number of times a read lock was acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,168775,322174,153399,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,1497568684277,3004824736585,1507256052308,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,1487936675257,2977336423750,1489399748493,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,1282943362902,1463868887083,180925524181,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RecomputeWeight,0,650,650,Number of weight recomputes triggered at all FairPolicyNodes
RowsReadByMainReader,100806367536,201612735072,100806367536,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,100806367536,201612735072,100806367536,Number of rows read from MergeTree tables (in total) by prewhere readers.
SchedulerNodeUpdate,0,336,336,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Seek,13272,26076,12804,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,429,856,427,Count SELECT queries with all subqueries
SelectQuery,171,340,169,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,19551638072,28739689016,9188050944,Total time of SELECT queries.
SelectedBytes,4867507489411,9735014969569,4867507480158,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,12329352,24658704,12329352,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,12329352,24658704,12329352,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,2184,4368,2184,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,2184,4368,2184,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,2184,4368,2184,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedRows,100806368088,201612736106,100806368018,Number of rows SELECTed from all tables.
ServerStartupMilliseconds,100,100,0,Time elapsed from starting server to listening to sockets in milliseconds
