timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5020.73,13,262144,64,51546,3396748560,64,71,121,0,585,618836,6,10838,67,4108,125280612,1172,1,66,8020,361235,2,224049,585,10170231,8768454,1046507441,585,1042,2,1,2,2,561,1,1042325916,996329882,39572814,76845478,76861862,2,1,3381201032,73389,73389,2,2,2,76845478,8,3,318840,6884348,1621924,28426,7954,1042325916,590410,8547945,6528
10030.59,13,262144,64,101343,6678017970,64,71,129,0,585,1039951,6,24893,67,4108,126571674,1172,1,66,15335,373755,2,224049,585,20183368,9146225,2009039492,585,1042,2,1,2,2,561,1,2001248668,1955435352,71930966,151420057,151436441,2,1,6662482508,73389,73389,2,2,2,151420057,8,3,351179,7896582,1843594,38830,15270,2001248668,1001121,18339785,6528
15049.52,13,262144,64,115278,7596305718,64,71,132,0,585,1219532,6,28863,67,4108,127102578,1172,1,66,17383,416229,2,224049,585,24105895,13506672,2278466574,585,1042,2,1,2,2,561,1,2269553052,2223843264,121174531,172293212,172309596,2,1,7580901328,73389,73389,2,2,2,172293212,8,3,361441,10010470,2048486,48556,17317,2269553052,1170976,22057367,6528
20061.14,13,262144,64,143015,9423899474,64,71,136,0,585,1485582,6,36645,67,4108,127621416,1172,1,66,21460,457780,2,224049,585,30670583,17088947,2814935938,585,1042,2,1,2,2,561,1,2803933596,2758152044,194703199,213820497,213836881,2,1,9408101868,73389,73389,2,2,2,213820497,8,3,391807,11747476,2290342,58345,21394,2803933596,1427237,28380672,6528
25075.21,13,262144,64,155347,10236602110,64,71,138,0,585,1643696,6,40119,67,4108,127886868,1172,1,66,23270,496552,2,224049,585,33846600,21358500,3053181203,585,1042,2,1,2,2,561,1,3041173916,2995701580,233789217,232305906,232305906,2,1,10220738968,73389,73389,2,2,2,232289522,8,3,404124,13916364,2478427,67345,23204,3041173916,1576351,31369268,6528
30085.61,13,262144,64,167900,11063522750,64,71,140,0,585,1804749,6,43651,67,4108,128152320,1172,1,66,25114,530376,2,224049,585,38357003,26224215,3295901875,585,1042,2,1,2,2,561,1,3282870684,3237460270,300717246,251088386,251104770,2,1,11047888984,73389,73389,2,2,2,251088386,8,3,422739,15859226,2712643,77876,25048,3282870684,1726873,35644969,6528
35108.36,13,262144,64,206199,13587289518,64,71,147,0,585,2139172,6,54483,67,4108,129214128,1172,1,66,30737,542661,2,224049,585,46800281,28319319,4035752720,585,1042,2,1,2,2,561,1,4019888540,3975084163,364527446,308451190,308467574,2,1,13571852360,73389,73389,2,2,2,308451190,8,3,453279,17213552,2946717,87145,30672,4019888540,2052027,43853361,6528
40122.19,13,262144,64,212278,13987806478,64,71,148,0,585,2221228,6,56193,67,4108,129479580,1172,1,66,31632,707783,2,224049,585,49856032,33621480,4153603084,585,1042,2,1,2,2,561,1,4137197980,4092265406,440374282,317559806,317559806,2,1,13972631464,73389,73389,2,2,2,317559806,8,3,465286,19812242,3078486,91335,31566,4137197980,2129893,46777707,6528
45174.59,13,262144,64,217813,14352406402,64,71,149,0,585,2298157,6,57759,67,4108,129479580,1172,1,66,32444,897247,2,224049,585,51481817,37850250,4260400682,585,1042,2,1,2,2,561,1,4243497372,4198832538,461885120,325834997,325851381,2,1,14336739868,73389,73389,2,2,2,325834997,8,3,471792,22650816,3179025,95369,32378,4243628444,2202925,48303081,6528
50195.56,13,262144,64,223776,14745586638,64,71,150,0,585,2378410,6,59439,67,4108,129745032,1172,1,66,33320,1046468,2,224049,585,53164174,42588210,4375884489,585,1042,2,1,2,2,561,1,4358447516,4313767847,500008324,334769422,334785806,2,1,14729854568,73389,73389,2,2,2,334769422,8,3,475473,25198071,3279342,99304,33254,4358447516,2279106,49885093,6528
55212.45,13,262144,64,234683,15464176514,64,71,152,0,585,2513679,6,62523,67,4108,130010484,1172,1,66,34923,1173609,2,224049,585,57963715,47795868,4586890454,585,1042,2,1,2,2,561,1,4568555932,4523901901,581740197,351106812,351106812,2,1,15447978832,73389,73389,2,2,2,351090428,8,3,499162,27505487,3536656,105301,34857,4568555932,2408378,54427916,6528
60226.62,13,262144,64,243835,16067412862,64,71,153,0,585,2635453,6,65073,67,4108,130275936,1172,1,66,36269,1280456,2,224049,585,60925782,52315958,4764083002,585,1042,2,1,2,2,561,1,4744978844,4700240295,604808158,364800345,364816729,2,1,16051215180,73389,73389,2,2,2,364800345,8,3,503371,29897907,3681381,110889,36203,4744978844,2524564,57244972,6528
65244.84,13,262144,64,254743,16785995878,64,71,155,0,585,2775221,6,68160,67,4108,130541388,1172,1,66,37871,1414451,2,224049,585,64223468,57035965,4974830607,585,1042,2,1,2,2,561,1,4954825116,4910215448,666714120,381145927,381162311,2,1,16770420788,73389,73389,2,2,2,381145927,8,3,516080,32147747,3864456,117528,37805,4954825116,2657693,60359107,6528
70255.59,13,262144,64,269084,17730891242,64,71,157,0,585,2945201,6,72180,67,4108,130806840,1172,1,66,39977,1480603,2,224049,585,67263309,61003253,5252280144,585,1042,2,1,2,2,561,1,5231124892,5186456810,805247093,402617098,402633482,2,1,17715152312,73389,73389,2,2,2,402617098,8,3,534064,34329931,4066361,126147,39912,5231124892,2819054,63197839,6528
75267.76,13,262144,64,277623,18293688570,64,71,159,0,585,3064662,6,74619,67,4108,131072292,1172,1,66,41231,1582694,2,224049,585,70359853,65957440,5417238119,585,1042,2,1,2,2,561,1,5395358108,5350995133,873302700,415428054,415428054,2,1,18278834376,73389,73389,2,2,2,415428054,8,3,544798,36615606,4217553,132624,41165,5395358108,2932038,66143371,6528
80287.72,13,262144,64,284791,18766105138,64,71,160,0,585,3158622,6,76631,67,4108,131337744,1172,1,66,42287,1706155,2,224049,585,73708802,71476442,5556407620,585,1042,2,1,2,2,561,1,5533901212,5489122432,1046725750,426162560,426162560,2,1,18751152640,73389,73389,2,2,2,426162560,8,3,552089,39082349,4346029,137253,42222,5533901212,3021369,69363858,6528
85303.57,13,262144,64,293098,19313167210,64,71,161,0,585,3265191,6,78951,67,4108,131337744,1172,1,66,43507,1823698,2,224049,585,76265914,76414783,5716890444,585,1042,2,1,2,2,561,1,5693677980,5649016291,1095166004,438601002,438601002,2,1,19298444088,73389,73389,2,2,2,438601002,8,3,558863,41542982,4473686,143734,43441,5693677980,3121457,71792307,6528
90322.79,13,262144,64,317016,20889151722,64,71,165,0,585,3491744,6,85694,67,4108,131868648,1172,1,66,47020,1857024,2,224049,585,82782742,79757472,6179158412,585,1042,2,1,2,2,561,1,6154133916,6109795310,1241761737,474412874,474412874,2,1,20874166456,73389,73389,2,2,2,474412874,8,3,571605,43253621,4658414,153163,46954,6154133916,3338581,78124520,6528
95354.53,13,262144,64,324973,21413807098,64,71,167,0,585,3595964,6,87973,67,4108,132399552,1172,1,66,48189,1931005,2,224049,585,85954716,84751255,6333068766,585,1042,2,1,2,2,561,1,6307357084,6263085240,1338749975,486339094,486339094,2,1,21398920136,73389,73389,2,2,2,486339094,8,3,585019,45598061,4819051,157914,48123,6307357084,3438050,81135673,6528
100367.36,13,262144,64,336815,22193866190,64,71,169,1,585,3741105,6,91311,67,4108,132665004,1172,1,66,49927,2036978,2,224049,585,89555058,89820928,6561841310,585,1042,2,1,2,2,561,1,6535160220,6491119691,1403984463,504066965,504066965,2,1,22178225564,73389,73389,2,2,2,504050581,8,3,589586,47808080,4977981,164642,49861,6535160220,3576463,84576236,6528
105378.72,13,262144,64,370875,24438233142,64,71,174,1,585,4050578,6,100873,67,4108,133461360,1172,1,66,54931,2075654,2,224049,585,97483315,92290783,7220247712,585,1042,2,1,2,2,561,1,7191044508,7147225343,1454425837,555061155,555077539,2,1,24422690820,73389,73389,2,2,2,555061155,8,3,618183,49236154,5206671,175467,54865,7191044508,3875111,92276592,6528
110383.01,13,262144,64,387157,25510876852,64,71,177,1,585,4236921,6,105456,67,4108,133726812,1172,1,66,57319,2124904,2,224049,585,102888151,96893423,7534533772,585,1042,2,1,2,2,561,1,7504044444,7460843551,1520543926,579436168,579452552,2,1,25495191392,73389,73389,2,2,2,579436168,8,3,638152,51115274,5440026,183568,57253,7504044444,4053353,97448011,6528
