timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5021.37,8,262144,64,27988,1844357008,64,63,117,0,585,431339,6,4229,67,4038,124484256,1172,1,66,4559,397240,2,92011,585,5816009,10414561,591226803,585,916,2,1,2,2,697,1,588685724,542435133,27471194,41557894,41574278,2,1,1828547336,73389,73389,2,2,2,41557894,27,3,256494,7376762,1443677,14901,4493,588685724,416438,4370306,6856
10025.98,8,262144,64,50568,3332388900,64,63,121,0,585,668454,6,10557,67,4038,125280612,1172,1,66,7876,435174,2,92011,585,12068872,14206925,1027713373,585,916,2,1,2,2,697,1,1023451548,977443336,86156806,75381269,75397653,2,1,3316775836,73389,73389,2,2,2,75381269,27,3,290560,9069625,1738842,23550,7810,1023451548,644904,10328690,6856
15030.95,8,262144,64,112148,7390116230,64,63,131,0,585,1147105,6,27900,67,4038,126837126,1172,1,66,16922,435781,2,92011,585,22642892,14266209,2217909723,585,916,2,1,2,2,697,1,2209128860,2163569201,113578264,167616024,167616024,2,1,7375105056,73389,73389,2,2,2,167616024,27,3,331768,9991106,1964279,34516,16856,2209128860,1112589,20677922,6856
20035.38,8,262144,64,167571,11041961406,64,63,140,0,585,1590519,6,43563,67,4038,128152320,1172,1,66,25067,437039,2,92011,585,32053311,14548923,3289536110,585,916,2,1,2,2,697,1,3276710300,3231164489,154361438,250596866,250613250,2,1,11026262104,73389,73389,2,2,2,250596866,27,3,384117,10892576,2215400,44049,25001,3276710300,1546470,29837449,6856
25058.12,8,262144,64,189284,12472908134,64,63,144,0,585,1802089,6,49704,67,4038,128948676,1172,1,66,28257,470191,2,92011,585,37565259,17962821,3709315060,585,916,2,1,2,2,697,1,3694829980,3649390157,197650048,283119872,283136256,2,1,12457274368,73389,73389,2,2,2,283119872,27,3,397357,12779482,2407155,51377,28191,3694829980,1750712,35157554,6856
30078.76,8,262144,64,197212,12995132062,64,63,145,0,585,1906329,6,51921,67,4038,128948676,1172,1,66,29420,608860,2,92011,585,40185551,22639156,3862437481,585,916,2,1,2,2,697,1,3847266716,3802043909,227083302,294984874,295001258,2,1,12979334456,73389,73389,2,2,2,294984874,27,3,402763,15175441,2516157,56710,29354,3847266716,1849619,37668736,6856
35085.08,8,262144,64,215867,14224342442,64,63,148,0,585,2096728,6,57172,67,4038,129479580,1172,1,66,32157,664438,2,92011,585,45008179,26755784,4222620318,585,916,2,1,2,2,697,1,4206010780,4161312181,300385489,322931155,322947539,2,1,14208970820,73389,73389,2,2,2,322931155,27,3,425637,17038441,2743393,63694,32091,4206010780,2033034,42264330,6856
40091.33,8,262144,64,266731,17575888678,64,63,157,0,585,2514156,6,71520,67,4038,130806840,1172,1,66,39632,665404,2,92011,585,56803715,27180532,5206092039,585,916,2,1,2,2,697,1,5185773980,5141167579,341192487,399092823,399109207,2,1,17560084212,73389,73389,2,2,2,399092823,27,3,452842,17895763,2974301,73711,39566,5185773980,2440445,53828426,6856
45097.89,8,262144,64,313281,20643047502,64,63,165,0,585,2888818,6,84675,67,4038,131868648,1172,1,66,46470,668450,2,92011,585,66871568,27470125,6105771358,585,916,2,1,2,2,697,1,6082044316,6037823429,386392937,468812149,468828533,2,1,20627734556,73389,73389,2,2,2,468812149,27,3,477559,18741320,3162804,83289,46404,6082044316,2805529,63707601,6856
50103.33,8,262144,64,361432,23815925818,64,63,173,0,585,3277057,6,98192,67,4038,133195908,1172,1,66,53543,670243,2,92011,585,78138311,27557045,7036356834,585,916,2,1,2,2,697,1,7009116572,6965276046,413884114,540933446,540933446,2,1,23800350728,73389,73389,2,2,2,540917062,27,3,497972,19567941,3347328,93244,53477,7009116572,3183813,74790027,6856
55123.68,8,262144,64,374865,24701061108,64,63,175,0,585,3421430,6,102018,67,4038,133461360,1172,1,66,55516,744526,2,92011,585,82504096,31579008,7296031846,585,916,2,1,2,2,697,1,7267721628,7224056543,458383522,561046904,561046904,2,1,24686063776,73389,73389,2,2,2,561046904,27,3,511478,21733768,3461609,101191,55450,7267721628,3320239,79041385,6856
60149.84,8,262144,64,380927,25100729408,64,63,176,0,585,3513535,6,103725,67,4038,133726812,1172,1,66,56403,963349,2,92011,585,84435083,36398865,7412836743,585,916,2,1,2,2,697,1,7383982492,7340895195,585917555,570128785,570128785,2,1,25085666540,73389,73389,2,2,2,570128785,27,3,518296,24287997,3554929,114350,56337,7383982492,3399185,80878571,6856
65172.16,8,262144,64,386159,25445206472,64,63,177,0,585,3584445,6,105209,67,4038,133726812,1172,1,66,57174,1155819,2,92011,585,86379476,41590621,7514366248,585,916,2,1,2,2,697,1,7485039004,7441616178,625267956,577955575,577955575,2,1,25430045300,73389,73389,2,2,2,577955575,27,3,520409,27251852,3617301,117988,57108,7485039004,3466457,82760968,6856
70199.17,8,262144,64,391687,25809613096,64,63,178,1,585,3659922,6,106768,67,4038,133992264,1172,1,66,57988,1292620,2,92011,585,88394238,46935514,7621692100,585,916,2,1,2,2,697,1,7591862684,7548086989,655219479,586228607,586244991,2,1,25794058708,73389,73389,2,2,2,586228607,27,3,524337,29938511,3699539,121805,57923,7591862684,3538117,84693453,6856
75215.26,8,262144,64,397834,26214586504,64,63,179,1,585,3755475,6,108503,67,4038,133992264,1172,1,66,58890,1412634,2,92011,585,89990404,51444501,7740331033,585,916,2,1,2,2,697,1,7709958556,7666534311,759932580,595443719,595443719,2,1,26199523636,73389,73389,2,2,2,595443719,27,3,531795,32475977,3797603,141232,58824,7709958556,3614243,86190861,6856
