timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5009.55,16,262144,64,62314,4106168602,64,67,123,585,573838,3,13883,67,360,125546064,1172,1,66,9599,121663,2,21097,585,12509544,2781344,1254123371,585,345,2,1,2,2,430,1,1249288604,1203710688,30953992,92961684,92978068,2,1,4090314096,73389,73389,2,2,2,92961684,7,3,262674,3058178,1188217,17262,9533,1249288604,556576,11320474,3746
10026.35,16,262144,64,104343,6875953230,64,67,130,585,916152,3,25770,67,360,126837126,1172,1,66,15774,138129,2,21097,585,22565744,3776340,2066699561,585,345,2,1,2,2,430,1,2058789276,2013301811,69544695,155914862,155931246,2,1,6860253928,73389,73389,2,2,2,155914862,7,3,280525,4151391,1368359,26616,15709,2058789276,889536,21197210,3746
15044.45,16,262144,64,116163,7654570530,64,67,132,585,1073166,3,29105,67,360,127102578,1172,1,66,17511,201375,2,21097,585,26796314,8089654,2295344348,585,345,2,1,2,2,430,1,2286461340,2240903183,117303201,173626349,173626349,2,1,7639559356,73389,73389,2,2,2,173626349,7,3,294018,6163464,1565183,34034,17446,2286461340,1039132,25230391,3746
20058.05,16,262144,64,127989,8433846498,64,67,134,585,1240990,3,32439,67,360,127368030,1172,1,66,19249,286521,2,21097,585,30556717,12510917,2523986308,585,345,2,1,2,2,430,1,2514133404,2468689902,168578651,191327485,191343869,2,1,8418409340,73389,73389,2,2,2,191327485,7,3,306720,8330055,1764524,45796,19183,2514133404,1195194,28791834,3746
25062.44,16,262144,64,178419,11756612262,64,67,142,585,1673992,3,46598,67,360,128417772,1172,1,66,26657,306911,2,21097,585,39141410,13909582,3498533728,585,345,2,1,2,2,430,1,3484983708,3439958884,201605861,266844144,266860528,2,1,11741142336,73389,73389,2,2,2,266844144,7,3,342147,9568978,2008649,56065,26591,3484983708,1617927,37132394,3746
30077.19,16,262144,64,204044,13445263082,64,67,147,585,1918746,3,53851,67,360,129214128,1172,1,66,30421,365777,2,21097,585,45404388,16691082,3994079355,585,345,2,1,2,2,430,1,3978600860,3933584533,246812291,305221827,305238211,2,1,13429760388,73389,73389,2,2,2,305221827,7,3,359420,11301392,2189689,66509,30356,3978600860,1852237,43213684,3746
35095.74,16,262144,64,211584,13942059042,64,67,148,585,2031289,3,56006,67,360,129479580,1172,1,66,31529,508386,2,21097,585,48019430,21254693,4139828100,585,345,2,1,2,2,430,1,4123697564,4078868170,321481017,316521581,316521581,2,1,13926949564,73389,73389,2,2,2,316521581,7,3,364713,13682748,2299728,83507,31463,4123697564,1947782,45719070,3746
40114.37,16,262144,64,217978,14363219842,64,67,149,585,2117575,3,57804,67,360,129479580,1172,1,66,32466,624484,2,21097,585,50708256,26278120,4263339850,585,345,2,1,2,2,430,1,4246643100,4202003798,360451976,326080757,326097141,2,1,14347553308,73389,73389,2,2,2,326080757,7,3,372602,16193640,2404285,87911,32401,4246643100,2029664,48303807,3746
45131.40,16,262144,64,229160,15100290626,64,67,151,585,2255627,3,60963,67,360,130010484,1172,1,66,34112,694722,2,21097,585,54644619,30895641,4479877155,585,345,2,1,2,2,430,1,4462256540,4417494115,430929717,342831621,342848005,2,1,15084591324,73389,73389,2,2,2,342831621,7,3,384096,18485237,2591314,95263,34046,4462256540,2160364,52052976,3746
50143.91,16,262144,64,256847,16924679978,64,67,155,585,2519125,3,68729,67,360,130541388,1172,1,66,38179,745466,2,21097,585,60810698,33881330,5015162878,585,345,2,1,2,2,430,1,4995457436,4950785065,467858094,384293370,384309754,2,1,16908908280,73389,73389,2,2,2,384293370,7,3,400202,20076255,2786878,103589,38114,4995457436,2415536,58023643,3746
