timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5025.37,3,262144,64,26780,1764658616,64,39,117,0,585,445396,5,3903,67,13099,124484256,1172,1,66,4380,1115914,2,97288,585,5640219,15217530,567741068,585,925,2,1,2,2,605,1,565223836,519150450,37268169,39759972,39759972,2,1,1748717872,73389,73389,2,2,2,39743588,8,3,248748,11514234,1277475,32463,4314,565223836,412933,4367800,6743
10037.39,3,262144,64,46540,3066817180,64,39,120,0,585,673851,5,9456,67,13099,125015160,1172,1,66,7283,1161657,2,97288,585,11361479,19038999,949779070,585,925,2,1,2,2,605,1,945725852,899801326,91280901,69356719,69356719,2,1,3050974740,73389,73389,2,2,2,69340335,8,3,287894,13309473,1571717,42556,7217,945725852,631295,9789046,6743
15047.53,3,262144,64,56981,3754806950,64,39,122,0,585,823078,5,12416,67,13099,125280612,1172,1,66,8815,1239730,2,97288,585,15196120,23663462,1151447112,585,925,2,1,2,2,605,1,1146528156,1100981913,134850043,84989597,84989597,2,1,3739542268,73389,73389,2,2,2,84989597,8,3,295263,15635137,1754145,56844,8749,1146528156,766234,13441107,6743
20057.68,3,262144,64,64097,4223815646,64,39,123,1,585,923612,5,14411,67,13099,125546064,1172,1,66,9862,1462222,2,97288,585,16919376,27680357,1289297003,585,925,2,1,2,2,605,1,1283760540,1238079170,181030791,95650375,95650375,2,1,4208616500,73389,73389,2,2,2,95650375,8,3,301001,18137885,1869286,61902,9796,1283760540,861710,15048941,6743
25076.46,3,262144,64,71707,4724933674,64,39,124,1,585,1030303,5,16541,67,13099,125546064,1172,1,66,10982,1594035,2,97288,585,19601186,32516948,1436753362,585,925,2,1,2,2,605,1,1430561180,1384616004,231719092,107034208,107034208,2,1,4709505152,73389,73389,2,2,2,107034208,8,3,307114,20483895,1988872,67162,10916,1430561180,963141,17611128,6743
30086.75,3,262144,64,78405,5166548322,64,39,125,1,585,1124689,5,18422,67,13099,125811516,1172,1,66,11964,1724761,2,97288,585,22208409,37378026,1566185904,585,925,2,1,2,2,605,1,1559404956,1513656071,303372353,117072394,117072394,2,1,5151185336,73389,73389,2,2,2,117072394,8,3,313903,23187703,2109522,71726,11899,1559404956,1052963,20097221,6743
35097.39,3,262144,64,85635,5642762670,64,39,127,2,585,1229990,5,20496,67,13099,126076968,1172,1,66,13025,1838878,2,97288,585,24576597,41958898,1705747645,585,925,2,1,2,2,605,1,1698341276,1652897165,368041929,127882787,127899171,2,1,5626842628,73389,73389,2,2,2,127882787,8,3,316332,25663373,2221463,77651,12959,1698341276,1152339,22353646,6743
40105.91,3,262144,64,93558,6164900238,64,39,128,2,585,1345548,5,22719,67,13099,126318288,1172,1,66,14192,1976644,2,97288,585,27230253,46882237,1859393825,585,925,2,1,2,2,605,1,1851302300,1805486856,413141190,139753822,139770206,2,1,6149168168,73389,73389,2,2,2,139753822,8,3,322621,28146084,2349372,85503,14126,1851302300,1260045,24878828,6743
45121.10,3,262144,64,105446,6948504890,64,39,130,2,585,1504960,5,26073,67,13099,126837126,1172,1,66,15938,2075007,2,97288,585,32088281,52044136,2089218349,585,925,2,1,2,2,605,1,2080154012,2034477195,527219623,157575679,157592063,2,1,6933329876,73389,73389,2,2,2,157575679,8,3,338259,30393189,2532292,97588,15872,2080154012,1407372,29553864,6743
50129.26,3,262144,64,118856,7832120786,64,39,132,2,585,1678586,5,29838,67,13099,127102578,1172,1,66,17907,2150288,2,97288,585,36990865,56908759,2348381011,585,925,2,1,2,2,605,1,2338234780,2292838067,607938791,177648177,177664561,2,1,7816519788,73389,73389,2,2,2,177648177,8,3,349673,32615440,2755313,105561,17841,2338234780,1573025,34232828,6743
