timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5013.45,262144,64,69699,4592806482,64,66,124,585,656529,4,15961,67,70,125546064,1172,1,66,10684,122037,2,825,585,13456705,2017572,1396962910,585,385,2,1,2,2,385,1,1391632796,1345941349,29321474,104023870,104040254,2,1,4577050280,73389,73389,2,2,2,104023870,4,3,281876,2793221,1235201,15959,10619,1391632796,640570,12221479,4296
10018.62,262144,64,114740,7561047350,64,66,132,585,1021954,4,28662,67,70,127102578,1172,1,66,17304,123578,2,825,585,23614860,2111294,2267810351,585,385,2,1,2,2,385,1,2259198364,2213558292,58833288,171490396,171506780,2,1,7545577424,73389,73389,2,2,2,171490396,4,3,310042,3555848,1446267,24968,17238,2259198364,996986,22167766,4296
15022.68,262144,64,162238,10690599754,64,66,140,585,1412337,4,42042,67,70,128152320,1172,1,66,24283,126085,2,825,585,33792668,2194746,3186038536,585,385,2,1,2,2,385,1,3173949852,3128411934,82115765,242624779,242624779,2,1,10675490276,73389,73389,2,2,2,242624779,4,3,331929,4359045,1623797,34459,24217,3173949852,1377878,32168054,4296
20026.60,262144,64,213774,14086379238,64,66,148,585,1836072,4,56601,67,70,129479580,1172,1,66,31851,127624,2,825,585,44221799,2290935,4181778693,585,385,2,1,2,2,385,1,4165902748,4121077043,131969424,319800096,319800096,2,1,14070483328,73389,73389,2,2,2,319783712,4,3,370755,5187694,1860786,43576,31785,4165902748,1792496,42360346,4296
25035.92,262144,64,230054,15159145262,64,66,151,585,2004315,4,61208,67,70,130010484,1172,1,66,34243,223356,2,825,585,48805753,6087886,4496569951,585,385,2,1,2,2,385,1,4479426972,4434678490,159244610,344181142,344181142,2,1,15143970248,73389,73389,2,2,2,344181142,4,3,377814,7313391,1987470,56568,34177,4479426972,1947747,46816886,4296
30116.15,262144,64,236850,15606989382,64,66,152,585,2137763,4,63114,67,70,130010484,1172,1,66,35243,403076,2,825,585,51386358,11146612,4628236863,585,385,2,1,2,2,385,1,4610498972,4565666283,278223369,354352559,354352559,2,1,15591512596,73389,73389,2,2,2,354352559,4,3,390278,9832557,2124891,102212,35177,4610498972,2035551,49259557,4296
35129.43,262144,64,242745,15995447718,64,66,153,585,2219880,4,64778,67,70,130275936,1172,1,66,36109,517335,2,825,585,53171190,16335031,4742264336,585,385,2,1,2,2,385,1,4724007324,4679180915,367079267,363182647,363182647,2,1,15980036468,73389,73389,2,2,2,363182647,4,3,399249,12586934,2235217,106461,36043,4724007324,2113419,50934996,4296
40152.62,262144,64,249168,16418509062,64,66,154,585,2309723,4,66583,67,70,130275936,1172,1,66,37051,704987,2,825,585,55534074,21862611,4866300111,585,385,2,1,2,2,385,1,4847477148,4802843881,407929414,372790975,372807359,2,1,16402802900,73389,73389,2,2,2,372790975,4,3,407695,15428186,2357574,111511,36985,4847477148,2198212,53175274,4296
45168.57,262144,64,257185,16947096598,64,66,155,585,2414821,4,68826,67,70,130541388,1172,1,66,38229,781708,2,825,585,58197732,26434378,5021393106,585,385,2,1,2,2,385,1,5001879964,4957304142,510258655,384807307,384823691,2,1,16931521508,73389,73389,2,2,2,384807307,4,3,420381,17551673,2500507,116928,38163,5001879964,2297893,55695518,4296
50180.29,262144,64,276188,18199113506,64,66,159,585,2607843,4,74229,67,70,131072292,1172,1,66,41022,844244,2,825,585,62865234,30338215,5388942784,585,385,2,1,2,2,385,1,5367964060,5323316818,551416453,413269684,413286068,2,1,18183866096,73389,73389,2,2,2,413269684,4,3,437422,19516157,2710189,124612,40956,5367964060,2483231,60153720,4296
55201.88,262144,64,283262,18665369690,64,66,160,585,2715852,4,76212,67,70,131337744,1172,1,66,42060,966570,2,825,585,65731883,35614502,5525612664,585,385,2,1,2,2,385,1,5504016796,5459692347,626797975,423873118,423873118,2,1,18649696296,73389,73389,2,2,2,423856734,4,3,446821,22036750,2826420,142027,41994,5504016796,2573825,62903922,4296
60214.68,262144,64,289792,19095443386,64,66,161,585,2803699,4,78051,67,70,131337744,1172,1,66,43021,1108081,2,825,585,68112163,40597685,5652148285,585,385,2,1,2,2,385,1,5629976988,5585309621,672285324,433645286,433661670,2,1,19080392584,73389,73389,2,2,2,433645286,4,3,457764,24619434,2955918,146271,42956,5629976988,2657428,65155098,4296
65228.80,262144,64,296072,19509398534,64,66,162,585,2890079,4,79815,67,70,131603196,1172,1,66,43945,1374992,2,825,585,70617962,45501903,5773809687,585,385,2,1,2,2,385,1,5751087516,5706440907,752083882,443054847,443054847,2,1,19494413268,73389,73389,2,2,2,443054847,4,3,466841,27226219,3075889,150638,43879,5751087516,2739441,67539930,4296
70249.27,262144,64,303207,19979386962,64,66,163,585,2982065,4,81818,67,70,131603196,1172,1,66,44991,1487410,2,825,585,72981868,50091285,5911530705,585,385,2,1,2,2,385,1,5888188828,5843877113,800193451,453734168,453734168,2,1,19964303392,73389,73389,2,2,2,453734168,4,3,475861,29718151,3178481,155209,44925,5888188828,2826856,69801241,4296
75255.38,262144,64,325832,21470367974,64,66,167,585,3188336,4,88206,67,70,132399552,1172,1,66,48317,1562599,2,825,585,78639310,53591619,6349061196,585,385,2,1,2,2,385,1,6324003228,6279631220,843040136,487623079,487623079,2,1,21455415476,73389,73389,2,2,2,487623079,4,3,495120,31491567,3357618,163634,48251,6324003228,3024702,75279792,4296
80260.93,262144,64,371267,24463935320,64,66,175,585,3541706,4,100983,67,70,133461360,1172,1,66,54988,1565118,2,825,585,90457852,54061259,7226905618,585,385,2,1,2,2,385,1,7198515612,7154708891,886603320,555659171,555659171,2,1,24448282628,73389,73389,2,2,2,555642787,4,3,518712,32280592,3579403,173838,54922,7198515612,3367868,86876457,4296
85283.03,262144,64,398467,26256070792,64,66,179,585,3793219,4,108673,67,70,133992264,1172,1,66,58982,1666177,2,825,585,96910377,56531239,7752309011,585,385,2,1,2,2,385,1,7721886108,7678639017,918823593,596377607,596393991,2,1,26240614708,73389,73389,2,2,2,596377607,4,3,529387,34009966,3728674,181548,58916,7721886108,3611671,93178658,4296
