timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5015.43,262144,64,42096,2773717032,64,56,119,0,585,522275,3,8190,67,118,124749708,1172,1,66,6630,118866,2,3198,585,7732015,4455487,863552135,585,320,2,1,2,2,320,1,860135836,814128108,24988421,62678968,62695352,2,1,2757874592,73389,73389,2,2,2,62678968,7,3,323752,3467627,1326807,13649,6564,860135836,508626,6404579,5409
10029.43,262144,64,49271,3246857804,64,56,121,1,585,633210,3,10257,67,118,125280612,1172,1,66,7685,236497,2,3198,585,10621540,9232958,1002583043,585,320,2,1,2,2,320,1,998547868,952453313,68758709,73435891,73452275,2,1,3231179204,73389,73389,2,2,2,73435891,7,3,337627,6028002,1458238,30756,7620,998547868,602454,9162885,5409
15049.40,262144,64,54808,3611588800,64,56,121,1,585,708565,3,11766,67,118,125280612,1172,1,66,8499,357035,2,3198,585,11913889,13384246,1109642686,585,320,2,1,2,2,320,1,1105109404,1059161830,95565679,81719274,81735658,2,1,3595648056,73389,73389,2,2,2,81719274,7,3,344783,8664113,1568501,34602,8433,1105109404,673963,10345305,5409
20061.96,262144,64,66418,4376721058,64,56,123,1,585,852933,3,15042,67,118,125546064,1172,1,66,10204,499444,2,3198,585,15748080,17909660,1334073110,585,320,2,1,2,2,320,1,1328587164,1282759045,182296309,99125498,99125498,2,1,4360801016,73389,73389,2,2,2,99109114,7,3,360894,10865113,1766019,41509,10138,1328587164,811424,13981954,5409
25073.15,262144,64,93690,6173816442,64,56,128,1,585,1114653,3,22755,67,118,126318288,1172,1,66,14211,553039,2,3198,585,22769877,21019980,1861332158,585,320,2,1,2,2,320,1,1853792668,1808083584,265006438,139956463,139972847,2,1,6158084372,73389,73389,2,2,2,139956463,7,3,396540,12524932,1993093,51551,14145,1853792668,1063102,20777216,5409
30083.95,262144,64,104240,6869203022,64,56,130,1,585,1248634,3,25743,67,118,126837126,1172,1,66,15759,676837,2,3198,585,26320038,25883135,2065235359,585,320,2,1,2,2,320,1,2056823196,2011284876,304076549,155767406,155783790,2,1,6853765864,73389,73389,2,2,2,155767406,7,3,406598,14967737,2161506,57601,15694,2056823196,1191033,24158007,5409
35111.15,262144,64,112544,7416068486,64,56,131,1,585,1356676,3,28064,67,118,126837126,1172,1,66,16979,782761,2,3198,585,29303165,30772898,2225723512,585,320,2,1,2,2,320,1,2216599964,2171164062,365011379,168205848,168205848,2,1,7401057312,73389,73389,2,2,2,168205848,7,3,413955,17360273,2305314,62641,16913,2216599964,1294035,26997252,5409
40185.50,262144,64,118935,7837298130,64,56,132,2,585,1445096,3,29859,67,118,127102578,1172,1,66,17918,954987,2,3198,585,31827166,35885248,2349369328,585,320,2,1,2,2,320,1,2339676572,2294317110,404299608,177762865,177779249,2,1,7821566060,73389,73389,2,2,2,177762865,7,3,423062,20057447,2437094,66838,17852,2339676572,1378258,29389121,5409
45210.85,262144,64,123871,8162376538,64,56,133,2,585,1513776,3,31259,67,118,127102578,1172,1,66,18643,1296087,2,3198,585,33604179,40934527,2444843000,585,320,2,1,2,2,320,1,2434703772,2389262025,432731017,185163671,185180055,2,1,8147201524,73389,73389,2,2,2,185163671,7,3,426014,23136805,2512635,70926,18577,2434703772,1442850,31090152,5409
50237.79,262144,64,128002,8434698466,64,56,134,2,585,1576561,3,32438,67,118,127368030,1172,1,66,19250,1559342,2,3198,585,35118370,46482582,2524781032,585,320,2,1,2,2,320,1,2514395548,2468957749,512884513,191343869,191360253,2,1,8419130236,73389,73389,2,2,2,191343869,7,3,428543,26508813,2576258,78603,19185,2514395548,1497958,32540370,5409
55282.54,262144,64,132388,8723732074,64,56,134,2,585,1638498,3,33639,67,118,127368030,1172,1,66,19897,1821388,2,3198,585,36518932,52138364,2609985071,585,320,2,1,2,2,320,1,2599068060,2553419787,533451549,197917283,197933667,2,1,8708360452,73389,73389,2,2,2,197917283,7,3,436554,29982401,2662595,81591,19831,2599068060,1556907,33854460,5409
60323.06,262144,64,136779,9012827910,64,56,135,2,585,1701767,3,34890,67,118,127368030,1172,1,66,20540,2102360,2,3198,585,37981471,57954261,2694669354,585,320,2,1,2,2,320,1,2683347356,2638004453,580368192,204492856,204492856,2,1,8997685664,73389,73389,2,2,2,204492856,7,3,439025,33361470,2720985,84684,20474,2683347356,1617083,35257771,5409
65366.78,262144,64,141243,9307238778,64,56,136,2,585,1768344,3,36162,67,118,127621416,1172,1,66,21198,2323118,2,3198,585,39860918,63384112,2781325733,585,320,2,1,2,2,320,1,2769592732,2724000240,726975181,211186991,211186991,2,1,9291506708,73389,73389,2,2,2,211170607,7,3,447621,36410681,2817780,89498,21132,2769592732,1678846,37043171,5409
70430.75,262144,64,145149,9564561720,64,56,137,2,585,1823023,3,37284,67,118,127886868,1172,1,66,21770,2693771,2,3198,585,41493613,69128089,2856789111,585,320,2,1,2,2,320,1,2844696988,2799212853,762343649,217025284,217041668,2,1,9549112496,73389,73389,2,2,2,217025284,7,3,450258,39764814,2882851,92251,21705,2844696988,1730772,38607167,5409
75475.23,262144,64,149916,9878817930,64,56,137,2,585,1889080,3,38583,67,118,127886868,1172,1,66,22472,3034299,2,3198,585,42896942,74229478,2949105188,585,320,2,1,2,2,320,1,2936578460,2891131066,797990048,224161787,224178171,2,1,9863118628,73389,73389,2,2,2,224161787,7,3,452251,42991554,2945856,95460,22407,2936578460,1793620,39946913,5409
80533.70,262144,64,156020,10280973290,64,56,138,4,585,1979455,3,40302,67,118,127886868,1172,1,66,23370,3201449,2,3198,585,44872938,79847406,3067350441,585,320,2,1,2,2,320,1,3054281116,3008712833,905977146,233311363,233311363,2,1,10264979076,73389,73389,2,2,2,233294979,7,3,454792,45743703,3030111,103605,23304,3054281116,1875850,41838753,5409
85555.80,262144,64,163514,10774489142,64,56,140,4,585,2085803,3,42456,67,118,128152320,1172,1,66,24469,3376271,2,3198,585,47138097,84674856,3212049965,585,320,2,1,2,2,320,1,3198329244,3152946411,1177923765,244531356,244531356,2,1,10758658768,73389,73389,2,2,2,244514972,7,3,460488,48397896,3142062,110820,24403,3198329244,1974983,43992633,5409
90561.90,262144,64,198846,13102748790,64,56,146,4,585,2376231,3,52388,67,118,129214128,1172,1,66,29660,3404503,2,3198,585,56388895,85865685,3895044432,585,320,2,1,2,2,320,1,3878723996,3833533465,1211571868,297438156,297454540,2,1,13087278864,73389,73389,2,2,2,297438156,7,3,474648,49341399,3341764,125816,29594,3878723996,2250415,53043737,5409
95567.68,262144,64,245258,16161201494,64,56,153,4,585,2743543,3,65463,67,118,130275936,1172,1,66,36478,3405269,2,3198,585,67125281,85876791,4792070984,585,320,2,1,2,2,320,1,4772372892,4727596920,1239169833,366942331,366958715,2,1,16145462564,73389,73389,2,2,2,366942331,7,3,496318,50070265,3535901,135146,36412,4772372892,2608397,63586267,5409
100573.55,262144,64,292409,19267747454,64,56,161,4,585,3120903,3,78765,67,118,131337744,1172,1,66,43406,3406214,2,3198,585,77967451,85977664,5703597874,585,320,2,1,2,2,320,1,5680439708,5635739289,1278595019,437562777,437579161,2,1,19252762188,73389,73389,2,2,2,437562777,7,3,516198,50805608,3708080,144325,43340,5680439708,2976578,74256080,5409
105579.12,262144,64,343719,22648715802,64,56,170,4,585,3517890,3,93247,67,118,132665004,1172,1,66,50941,3407097,2,3198,585,88369837,85979577,6694991150,585,320,2,1,2,2,320,1,6668067228,6624100423,1309441470,514402222,514402222,2,1,22632976872,73389,73389,2,2,2,514385838,7,3,537435,51595474,3935402,154590,50875,6668067228,3363300,84431199,5409
110584.90,262144,64,392875,25888000768,64,56,178,4,585,3915212,3,107094,67,118,133992264,1172,1,66,58161,3407872,2,3198,585,98495490,85982984,7644760270,585,320,2,1,2,2,320,1,7614275996,7571001003,1333214489,588010145,588026529,2,1,25872446380,73389,73389,2,2,2,588010145,7,3,556531,52359310,4091957,163598,58095,7614275996,3751614,94400513,5409
