timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5058.78,2,262144,64,32578,2146759960,64,44,118,585,475497,8,5540,67,11634,124749708,1172,1,66,5231,386053,2,51269,585,7390402,11705152,679650670,585,701,2,1,2,2,567,1,676766108,630880369,39011173,48442604,48442604,2,1,2131474576,73389,73389,2,2,2,48442604,10,3,288422,8318845,1572779,20913,5165,676766108,454584,5816273,17127
10073.48,2,262144,64,56991,3755462310,64,44,122,585,712237,8,12419,67,11634,125280612,1172,1,66,8818,434128,2,51269,585,13414709,14850193,1151660704,585,701,2,1,2,2,567,1,1146921372,1101144560,90648059,85005981,85005981,2,1,3740263164,73389,73389,2,2,2,85005981,10,3,308053,9945207,1767168,31185,8752,1146921372,681052,11646397,17127
15090.60,2,262144,64,69106,4553678182,64,44,124,585,862341,8,15831,67,11634,125546064,1172,1,66,10600,523298,2,51269,585,16922574,19329532,1386353718,585,701,2,1,2,2,567,1,1380622748,1334516667,136768171,103133101,103149485,2,1,4537856444,73389,73389,2,2,2,103133101,10,3,314755,12134137,1907939,39105,10535,1380622748,823236,15013732,17127
20104.81,2,262144,64,81480,5368867878,64,44,126,585,1012476,8,19317,67,11634,125811516,1172,1,66,12417,575167,2,51269,585,21366119,24238721,1625392786,585,701,2,1,2,2,567,1,1618649500,1572825534,205414123,121669821,121686205,2,1,5353472124,73389,73389,2,2,2,121669821,10,3,329281,14124708,2159829,46578,12351,1618649500,965898,19206031,17127
25129.51,2,262144,64,114361,7535943754,64,44,131,585,1294355,8,28557,67,11634,126837126,1172,1,66,17248,598004,2,51269,585,29196512,26238786,2261042974,585,701,2,1,2,2,567,1,2251858332,2206242216,244970490,170927307,170927307,2,1,7520801508,73389,73389,2,2,2,170927307,10,3,353545,15344065,2358040,54809,17182,2251858332,1239546,26838655,17127
30148.52,2,262144,64,120020,7908935594,64,44,132,585,1376142,8,30156,67,11634,127102578,1172,1,66,18078,727350,2,51269,585,31671910,31110578,2370470098,585,701,2,1,2,2,567,1,2360779164,2315248462,276840133,179396947,179413331,2,1,7893465668,73389,73389,2,2,2,179396947,10,3,358178,17955443,2475086,58791,18013,2360779164,1317351,29197697,17127
35207.59,2,262144,64,126002,8302830110,64,44,133,585,1462839,8,31842,67,11634,127102578,1172,1,66,18957,903810,2,51269,585,33632753,35722776,2486082108,585,701,2,1,2,2,567,1,2475860380,2430399707,326535127,188360266,188360266,2,1,8287851704,73389,73389,2,2,2,188360266,10,3,362360,20796950,2559962,63551,18891,2475860380,1399288,31074115,17127
40224.45,2,262144,64,131911,8692205950,64,44,134,585,1548922,8,33507,67,11634,127368030,1172,1,66,19826,1106556,2,51269,585,35327646,40458661,2600513974,585,701,2,1,2,2,567,1,2589761948,2544266940,357106221,197206738,197206738,2,1,8677096472,73389,73389,2,2,2,197206738,10,3,366433,23510602,2647924,67783,19760,2589761948,1481139,32680536,17127
45237.48,2,262144,64,143068,9427372882,64,44,136,585,1695947,8,36660,67,11634,127621416,1172,1,66,21467,1229607,2,51269,585,39196755,45373907,2816523356,585,701,2,1,2,2,567,1,2804851100,2759142434,505604002,213902417,213918801,2,1,9411706348,73389,73389,2,2,2,213902417,10,3,377448,25754569,2837409,75165,21402,2804851100,1620782,36359958,17127
50248.16,2,262144,64,151905,10009699938,64,44,138,585,1814544,8,39180,67,11634,127886868,1172,1,66,22763,1335869,2,51269,585,42467701,50206215,2987139067,585,701,2,1,2,2,567,1,2974720412,2929409439,574300763,227147549,227147549,2,1,9993771260,73389,73389,2,2,2,227131165,10,3,388232,28190290,2999211,81533,22697,2974720412,1733011,39469255,17127
55270.58,2,262144,64,162867,10732087350,64,44,140,585,1961212,8,42281,67,11634,128152320,1172,1,66,24375,1439143,2,51269,585,46175596,54968361,3199335490,585,701,2,1,2,2,567,1,3186008476,3140578167,614998073,243564700,243564700,2,1,10716846800,73389,73389,2,2,2,243564700,10,3,399936,30314736,3170512,94756,24309,3186008476,1866456,43006229,17127
60286.93,2,262144,64,176417,11624878286,64,44,142,585,2124164,8,46086,67,11634,128417772,1172,1,66,26365,1505652,2,51269,585,50879484,59531700,3461263775,585,701,2,1,2,2,567,1,3446841756,3401444388,746434925,263850190,263866574,2,1,11609408360,73389,73389,2,2,2,263850190,10,3,419846,32492919,3376627,105420,26299,3446841756,2018744,47503901,17127
65308.52,2,262144,64,184751,12173975282,64,44,143,585,2232466,8,48413,67,11634,128683224,1172,1,66,27591,1666466,2,51269,585,54168584,64542268,3622670318,585,701,2,1,2,2,567,1,3607536028,3562024574,848629102,276335625,276335625,2,1,12158767500,73389,73389,2,2,2,276335625,10,3,430848,34880092,3525219,110764,27525,3607536028,2121702,50644531,17127
70328.71,2,262144,64,191554,12622471210,64,44,144,585,2320229,8,50322,67,11634,128948676,1172,1,66,28590,1816721,2,51269,585,57053081,69810351,3754210955,585,701,2,1,2,2,567,1,3738476956,3693121434,992388122,286529459,286529459,2,1,12606575300,73389,73389,2,2,2,286513075,10,3,444055,37330479,3675983,117357,28524,3738476956,2202872,53377063,17127
75349.81,2,262144,64,200656,13222165306,64,44,146,585,2433112,8,52910,67,11634,129214128,1172,1,66,29927,1966058,2,51269,585,59724936,74622765,3930219677,585,701,2,1,2,2,567,1,3913720220,3868450218,1063490093,300143231,300159615,2,1,13206302164,73389,73389,2,2,2,300143231,10,3,452361,39697748,3812296,122632,29861,3913720220,2310480,55913081,17127
80366.59,2,262144,64,225721,14873585062,64,44,150,585,2658929,8,59970,67,11634,129745032,1172,1,66,33607,2014503,2,51269,585,65828572,77694682,4414460198,585,701,2,1,2,2,567,1,4396065180,4351144350,1128536013,337681456,337697840,2,1,14857984064,73389,73389,2,2,2,337681456,10,3,472624,41294775,4014406,130777,33541,4396065180,2528152,61813628,17127
85383.92,2,262144,64,233794,15405577162,64,44,151,585,2761928,8,62228,67,11634,130010484,1172,1,66,34794,2069409,2,51269,585,69127014,82957402,4570732270,585,701,2,1,2,2,567,1,4551647644,4506725041,1188801016,349781867,349781867,2,1,15390402148,73389,73389,2,2,2,349781867,10,3,482220,43748758,4159937,135820,34728,4551647644,2626108,64966993,17127
90394.21,2,262144,64,245308,16164478294,64,44,153,585,2909376,8,65477,67,11634,130275936,1172,1,66,36485,2137882,2,51269,585,72921718,88096456,4793319833,585,701,2,1,2,2,567,1,4773290396,4728601934,1379001030,367024251,367024251,2,1,16149067044,73389,73389,2,2,2,367024251,10,3,494785,45889279,4345784,144795,36419,4773290396,2764581,68576121,17127
95409.20,2,262144,64,278601,18358048230,64,44,159,585,3223425,8,74888,67,11634,131072292,1172,1,66,41378,2176589,2,51269,585,80358849,90670440,5437128942,585,701,2,1,2,2,567,1,5414625692,5369787796,1450335120,416892263,416892263,2,1,18343259572,73389,73389,2,2,2,416892263,10,3,522962,47285503,4566045,161091,41312,5414625692,3062334,75793055,17127
100413.18,2,262144,64,295961,19502124038,64,44,162,585,3417705,8,79777,67,11634,131603196,1172,1,66,43928,2229765,2,51269,585,84692588,94541992,5772721270,585,701,2,1,2,2,567,1,5748859292,5704303002,1486410427,442891007,442891007,2,1,19486483412,73389,73389,2,2,2,442874623,10,3,534535,49127993,4735510,168464,43862,5748859292,3249241,79957374,17127
105417.47,2,262144,64,348329,22952694926,64,44,171,585,3850997,8,94508,67,11634,132930456,1172,1,66,51619,2230330,2,51269,585,96627730,95053525,6784607137,585,701,2,1,2,2,567,1,6756934044,6712990968,1529703072,521309349,521309349,2,1,22936890460,73389,73389,2,2,2,521292965,10,3,562596,49962694,4949294,178039,51553,6756934044,3672958,91678109,17127
110441.82,2,262144,64,383190,25249568280,64,44,177,585,4168931,8,104395,67,11634,133726812,1172,1,66,56738,2277117,2,51269,585,103854285,96751270,7458026113,585,701,2,1,2,2,567,1,7427760540,7384436949,1558818556,573507763,573507763,2,1,25234341572,73389,73389,2,2,2,573507763,10,3,572385,51415954,5122489,186522,56672,7427760540,3982409,98732037,17127
115455.28,2,262144,64,390812,25752003644,64,44,178,585,4275130,8,106532,67,11634,133992264,1172,1,66,57856,2378359,2,51269,585,106075562,101153709,7605358073,585,701,2,1,2,2,567,1,7574430108,7531267569,1598854402,584928238,584928238,2,1,25736842472,73389,73389,2,2,2,584928238,10,3,575387,53828594,5219231,191622,57790,7574430108,4083508,100856727,17127
120471.90,2,262144,64,398987,26290414964,64,44,179,585,4379928,8,108816,67,11634,133992264,1172,1,66,59059,2476411,2,51269,585,108649571,105696364,7763605395,585,701,2,1,2,2,567,1,7731978652,7688679466,1656507709,597153688,597170072,2,1,26274762272,73389,73389,2,2,2,597153688,10,3,583136,55996192,5339950,196763,58993,7731978652,4183165,103310250,17127
