timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5229.37,9,262144,64,23329,1537432072,64,44,116,1,585,397718,8,2909,67,1287,124484256,1172,1,66,3874,2265222,2,437491,585,4266626,25529498,501210411,585,1287,2,1,2,2,723,1,498901404,452685912,36031693,34599456,34599456,2,1,1522376064,73389,73389,2,2,2,34599456,10,3,161820,21149551,1068373,21645,3808,498901404,376073,3197751,10911
10241.40,9,262144,64,28043,1847961488,64,44,117,1,585,467507,8,4248,67,1287,124484256,1172,1,66,4567,2574727,2,437491,585,6094690,30367259,592477430,585,1287,2,1,2,2,723,1,589734300,543459892,82190403,41656198,41656198,2,1,1832872712,73389,73389,2,2,2,41656198,10,3,174498,24323770,1165437,25312,4501,589734300,442195,4929076,10911
15265.03,9,262144,64,34568,2277972956,64,44,118,1,585,555437,8,6083,67,1287,124749708,1172,1,66,5524,2668447,2,437491,585,7596157,34694641,718614472,585,1287,2,1,2,2,723,1,715301276,669203047,106810979,51426207,51426207,2,1,2262753108,73389,73389,2,2,2,51426207,10,3,180753,26961857,1250930,29849,5459,715301276,525588,6345515,10911
20275.34,9,262144,64,45924,3026181552,64,44,120,1,585,703266,8,9288,67,1287,125015160,1172,1,66,7192,2800792,2,437491,585,12468751,40491206,938046780,585,1287,2,1,2,2,723,1,933798300,887923598,196377565,68433182,68433182,2,1,3011060008,73389,73389,2,2,2,68433182,10,3,199404,29167732,1493180,41125,7127,933798300,662141,10974745,10911
25281.37,9,262144,64,85677,5645515182,64,44,127,1,585,1042063,8,20478,67,1287,126076968,1172,1,66,13033,2811335,2,437491,585,20676000,42064934,1706548233,585,1287,2,1,2,2,723,1,1699389852,1653700699,227842066,127948323,127964707,2,1,5629726212,73389,73389,2,2,2,127948323,10,3,223337,30305936,1709636,50171,12967,1699389852,991892,18965634,10911
30299.18,9,262144,64,129061,8504631994,64,44,134,1,585,1419314,8,32730,67,1287,127368030,1172,1,66,19409,2840033,2,437491,585,30867855,43383108,2545437758,585,1287,2,1,2,2,723,1,2535104924,2489395686,272435013,192945183,192945183,2,1,8488867156,73389,73389,2,2,2,192928799,10,3,249849,31519615,1956526,59618,19343,2535104924,1359696,28910764,10911
35321.61,9,262144,64,138836,9148697270,64,44,136,1,585,1546845,8,35505,67,1287,127621416,1172,1,66,20843,2965089,2,437491,585,33365533,47499269,2734214366,585,1287,2,1,2,2,723,1,2723062172,2677687442,324097915,207580796,207580796,2,1,9133555024,73389,73389,2,2,2,207580796,10,3,253686,33860696,2072328,65339,20777,2723062172,1481506,31292974,10911
40334.64,9,262144,64,148015,9753437638,64,44,137,1,585,1670245,8,38066,67,1287,127886868,1172,1,66,22193,3055424,2,437491,585,36083983,52387667,2911942250,585,1287,2,1,2,2,723,1,2900009372,2854467752,464120817,221325640,221325640,2,1,9738328160,73389,73389,2,2,2,221325640,10,3,261737,36127225,2199774,70984,22127,2900009372,1599261,33883754,10911
45340.38,9,262144,64,185939,12252362954,64,44,143,1,585,1999966,8,48735,67,1287,128683224,1172,1,66,27765,3076328,2,437491,585,44305224,54370062,3645062713,585,1287,2,1,2,2,723,1,3630342556,3584930529,527963081,278117163,278117163,2,1,12236434276,73389,73389,2,2,2,278100779,10,3,284286,37313603,2396606,79785,27699,3630342556,1920181,41907576,10911
50355.55,9,262144,64,228183,15035996502,64,44,151,1,585,2347913,8,60682,67,1287,130010484,1172,1,66,33968,3079183,2,437491,585,54569968,55049901,4461324761,585,1287,2,1,2,2,723,1,4443513244,4398656719,555184736,341383796,341383796,2,1,15020887024,73389,73389,2,2,2,341383796,10,3,302361,38311835,2576967,90388,33903,4443513244,2257525,51992047,10911
