timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5007.83,1,262144,64,75110,4949279942,64,42,125,585,769699,1,17469,67,54,125811516,1172,1,66,11481,78015,2,1865,585,13148628,1230415,1501608418,585,308,2,1,2,2,362,1,1495835036,1450130145,25609238,112127029,112143413,2,1,4933589276,73389,73389,2,2,2,112127029,5,3,382413,2345087,1691297,15798,11415,1495835036,753901,11456758,4141
10027.52,1,262144,64,129915,8560865190,64,42,134,585,1199087,1,32964,67,54,127368030,1172,1,66,19531,79283,2,1865,585,23077854,1516440,2561030260,585,308,2,1,2,2,362,1,2551226780,2505825324,73678990,194212784,194229168,2,1,8545362496,73389,73389,2,2,2,194212784,5,3,416999,3298939,1927846,25644,19466,2551226780,1173443,21149444,4141
15044.24,1,262144,64,146407,9647524846,64,42,137,585,1411508,1,37626,67,54,127886868,1172,1,66,21955,131665,2,1865,585,27749750,5755762,2879923312,585,308,2,1,2,2,362,1,2868814236,2823499840,149173344,218905126,218921510,2,1,9631825544,73389,73389,2,2,2,218905126,5,3,429229,5277335,2185039,34685,21889,2868814236,1376823,25564379,4141
20049.33,1,262144,64,195471,12880249596,64,42,145,585,1803166,1,51393,67,54,128948676,1172,1,66,29163,137226,2,1865,585,36590957,6567153,3828294371,585,308,2,1,2,2,362,1,3813581212,3768456214,215351685,292378103,292394487,2,1,12864636532,73389,73389,2,2,2,292378103,5,3,462185,6266102,2392455,44143,29097,3813581212,1759023,34198277,4141
25057.57,1,262144,64,229168,15100814914,64,42,151,585,2103705,1,60966,67,54,130010484,1172,1,66,34113,162702,2,1865,585,43969617,8736913,4479611565,585,308,2,1,2,2,362,1,4462387612,4417575503,264496955,342848005,342864389,2,1,15085312220,73389,73389,2,2,2,342848005,5,3,479687,7647494,2584877,52720,34047,4462387612,2050985,41385221,4141
30077.92,1,262144,64,237367,15641136946,64,42,152,585,2213796,1,63255,67,54,130010484,1172,1,66,35317,265960,2,1865,585,48420527,13638788,4638125205,585,308,2,1,2,2,362,1,4620198300,4575625466,353578339,355128640,355128640,2,1,15624939264,73389,73389,2,2,2,355112256,5,3,488793,9891210,2746613,58059,35251,4620198300,2155737,45676282,4141
35089.46,1,262144,64,246860,16266455618,64,42,154,585,2343765,1,65955,67,54,130275936,1172,1,66,36712,387804,2,1865,585,51598793,18342715,4821765787,585,308,2,1,2,2,362,1,4803043740,4758430264,517315486,369332236,369348620,2,1,16250618384,73389,73389,2,2,2,369332236,5,3,505339,12202228,2945947,63837,36646,4803043740,2279928,48652890,4141
40108.55,1,262144,64,258363,17024563458,64,42,156,585,2492764,1,69201,67,54,130541388,1172,1,66,38402,456861,2,1865,585,54915671,22689857,5044221520,585,308,2,1,2,2,362,1,5024555420,4979980602,591071902,386574620,386574620,2,1,17008562384,73389,73389,2,2,2,386558236,5,3,513815,14417485,3121708,71414,38336,5024555420,2421350,51793627,4141
45113.19,1,262144,64,301498,19866589582,64,42,163,585,2864311,1,81317,67,54,131603196,1172,1,66,44741,483683,2,1865,585,64650575,24322208,5878257416,585,308,2,1,2,2,362,1,5855420828,5810885580,660947861,451160165,451176549,2,1,19851047260,73389,73389,2,2,2,451160165,5,3,540975,15529643,3347284,80218,44675,5855420828,2784093,61303094,4141
50118.25,1,262144,64,355251,23408458734,64,42,172,585,3295322,1,96450,67,54,132930456,1172,1,66,52635,484187,2,1865,585,75123622,24323107,6916889296,585,308,2,1,2,2,362,1,6890103196,6846195199,687281018,531671341,531671341,2,1,23392818108,73389,73389,2,2,2,531654957,5,3,552178,16356481,3537294,89886,52569,6890103196,3205436,71585987,4141
