timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5026.91,8,262144,64,27241,1795136164,64,39,117,1,585,459379,15,4029,67,14487,124484256,1172,1,66,4449,742114,2,178118,585,5931378,15537147,576831441,585,1090,2,1,2,2,637,1,574267804,528045840,35656921,40454133,40454133,2,1,1779981852,73389,73389,2,2,2,40454133,9,3,279468,11405685,1540726,26590,4383,574267804,432789,4391874,6626
10030.79,8,262144,64,42281,2786106644,64,39,119,1,585,627252,15,8241,67,14487,124749708,1172,1,66,6657,826744,2,178118,585,9658253,19408428,867423528,585,1090,2,1,2,2,637,1,863674780,817712273,72465917,62963529,62979913,2,1,2770395276,73389,73389,2,2,2,62963529,9,3,296167,13475543,1727067,33018,6591,863674780,594234,7932766,6626
15034.32,8,262144,64,102777,6772792950,64,39,130,1,585,1094103,15,25292,67,14487,126837126,1172,1,66,15547,827239,2,178118,585,20799996,19635959,2037089058,585,1090,2,1,2,2,637,1,2028904860,1983113391,120414316,153576268,153592652,2,1,6757355792,73389,73389,2,2,2,153576268,9,3,343769,14369492,1971383,43191,15481,2028904860,1050912,18830099,6626
20046.26,8,262144,64,130368,8590552998,64,39,134,1,585,1371861,15,33087,67,14487,127368030,1172,1,66,19598,855460,2,178118,585,26648949,22826613,2570175365,585,1090,2,1,2,2,637,1,2559877532,2514549090,176132087,194884528,194900912,2,1,8574919232,73389,73389,2,2,2,194884528,9,3,362223,16099324,2209310,54439,19532,2559877532,1317422,24441286,6626
25051.55,8,262144,64,162544,10710653770,64,39,140,1,585,1665012,15,42142,67,14487,128152320,1172,1,66,24326,878404,2,178118,585,35047880,25488320,3192292752,585,1090,2,1,2,2,637,1,3179585948,3134281740,231743591,243067147,243083531,2,1,10694954468,73389,73389,2,2,2,243067147,9,3,389808,17404332,2476061,62868,24260,3179585948,1602144,32573991,6626
30056.91,8,262144,64,218672,14408967278,64,39,149,1,585,2096076,15,57939,67,14487,129479580,1172,1,66,32572,878545,2,178118,585,44781375,25492142,4277100373,585,1090,2,1,2,2,637,1,4260274588,4215383692,258905080,327118982,327135366,2,1,14393235208,73389,73389,2,2,2,327118982,9,3,413912,18228303,2667955,72308,32506,4260274588,2023768,42115389,6626
35061.92,8,262144,64,268636,17701531114,64,39,157,1,585,2509753,15,72057,67,14487,130806840,1172,1,66,39912,878648,2,178118,585,54003437,25547876,5242956117,585,1090,2,1,2,2,637,1,5222474140,5177848651,290233157,401961738,401961738,2,1,17685595576,73389,73389,2,2,2,401945354,9,3,429715,18982148,2811832,80109,39846,5222474140,2429644,51193876,6626
40080.46,8,262144,64,286064,18849809984,64,39,160,1,585,2713507,15,76977,67,14487,131337744,1172,1,66,42474,957286,2,178118,585,59470511,29416806,5579993961,585,1090,2,1,2,2,637,1,5558149532,5513593621,380565729,428052753,428069137,2,1,18834321132,73389,73389,2,2,2,428052753,9,3,437713,20971880,3004408,89558,42408,5558149532,2623949,56467579,6626
45091.86,8,262144,64,294465,19403551278,64,39,162,1,585,2832621,15,79379,67,14487,131603196,1172,1,66,43709,1046648,2,178118,585,62833995,34276487,5742715657,585,1090,2,1,2,2,637,1,5720154524,5675489280,420064808,440650717,440650717,2,1,19388631548,73389,73389,2,2,2,440650717,9,3,445364,23264943,3137272,98216,43643,5720154524,2734405,59697479,6626
50096.56,8,262144,64,334802,22061145866,64,39,168,1,585,3193001,15,90654,67,14487,132399552,1172,1,66,49632,1066631,2,178118,585,71312560,36740992,6522055914,585,1090,2,1,2,2,637,1,6496493980,6452346656,481226279,501050594,501050594,2,1,22046226136,73389,73389,2,2,2,501050594,9,3,477009,24635186,3409474,109358,49566,6496493980,3083643,67903899,6626
55098.91,8,262144,64,398719,26272851316,64,39,179,1,585,3728020,15,108690,67,14487,133992264,1172,1,66,59020,1066933,2,178118,585,81714683,36783725,7757084350,585,1090,2,1,2,2,637,1,7726866844,7683518693,509727233,596760472,596776856,2,1,26257460768,73389,73389,2,2,2,596760472,9,3,499318,25628793,3624170,120424,58954,7726866844,3607596,78091252,6626
