timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5016.39,1,262144,64,53258,3509477096,64,44,121,585,642311,4,11343,67,49,125280612,1172,1,66,8270,72753,2,246,585,10403625,2358991,1079279665,585,276,2,1,2,2,311,1,1075093916,1029267449,28662099,79413448,79413448,2,1,3493470816,73389,73389,2,2,2,79397064,3,3,352114,2591224,1636477,14728,8204,1075093916,627583,8765346,4258
10028.46,1,262144,64,62953,4148311558,64,44,123,585,779182,4,14099,67,49,125546064,1172,1,66,9693,186575,2,246,585,14369576,6874520,1266609089,585,276,2,1,2,2,311,1,1261609372,1216017270,59416354,93934373,93934373,2,1,4133112412,73389,73389,2,2,2,93934373,3,3,361019,4882813,1820715,23501,9627,1261609372,755681,12546297,4258
15047.38,1,262144,64,69733,4595034706,64,44,124,585,879536,4,16000,67,49,125546064,1172,1,66,10692,285867,2,246,585,16513583,11297683,1398012675,585,276,2,1,2,2,311,1,1392419228,1346622040,78248134,104073022,104089406,2,1,4579212968,73389,73389,2,2,2,104073022,3,3,364255,7259129,1922028,33504,10626,1392419228,846032,14588774,4258
20057.12,1,262144,64,79042,5208294754,64,44,126,585,1008666,4,18651,67,49,125811516,1172,1,66,12058,470669,2,246,585,19626047,15918346,1577970930,585,276,2,1,2,2,311,1,1571594652,1525868241,155748504,118014474,118030858,2,1,5192636856,73389,73389,2,2,2,118014474,3,3,381307,9481037,2126177,46479,11992,1571594652,962187,17497559,4258
25075.15,1,262144,64,86815,5720626054,64,44,127,585,1122836,4,20826,67,49,126076968,1172,1,66,13201,630064,2,246,585,22145142,20469758,1728454829,585,276,2,1,2,2,311,1,1721409948,1675634436,236242169,129664325,129680709,2,1,5705230300,73389,73389,2,2,2,129664325,3,3,387770,12061419,2268951,58239,13135,1721409948,1064597,19873302,4258
30087.11,1,262144,64,92242,6078389410,64,44,128,585,1202031,4,22361,67,49,126318288,1172,1,66,13996,765493,2,246,585,24199918,25311204,1833145169,585,276,2,1,2,2,311,1,1825612188,1780187160,264905548,137798093,137798093,2,1,6063116092,73389,73389,2,2,2,137798093,3,3,391842,14823135,2344598,62687,13930,1825612188,1139344,21853388,4258
35241.79,1,262144,64,96531,6360800574,64,44,128,585,1262678,4,23529,67,49,126318288,1172,1,66,14627,994274,2,246,585,25345874,29846992,1916245640,585,276,2,1,2,2,311,1,1908318620,1862750828,309782914,144218018,144218018,2,1,6345592792,73389,73389,2,2,2,144218018,3,3,394609,17643465,2408969,66004,14561,1908318620,1196674,22935632,4258
40266.61,1,262144,64,100674,6633908934,64,44,129,585,1322836,4,24714,67,49,126571674,1172,1,66,15236,1379347,2,246,585,27187266,35723970,1996584598,585,276,2,1,2,2,311,1,1988272540,1942591884,359961167,150414600,150430984,2,1,6618242400,73389,73389,2,2,2,150414600,3,3,399774,20914502,2483432,69187,15171,1988272540,1253649,24702740,4258
45281.39,1,262144,64,105125,6927467834,64,44,130,585,1387316,4,25985,67,49,126837126,1172,1,66,15892,1603541,2,246,585,28786630,40934305,2082843993,585,276,2,1,2,2,311,1,2074124700,2028345072,423097731,157100543,157100543,2,1,6912423892,73389,73389,2,2,2,157100543,3,3,404903,24067651,2565463,72651,15826,2074124700,1314665,26220333,4258
50294.28,1,262144,64,109163,7193429462,64,44,131,585,1444004,4,27141,67,49,126837126,1172,1,66,16484,1836508,2,246,585,30366007,46296767,2160814307,585,276,2,1,2,2,311,1,2151719324,2106068399,487584716,163135444,163151828,2,1,7177959536,73389,73389,2,2,2,163135444,3,3,409639,27448941,2639205,75752,16418,2151719324,1368252,27726117,4258
