timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5008.94,262144,64,65907,4342966710,64,53,123,585,640214,3,14902,67,3,125546064,1172,1,66,10129,149978,2,14300,585,12025049,2274983,1323825045,585,336,2,1,2,2,312,1,1318756764,1272881909,27058666,98349417,98365801,2,1,4327374348,73389,73389,2,2,2,98349417,4,3,281538,2885659,1194809,17902,10063,1318756764,622312,10829003,3934
10068.52,262144,64,80742,5320236858,64,53,126,585,792980,3,19113,67,3,125811516,1172,1,66,12306,284653,2,14300,585,16042936,5511106,1610334255,585,336,2,1,2,2,312,1,1604100508,1558640915,55238548,120566060,120566060,2,1,5304185744,73389,73389,2,2,2,120549676,4,3,289194,5061846,1339733,24357,12240,1604100508,768623,14701670,3934
15094.29,262144,64,86702,5713220486,64,53,127,585,872032,3,20795,67,3,126076968,1172,1,66,13182,534818,2,14300,585,17911595,10647837,1725683647,585,336,2,1,2,2,312,1,1718919580,1673458060,105863154,129500485,129500485,2,1,5698021340,73389,73389,2,2,2,129500485,4,3,299730,7970943,1450826,28112,13116,1718919580,843920,16459347,3934
20143.80,262144,64,92565,6099557538,64,53,128,585,958461,3,22447,67,3,126318288,1172,1,66,14044,676493,2,14300,585,20220985,15989099,1839191815,585,336,2,1,2,2,312,1,1831903644,1786325105,132257176,138273229,138289613,2,1,6084022076,73389,73389,2,2,2,138273229,4,3,305876,10890795,1548848,35601,13978,1831903644,922860,18669697,3934
25166.46,262144,64,98400,6484083714,64,53,129,585,1037064,3,24095,67,3,126571674,1172,1,66,14902,855998,2,14300,585,22703696,21551043,1952173891,585,336,2,1,2,2,312,1,1944363420,1898766559,187431465,147021397,147021397,2,1,6468941468,73389,73389,2,2,2,147021397,4,3,307120,13761575,1630677,39573,14836,1944363420,997491,21070530,3934
30194.67,262144,64,104784,6904854606,64,53,130,585,1121844,3,25892,67,3,126837126,1172,1,66,15841,1031370,2,14300,585,24673609,26302373,2075813738,585,336,2,1,2,2,312,1,2067440028,2021760005,205441651,156586606,156586606,2,1,6889810664,73389,73389,2,2,2,156586606,4,3,307701,16420306,1699801,43641,15775,2067440028,1078203,22971344,3934
35243.36,262144,64,111589,7353216154,64,53,131,585,1211519,3,27803,67,3,126837126,1172,1,66,16840,1140968,2,14300,585,27658415,31782314,2207351209,585,336,2,1,2,2,312,1,2198380956,2152826959,288302458,166774407,166774407,2,1,7338073908,73389,73389,2,2,2,166774407,4,3,313308,18951241,1835644,48216,16774,2198380956,1163303,25820106,3934
40269.14,262144,64,117208,7723586554,64,53,132,585,1290952,3,29388,67,3,127102578,1172,1,66,17667,1283212,2,14300,585,29968295,36658218,2316255138,585,336,2,1,2,2,312,1,2306777500,2261094910,338179591,175178511,175194895,2,1,7707854484,73389,73389,2,2,2,175178511,4,3,320544,21631402,1933643,52771,17602,2306777500,1238181,28032846,3934
45299.98,262144,64,122645,8081763950,64,53,133,585,1374359,3,30927,67,3,127102578,1172,1,66,18466,1469082,2,14300,585,32330602,41946645,2421478017,585,336,2,1,2,2,312,1,2411504028,2365736277,412912107,183339014,183339014,2,1,8066916616,73389,73389,2,2,2,183339014,4,3,330133,24253490,2058969,63474,18401,2411504028,1310885,30269639,3934
50323.28,262144,64,129122,8508629690,64,53,134,585,1462285,3,32748,67,3,127368030,1172,1,66,19416,1603832,2,14300,585,34614383,46915072,2546696108,585,336,2,1,2,2,312,1,2536153500,2490551240,479237514,193027103,193043487,2,1,8493192532,73389,73389,2,2,2,193027103,4,3,334554,26729736,2161055,68234,19351,2536153500,1394051,32451753,3934
