timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5010.55,2,262144,64,67473,4446126990,64,41,124,585,648342,5,15336,67,55,125546064,1172,1,66,10358,60638,2,12971,585,13088710,2176472,1353963408,585,326,2,1,2,2,336,1,1348772252,1303130897,29688458,100696203,100696203,2,1,4430632932,73389,73389,2,2,2,100696203,5,3,286536,2751703,1223851,17761,10292,1348772252,630581,11863810,3832
10015.78,2,262144,64,115868,7635237410,64,41,132,585,1040834,5,29000,67,55,127102578,1172,1,66,17469,61750,2,12971,585,23485225,2250798,2289533942,585,326,2,1,2,2,336,1,2280825244,2235285754,61992950,173183981,173183981,2,1,7619374268,73389,73389,2,2,2,173167597,5,3,319040,3572169,1445309,27722,17403,2280825244,1013112,22038963,3832
15043.43,2,262144,64,126998,8368634870,64,41,134,585,1177344,5,32169,67,55,127368030,1172,1,66,19105,146344,2,12971,585,26947070,6587345,2504878759,585,326,2,1,2,2,336,1,2495259036,2449609231,120443610,189846892,189863276,2,1,8353263248,73389,73389,2,2,2,189846892,5,3,329023,5926595,1598438,33376,19039,2495259036,1143968,25348192,3832
20069.55,2,262144,64,132980,8762529386,64,41,135,585,1261749,5,33855,67,55,127368030,1172,1,66,19985,413276,2,12971,585,28741008,11484632,2620753934,585,326,2,1,2,2,336,1,2610602396,2564820340,154604702,198793827,198810211,2,1,8746928388,73389,73389,2,2,2,198793827,5,3,337541,8710463,1702824,37224,19919,2610602396,1224525,27038351,3832
25094.48,2,262144,64,138282,9111859422,64,41,135,585,1337247,5,35301,67,55,127368030,1172,1,66,20760,562685,2,12971,585,30474489,16265241,2722945917,585,326,2,1,2,2,336,1,2712314268,2666923346,184784237,206733146,206749530,2,1,9096258424,73389,73389,2,2,2,206733146,5,3,345455,11494001,1804305,45003,20695,2712314268,1292244,28670119,3832
30136.77,2,262144,64,144028,9490818346,64,41,136,585,1418138,5,36921,67,55,127621416,1172,1,66,21607,743262,2,12971,585,33205515,21765238,2834350377,585,326,2,1,2,2,336,1,2823201180,2777708444,231750796,215356275,215356275,2,1,9474955204,73389,73389,2,2,2,215339891,5,3,352689,14325825,1914499,50088,21541,2823201180,1368050,31290587,3832
35157.20,2,262144,64,150381,9909292170,64,41,138,585,1504700,5,38744,67,55,127886868,1172,1,66,22541,920080,2,12971,585,35220606,26598156,2957332075,585,326,2,1,2,2,336,1,2945622428,2900027227,306973319,224858107,224874491,2,1,9893756708,73389,73389,2,2,2,224858107,5,3,360114,16884891,2006554,54336,22475,2945622428,1450364,33214059,3832
40182.01,2,262144,64,157140,10354639062,64,41,139,585,1597703,5,40662,67,55,128152320,1172,1,66,23533,1096514,2,12971,585,37228197,31441182,3087948246,585,326,2,1,2,2,336,1,3075645852,3030194636,354637872,234988564,234988564,2,1,10338775920,73389,73389,2,2,2,234972180,5,3,368015,19560095,2109954,60494,23467,3075645852,1537209,35118395,3832
45194.62,2,262144,64,163175,10752272438,64,41,140,585,1680999,5,42363,67,55,128152320,1172,1,66,24419,1245158,2,12971,585,39763104,36732354,3204615113,585,326,2,1,2,2,336,1,3191775644,3146483940,467414357,244023452,244023452,2,1,10736310992,73389,73389,2,2,2,244007068,5,3,374363,22153647,2225932,64426,24353,3191775644,1616573,37536950,3832
50210.78,2,262144,64,169019,11137388438,64,41,141,585,1761609,5,44013,67,55,128417772,1172,1,66,25278,1330152,2,12971,585,41849733,42111022,3317730240,585,326,2,1,2,2,336,1,3304366492,3258972064,526592268,252771620,252788004,2,1,11121951280,73389,73389,2,2,2,252771620,5,3,379410,24691764,2314553,68174,25212,3304366492,1693435,39535144,3832
55233.79,2,262144,64,176313,11617797090,64,41,142,585,1864995,5,46058,67,55,128417772,1172,1,66,26351,1477837,2,12971,585,44318294,47083164,3459008312,585,326,2,1,2,2,336,1,3445006748,3399419521,609983661,263696701,263696701,2,1,11602654844,73389,73389,2,2,2,263696701,5,3,387164,27399052,2433503,80106,26285,3445006748,1784889,41885087,3832
60240.21,2,262144,64,214626,14142481362,64,41,148,585,2167056,5,56803,67,55,129479580,1172,1,66,31978,1485043,2,12971,585,54075950,48452371,4199232783,585,326,2,1,2,2,336,1,4182417820,4137444044,651351158,321067697,321084081,2,1,14126978668,73389,73389,2,2,2,321067697,5,3,408951,28429216,2651470,89495,31912,4182417820,2077561,51424628,3832
65248.14,2,262144,64,258789,17052481794,64,41,156,585,2518321,5,69312,67,55,130541388,1172,1,66,38464,1486713,2,12971,585,65628611,48616763,5052598537,585,326,2,1,2,2,336,1,5032550812,4988129418,677337246,387197212,387213596,2,1,17036677328,73389,73389,2,2,2,387197212,5,3,421832,29206645,2840900,99979,38398,5032550812,2418342,62788468,3832
70255.68,2,262144,64,301952,19896608378,64,41,163,585,2859812,5,81472,67,55,131603196,1172,1,66,44809,1492081,2,12971,585,76094248,48786434,5887548048,585,326,2,1,2,2,336,1,5864333724,5819675170,710598588,451854326,451854326,2,1,19880869448,73389,73389,2,2,2,451837942,5,3,433755,29997085,3010676,109826,44743,5864333724,2749986,73084271,3832
75261.33,2,262144,64,346776,22850121162,64,41,170,585,3214939,5,94083,67,55,132665004,1172,1,66,51390,1494652,2,12971,585,86127690,49061423,6753401074,585,326,2,1,2,2,336,1,6726918556,6682971390,776602710,518964722,518981106,2,1,22834447768,73389,73389,2,2,2,518964722,5,3,454405,30772711,3183502,119427,51324,6726918556,3095512,82945119,3832
80267.31,2,262144,64,397545,26195381148,64,41,179,585,3641633,5,108423,67,55,133992264,1172,1,66,58847,1496238,2,12971,585,97830177,49135349,7734514303,585,326,2,1,2,2,336,1,7704322460,7660935571,809494891,594995318,595011702,2,1,26179793992,73389,73389,2,2,2,594995318,5,3,485956,31636127,3405067,130039,58781,7704322460,3511594,94426326,3832
