timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5071.37,10,262144,64,25314,1668051936,64,44,117,0,585,410922,6,3488,67,18191,124484256,1172,1,66,4164,2520987,2,239224,585,5083781,20337634,539369293,585,1020,2,1,2,2,540,1,536912284,490865984,34496791,37552450,37568834,2,1,1652307800,73389,73389,2,2,2,37552450,7,3,204349,16394668,1171603,15033,4098,536912284,395889,3912548,8589
10087.60,10,262144,64,35124,2314676424,64,44,118,0,585,536487,6,6234,67,18191,124749708,1172,1,66,5607,2616552,2,239224,585,7690202,24613536,729326757,585,1020,2,1,2,2,540,1,726049180,679910241,59391160,52251440,52267824,2,1,2299063360,73389,73389,2,2,2,52251440,7,3,222001,18777938,1335042,20443,5541,726049180,516044,6355471,8589
15105.96,10,262144,64,52680,3471597288,64,44,121,0,585,712022,6,11187,67,18191,125280612,1172,1,66,8185,2701115,2,239224,585,11298589,27938234,1068589606,585,1020,2,1,2,2,540,1,1063952796,1018136760,110850638,78545096,78561480,2,1,3455984224,73389,73389,2,2,2,78545096,7,3,232906,20787358,1470976,29152,8119,1063952796,682870,9826858,8589
20285.04,10,262144,64,60198,3966698070,64,44,122,0,585,839456,6,13293,67,18191,125280612,1172,1,66,9291,2879905,2,239224,585,14528636,33094013,1214213576,585,1020,2,1,2,2,540,1,1208918428,1162866974,158377672,89797857,89814241,2,1,3951105708,73389,73389,2,2,2,89797857,7,3,241793,23226152,1626950,34147,9225,1208918428,805309,12900591,8589
25307.19,10,262144,64,66022,4350503350,64,44,123,0,585,924640,6,14936,67,18191,125546064,1172,1,66,10145,2982143,2,239224,585,16518543,37972122,1326672690,585,1020,2,1,2,2,540,1,1320853916,1275102014,184310177,98529641,98529641,2,1,4335304204,73389,73389,2,2,2,98529641,7,3,250350,25963830,1734199,38778,10079,1320853916,885862,14783685,8589
30318.36,10,262144,64,72520,4778479894,64,44,124,0,585,1020233,6,16757,67,18191,125546064,1172,1,66,11099,3193375,2,239224,585,19210784,42694458,1452287150,585,1020,2,1,2,2,540,1,1445896604,1400256445,220047123,108252657,108252657,2,1,4762396012,73389,73389,2,2,2,108236273,7,3,256277,28562705,1849931,48225,11033,1445896604,972008,17360006,8589
35335.56,10,262144,64,79474,5236871758,64,44,126,0,585,1114179,6,18768,67,18191,125811516,1172,1,66,12122,3325954,2,239224,585,22939456,48203450,1586982535,585,1020,2,1,2,2,540,1,1579983260,1534230192,348085105,118659483,118675867,2,1,5221017252,73389,73389,2,2,2,118659483,7,3,269538,31021850,1974094,52702,12056,1579983260,1061477,20964913,8589
40340.86,10,262144,64,113802,7499043678,64,44,131,0,585,1399527,6,28387,67,18191,126837126,1172,1,66,17166,3351210,2,239224,585,30537498,49988298,2250642395,585,1020,2,1,2,2,540,1,2241110428,2195439665,407722898,170085690,170102074,2,1,7483770360,73389,73389,2,2,2,170085690,7,3,285018,32280761,2146089,61604,17100,2241110428,1337923,28390760,8589
45346.07,10,262144,64,160826,10597532018,64,44,139,0,585,1779770,6,41653,67,18191,128152320,1172,1,66,24075,3353258,2,239224,585,41617806,50108888,3159651362,585,1020,2,1,2,2,540,1,3146686876,3101217524,432958022,240507369,240507369,2,1,10581603340,73389,73389,2,2,2,240490985,7,3,299262,33112788,2362129,72618,24009,3146686876,1707152,39255539,8589
50365.93,10,262144,64,175584,11569755894,64,44,142,0,585,1935994,6,45858,67,18191,128417772,1172,1,66,26241,3426161,2,239224,585,46166066,53903292,3444845196,585,1020,2,1,2,2,540,1,3430719900,3385374992,512715607,262592940,262609324,2,1,11554089360,73389,73389,2,2,2,262592940,7,3,301186,35319997,2503463,78627,26176,3430719900,1857367,43662510,8589
