timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5013.09,6,262144,64,61377,4044495918,64,41,123,1,585,710128,15,13614,67,45,125546064,1172,1,66,9463,280367,2,177890,585,11686647,7916168,1236373899,585,1094,2,1,2,2,850,1,1231462812,1185636913,30444892,91563011,91579395,2,1,4028772484,73389,73389,2,2,2,91563011,15,3,333210,6670388,1573478,22929,9397,1231462812,687199,10113221,15988
10017.81,6,262144,64,117188,7722275834,64,41,132,1,585,1169611,15,29382,67,45,127102578,1172,1,66,17663,284502,2,177890,585,21169555,8163205,2315232297,585,1094,2,1,2,2,850,1,2306253212,2260721840,77515908,175162127,175162127,2,1,7706412692,73389,73389,2,2,2,175145743,15,3,365139,7590049,1774641,32644,17597,2306253212,1136967,19395131,15988
15031.32,6,262144,64,166922,10999163090,64,41,140,1,585,1594636,15,43386,67,45,128152320,1172,1,66,24973,285375,2,177890,585,31350523,8456002,3276988314,585,1094,2,1,2,2,850,1,3264389532,3218627656,109100996,249624177,249640561,2,1,10983463788,73389,73389,2,2,2,249624177,15,3,386412,8483488,1959222,41450,24907,3264389532,1553186,29391517,15988
20048.92,6,262144,64,177105,11670232506,64,41,142,1,585,1752459,15,46272,67,45,128417772,1172,1,66,26467,349498,2,177890,585,35143557,13080246,3473660848,585,1094,2,1,2,2,850,1,3460211100,3414740690,193335903,264888415,264888415,2,1,11655090260,73389,73389,2,2,2,264888415,15,3,397339,10786330,2135164,65558,26401,3460211100,1686901,33008348,15988
25060.49,6,262144,64,184588,12163292914,64,41,143,1,585,1856611,15,48368,67,45,128683224,1172,1,66,27565,560531,2,177890,585,37279760,17551752,3618227535,585,1094,2,1,2,2,850,1,3604128156,3558937493,235669780,276089865,276089865,2,1,12147954060,73389,73389,2,2,2,276089865,15,3,407692,13208570,2259085,70559,27499,3604128156,1786052,35019865,15988
30093.56,6,262144,64,189639,12496173414,64,41,144,1,585,1938703,15,49802,67,45,128948676,1172,1,66,28307,758088,2,177890,585,38370512,21947614,3715946830,585,1094,2,1,2,2,850,1,3701383580,3656194813,245944209,283660544,283660544,2,1,12481063936,73389,73389,2,2,2,283660544,15,3,409668,16033225,2328260,84582,28241,3701383580,1854121,36040258,15988
35125.13,6,262144,64,194595,12822562542,64,41,145,1,585,2013673,15,51207,67,45,128948676,1172,1,66,29034,904182,2,177890,585,40197442,27481771,3811691061,585,1094,2,1,2,2,850,1,3796672924,3751618213,304152199,291061350,291077734,2,1,12806699400,73389,73389,2,2,2,291061350,15,3,414074,18952388,2405203,91844,28969,3796672924,1921829,37790264,15988
40138.51,6,262144,64,199827,13167570510,64,41,146,1,585,2084920,15,52689,67,45,129214128,1172,1,66,29803,1236058,2,177890,585,42123039,32744766,3912961464,585,1094,2,1,2,2,850,1,3897467292,3852428915,365220696,298908398,298924782,2,1,13151969512,73389,73389,2,2,2,298908398,15,3,416471,21875087,2497427,95726,29737,3897467292,1989194,39623277,15988
45169.95,6,262144,64,204566,13479641798,64,41,147,1,585,2151942,15,54036,67,45,129214128,1172,1,66,30499,1483591,2,177890,585,44305909,38274660,4004620776,585,1094,2,1,2,2,850,1,3988693404,3943672141,413535772,305991875,306014292,2,1,13463642500,73389,73389,2,2,2,305991875,15,3,421477,25162916,2593735,99363,30433,3988693404,2052579,41709966,15988
50180.09,6,262144,64,209187,13784172894,64,41,147,1,585,2215228,15,55296,67,45,129214128,1172,1,66,31178,1688787,2,177890,585,45736266,42967792,4094043537,585,1094,2,1,2,2,850,1,4077691292,4032716270,443509245,312931770,312931770,2,1,13768997880,73389,73389,2,2,2,312931770,15,3,424133,28152469,2667457,102882,31112,4077691292,2112346,43065970,15988
55200.28,6,262144,64,214918,14161883326,64,41,148,2,585,2292271,15,56913,67,45,129479580,1172,1,66,32019,1800470,2,177890,585,47546975,47506399,4204795298,585,1094,2,1,2,2,850,1,4187922844,4143142874,508631394,321516098,321516098,2,1,14146708312,73389,73389,2,2,2,321516098,15,3,426201,30629679,2747411,106841,31953,4187922844,2185430,44797195,15988
60205.46,6,262144,64,235099,15491704942,64,41,152,3,585,2481253,15,62613,67,45,130010484,1172,1,66,34986,1877469,2,177890,585,52645111,51535036,4595233688,585,1094,2,1,2,2,850,1,4576813468,4531932001,676959217,351719053,351735437,2,1,15475638332,73389,73389,2,2,2,351719053,15,3,448916,32532187,2926502,113799,34920,4576813468,2367454,49716073,15988
65218.75,6,262144,64,256068,16873361982,64,41,155,3,585,2699929,15,68518,67,45,130541388,1172,1,66,38064,1929417,2,177890,585,58373424,54757036,5000275592,585,1094,2,1,2,2,850,1,4980253084,4935797369,712347411,383124073,383140457,2,1,16857459212,73389,73389,2,2,2,383124073,15,3,465342,34263505,3112130,125165,37998,4980253084,2574764,55258411,15988
70224.06,6,262144,64,282992,18647409518,64,41,160,3,585,2952154,15,76086,67,45,131337744,1172,1,66,42021,1975130,2,177890,585,66179362,58722895,5520957213,585,1094,2,1,2,2,850,1,5498904988,5454401591,940834358,423457485,423473869,2,1,18632129340,73389,73389,2,2,2,423457485,15,3,490629,35869591,3333437,134693,41956,5498904988,2817461,62842626,15988
75229.41,6,262144,64,331293,21830118234,64,41,168,3,585,3336695,15,89741,67,45,132399552,1172,1,66,49116,1976867,2,177890,585,76752254,58777818,6454427051,585,1094,2,1,2,2,850,1,6428860828,6384858320,965798884,495783582,495799966,2,1,21814477608,73389,73389,2,2,2,495783582,15,3,514254,36690924,3551667,145556,49050,6428860828,3191139,73197757,15988
80239.75,6,262144,64,347079,22870244022,64,41,170,3,585,3508320,15,94167,67,45,132665004,1172,1,66,51434,2042950,2,177890,585,80874382,62368936,6759500205,585,1094,2,1,2,2,850,1,6732685724,6688822577,983873118,519429507,519445891,2,1,22854898308,73389,73389,2,2,2,519429507,15,3,517224,38598428,3709573,152706,51368,6732685724,3355614,77161354,15988
85248.64,6,262144,64,359361,23679404406,64,41,173,3,585,3655126,15,97662,67,45,132930456,1172,1,66,53238,2134017,2,177890,585,84990205,67242008,6997090400,585,1094,2,1,2,2,850,1,6969270684,6925379813,1035340671,537818771,537835155,2,1,23664025924,73389,73389,2,2,2,537818771,15,3,525385,40753516,3919865,159074,53173,6969270684,3496052,81067694,15988
90254.26,6,262144,64,376076,24780956108,64,41,175,3,585,3838269,15,102348,67,45,133461360,1172,1,66,55695,2207968,2,177890,585,90592399,72839044,7320319917,585,1094,2,1,2,2,850,1,7291183516,7247417917,1362197528,562861210,562861210,2,1,24765172344,73389,73389,2,2,2,562844826,15,3,546109,42693926,4165847,168908,55629,7291183516,3669361,86424820,15988
