timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5043.67,9,262144,64,37792,2490322828,64,39,119,0,585,497104,2,7017,67,16604,124749708,1172,1,66,5998,266634,2,194288,585,7837454,9917338,780520506,585,1036,2,1,2,2,519,1,777298332,731244308,33920785,56242659,56259043,2,1,2474676996,73389,73389,2,2,2,56242659,8,3,214772,7743236,1160645,29425,5932,777298332,467679,6675185,6534
10075.07,9,262144,64,45759,3015368112,64,39,120,0,585,606228,2,9245,67,16604,125015160,1172,1,66,7169,387930,2,194288,585,10768898,14687595,934694151,585,1036,2,1,2,2,519,1,930783644,884778220,66972585,68187422,68187422,2,1,3000246568,73389,73389,2,2,2,68187422,8,3,223520,10281370,1295894,34415,7103,930783644,571813,9471444,6534
15101.67,9,262144,64,52029,3428667900,64,39,121,0,585,691078,2,11010,67,16604,125280612,1172,1,66,8091,568703,2,194288,585,12793917,19176595,1056102019,585,1036,2,1,2,2,519,1,1051632028,1005643423,93792642,77572407,77588791,2,1,3413185908,73389,73389,2,2,2,77572407,8,3,229429,12952653,1409053,38673,8025,1051632028,652405,11383777,6534
20123.98,9,262144,64,58169,3832929170,64,39,122,0,585,773453,2,12740,67,16604,125280612,1172,1,66,8990,758757,2,194288,585,14756714,23819976,1174483198,585,1036,2,1,2,2,519,1,1169465756,1123820192,163325618,86765102,86765102,2,1,3817664488,73389,73389,2,2,2,86765102,8,3,234478,15793112,1508797,42747,8924,1169465756,730706,13246320,6534
25146.78,9,262144,64,65647,4325927350,64,39,123,0,585,888885,2,14832,67,16604,125546064,1172,1,66,10090,867091,2,194288,585,16993451,28668170,1319312472,585,1036,2,1,2,2,519,1,1313644956,1267901643,208482699,97972585,97972585,2,1,4310072844,73389,73389,2,2,2,97956201,8,3,236047,18112670,1595458,62948,10024,1313644956,825937,15397117,6534
30152.74,9,262144,64,89546,5900666678,64,39,127,0,585,1106847,2,21566,67,16604,126076968,1172,1,66,13602,976074,2,194288,585,23173999,32088636,1781441877,585,1036,2,1,2,2,519,1,1773969820,1728227080,248806673,133751689,133768073,2,1,5885074316,73389,73389,2,2,2,133751689,8,3,250753,19982241,1768631,70560,13536,1773969820,1036287,21404306,6534
35157.94,9,262144,64,134980,8894397742,64,39,135,0,585,1465846,2,34357,67,16604,127368030,1172,1,66,20277,977929,2,194288,585,34548837,32642399,2659656717,585,1036,2,1,2,2,519,1,2648875420,2603333249,309672083,201793814,201810198,2,1,8878927816,73389,73389,2,2,2,201793814,8,3,279001,20783520,2002054,80846,20211,2648875420,1385000,32545515,6534
40169.17,9,262144,64,161073,10613984862,64,39,139,0,585,1703608,2,41736,67,16604,128152320,1172,1,66,24111,1062088,2,194288,585,41473755,35204130,3164143237,585,1036,2,1,2,2,519,1,3151405468,3105974551,350343579,240873850,240890234,2,1,10598449400,73389,73389,2,2,2,240873850,8,3,293842,22478105,2167589,88686,24045,3151405468,1614922,39304435,6534
45181.70,9,262144,64,167923,11065030078,64,39,140,0,585,1798657,2,43659,67,16604,128152320,1172,1,66,25117,1165674,2,194288,585,43989514,40046037,3296597334,585,1036,2,1,2,2,519,1,3283263900,3237912164,459929174,251121154,251137538,2,1,11049330776,73389,73389,2,2,2,251121154,8,3,306841,25333110,2324328,94041,25051,3283263900,1704616,41663278,6534
50201.84,9,262144,64,174009,11466271242,64,39,141,0,585,1903809,2,45372,67,16604,128417772,1172,1,66,26012,1284281,2,194288,585,46383237,45542113,3414447612,585,1036,2,1,2,2,519,1,3400573340,3355166038,550759777,260252187,260252187,2,1,11450375332,73389,73389,2,2,2,260235803,8,3,313350,27861771,2437865,120032,25946,3400573340,1783777,43944401,6534
55211.73,9,262144,64,180672,11905326678,64,39,143,0,585,1990873,2,47298,67,16604,128683224,1172,1,66,26991,1419453,2,194288,585,48054289,50047130,3543351837,585,1036,2,1,2,2,519,1,3528892828,3483530598,566184252,270226996,270226996,2,1,11889266928,73389,73389,2,2,2,270210612,8,3,316629,30314242,2535957,124551,26925,3528892828,1866322,45516173,6534
60239.04,9,262144,64,191531,12620963882,64,39,144,0,585,2131329,2,50318,67,16604,128948676,1172,1,66,28585,1559504,2,194288,585,51766293,54884723,3753182130,585,1036,2,1,2,2,519,1,3737821596,3692669410,644614118,286496691,286496691,2,1,12605854404,73389,73389,2,2,2,286496691,8,3,328401,32550057,2706161,142105,28519,3737821596,1989224,49058652,6534
65255.87,9,262144,64,198573,13084857462,64,39,146,0,585,2222645,2,52347,67,16604,129214128,1172,1,66,29619,1674636,2,194288,585,53896409,59351696,3889454363,585,1036,2,1,2,2,519,1,3873481116,3828243424,692808538,297028556,297044940,2,1,13069256464,73389,73389,2,2,2,297028556,8,3,329787,35043292,2779777,146634,29554,3873481116,2076011,51115041,6534
70261.54,9,262144,64,217313,14319372950,64,39,149,0,585,2409462,2,57601,67,16604,129479580,1172,1,66,32370,1725632,2,194288,585,59752909,63900703,4251220301,585,1036,2,1,2,2,519,1,4233798044,4189215383,922915262,325091684,325091684,2,1,14304034096,73389,73389,2,2,2,325091684,8,3,348778,36960345,2987631,154623,32304,4233798044,2254839,56763365,6534
75266.44,9,262144,64,268473,17690848746,64,39,157,0,585,2822873,2,71992,67,16604,130806840,1172,1,66,39890,1726536,2,194288,585,70328055,64051786,5240744588,585,1036,2,1,2,2,519,1,5219590556,5174765236,947982797,401715978,401715978,2,1,17674782136,73389,73389,2,2,2,401699594,8,3,369434,37780595,3199898,164915,39824,5219590556,2657958,67126467,6534
80270.92,9,262144,64,316718,20869621994,64,39,165,0,585,3212545,2,85611,67,16604,131868648,1172,1,66,46977,1727198,2,194288,585,80163326,64101165,6173160227,585,1036,2,1,2,2,519,1,6148497820,6104097185,981077381,473954122,473970506,2,1,20853981368,73389,73389,2,2,2,473954122,8,3,385096,38539880,3351878,173850,46911,6148497820,3038695,76808560,6534
85292.82,9,262144,64,355999,23457745114,64,39,172,0,585,3536953,2,96710,67,16604,132930456,1172,1,66,52744,1749234,2,194288,585,89640358,64745901,6931933179,585,1036,2,1,2,2,519,1,6904390044,6860599376,1008271179,532791486,532791486,2,1,23442825384,73389,73389,2,2,2,532791486,8,3,397602,39564025,3514459,181995,52678,6904390044,3354958,86123462,6534
90302.42,9,262144,64,363444,23948580606,64,39,173,0,585,3634901,2,98793,67,16604,133195908,1172,1,66,53838,1885611,2,194288,585,92081414,69377839,7075965601,585,1036,2,1,2,2,519,1,7047782812,7004081447,1059421717,543933433,543949817,2,1,23933071052,73389,73389,2,2,2,543933433,8,3,399595,42228150,3617294,186737,53772,7047782812,3448164,88461047,6534
