timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5009.25,262144,64,72758,4794342914,64,39,124,585,762246,1,16827,67,31,125546064,1172,1,66,11134,46698,2,3821,585,12239719,1128466,1456036669,585,274,2,1,2,2,337,1,1450484124,1404870487,29797337,108602754,108619138,2,1,4778521176,73389,73389,2,2,2,108602754,5,3,333357,2162855,1591956,15099,11068,1450484124,747147,10646663,3536
10014.53,262144,64,127442,8397732854,64,39,134,585,1246540,1,32235,67,31,127368030,1172,1,66,19170,47049,2,3821,585,22093970,1149580,2513342546,585,274,2,1,2,2,337,1,2503778716,2458175277,52860029,190502252,190518636,2,1,8382099088,73389,73389,2,2,2,190502252,5,3,358051,3026774,1799972,24065,19104,2503778716,1222475,20292537,3536
15019.92,262144,64,186098,12262783178,64,39,144,585,1735950,1,48762,67,31,128683224,1172,1,66,27788,47627,2,3821,585,32109852,1155174,3647193502,585,274,2,1,2,2,337,1,3633357212,3587978542,83544794,278354731,278354731,2,1,12247608164,73389,73389,2,2,2,278354731,5,3,389607,3924612,2013520,34104,27722,3633357212,1701846,30094785,3536
20029.15,262144,64,218760,14414734446,64,39,149,585,2045100,1,58017,67,31,129479580,1172,1,66,32584,81250,2,3821,585,38031822,2688951,4278254014,585,274,2,1,2,2,337,1,4261978524,4217071936,121465854,327250054,327266438,2,1,14399002376,73389,73389,2,2,2,327250054,5,3,407049,5298795,2226244,48338,32518,4261978524,1996762,35803244,3536
25033.94,262144,64,244895,16137146474,64,39,153,585,2300029,1,65364,67,31,130275936,1172,1,66,36425,119035,2,3821,585,45386030,5725815,4783543037,585,274,2,1,2,2,337,1,4765295004,4720552945,226776579,366395626,366412010,2,1,16121407544,73389,73389,2,2,2,366395626,5,3,429512,6750688,2460459,57009,36359,4765295004,2243020,42922504,3536
30040.19,262144,64,297840,19625797086,64,39,162,585,2746213,1,80298,67,31,131603196,1172,1,66,44204,119546,2,3821,585,55124380,6083352,5807127128,585,274,2,1,2,2,337,1,5785035164,5740443496,279598120,445688353,445704737,2,1,19610287532,73389,73389,2,2,2,445688353,5,3,465285,7601376,2648090,65952,44138,5785035164,2680261,52472508,3536
35044.58,262144,64,353920,23320964866,64,39,172,585,3230887,1,96131,67,31,132930456,1172,1,66,52440,122674,2,3821,585,65780547,6234592,6890700196,585,274,2,1,2,2,337,1,6864544156,6820587039,323649677,529682844,529682844,2,1,23305324240,73389,73389,2,2,2,529666460,5,3,492427,8536379,2858176,76066,52374,6864544156,3154821,62918096,3536
40062.04,262144,64,375827,24764372192,64,39,175,585,3460671,1,102282,67,31,133461360,1172,1,66,55656,201297,2,3821,585,70389269,9181114,7314024165,585,274,2,1,2,2,337,1,7286202780,7242520968,348455609,562478345,562494729,2,1,24749047180,73389,73389,2,2,2,562478345,5,3,500400,10458512,2992720,83383,55591,7286202780,3377288,67390942,3536
45099.20,262144,64,383664,25280897796,64,39,177,585,3571204,1,104526,67,31,133726812,1172,1,66,56808,323368,2,3821,585,74474361,14352819,7465564827,585,274,2,1,2,2,337,1,7437066652,7393624675,425673481,574218308,574218308,2,1,25265605552,73389,73389,2,2,2,574218308,5,3,511901,12835611,3161429,88491,56742,7437066652,3482713,71307822,3536
50219.78,262144,64,389184,25644780132,64,39,178,585,3647610,1,106088,67,31,133992264,1172,1,66,57618,479406,2,3821,585,76166211,19011941,7572233126,585,274,2,1,2,2,337,1,7543234972,7499919579,454232845,582491340,582491340,2,1,25629618960,73389,73389,2,2,2,582491340,5,3,518360,15410175,3251470,92480,57552,7543234972,3555130,72909026,3536
