timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5181.07,21,262144,64,23995,1581344500,43,44,116,585,602377,12,3090,46,124484256,1172,1,45,3951,792925,2,578846,585,4233663,16035711,514046009,585,1715,2,1,2,2,1240,1,511746460,465511837,29555812,35588529,35604913,2,1,1565895276,73389,73389,2,2,2,35588529,21,3,39540,12655272,599016,26015,3906,511746460,576362,3634461,9026
10199.53,21,262144,64,29078,1916056700,43,44,117,585,680317,12,4532,46,124484256,1172,1,45,4696,1110689,2,578846,585,5614516,20615609,612289860,585,1715,2,1,2,2,1240,1,609526172,563380574,47820666,43202327,43202327,2,1,1900902388,73389,73389,2,2,2,43202327,21,3,39678,15434729,663052,33513,4652,609526172,646804,4950805,9026
15223.14,21,262144,64,33838,2229866224,43,44,118,585,748672,12,5883,46,124749708,1172,1,45,5397,1314176,2,578846,585,7092366,25614164,704610517,585,1715,2,1,2,2,1240,1,701407644,655126479,88151510,50322446,50338830,2,1,2214187624,73389,73389,2,2,2,50322446,21,3,39938,18534300,726731,36965,5353,701407644,711707,6365405,9026
20235.51,21,262144,64,38668,2547997816,43,44,119,585,818000,12,7257,46,124749708,1172,1,45,6105,1646863,2,578846,585,8441865,30348231,797721509,585,1715,2,1,2,2,1240,1,794075548,748057894,144293804,57559412,57575796,2,1,2532614128,73389,73389,2,2,2,57559412,21,3,41009,21403881,796522,40555,6060,794075548,777445,7645656,9026
25254.06,21,262144,64,43599,2873013996,43,44,120,585,888084,12,8655,46,125015160,1172,1,45,6831,1890120,2,578846,585,10747957,35844289,893332108,585,1715,2,1,2,2,1240,1,889233820,843160293,186720975,64941675,64958059,2,1,2857433700,73389,73389,2,2,2,64941675,21,3,41888,24401867,882489,44258,6786,889233820,843826,9865802,9026
30278.84,21,262144,64,50509,3328522276,43,44,121,585,980028,12,10593,46,125280612,1172,1,45,7845,2117067,2,578846,585,13125023,41232450,1026840975,585,1715,2,1,2,2,1240,1,1022140828,976369461,249739100,75299349,75299349,2,1,3312450460,73389,73389,2,2,2,75282965,21,3,47077,26953764,986906,48651,7800,1022140828,931377,12138499,9026
35290.15,21,262144,64,81849,5393316114,43,44,126,585,1276559,12,19416,46,125811516,1172,1,45,12450,2146510,2,578846,585,20145603,43692761,1632642409,585,1715,2,1,2,2,1240,1,1625596316,1579973616,371001065,122216526,122232910,2,1,5377527144,73389,73389,2,2,2,122216526,21,3,71612,28474473,1209621,57704,12405,1625596316,1218855,18936150,9026
40311.09,21,262144,64,94097,6200489594,43,44,128,585,1426219,12,22866,46,126318288,1172,1,45,14248,2215333,2,578846,585,24779591,48458488,1869578906,585,1715,2,1,2,2,1240,1,1861525916,1815862858,462808979,140562671,140579055,2,1,6184757524,73389,73389,2,2,2,140562671,21,3,86178,30534334,1450444,64895,14204,1861525916,1361324,23329675,9026
45316.53,21,262144,64,135889,8954235418,43,44,135,585,1770080,12,34612,46,127368030,1172,1,45,20390,2222654,2,578846,585,34351615,49336818,2677543590,585,1715,2,1,2,2,1240,1,2666439068,2620904706,489792960,203159719,203176103,2,1,8939027636,73389,73389,2,2,2,203159719,21,3,113911,31543815,1654522,74521,20345,2666439068,1695559,32697492,9026
50331.08,21,262144,64,171571,11305698118,43,44,141,585,2076201,12,44705,46,128417772,1172,1,45,25632,2246843,2,578846,585,43024910,50864155,3367259196,585,1715,2,1,2,2,1240,1,3353518492,3308163183,520578492,256596840,256613224,2,1,11290260960,73389,73389,2,2,2,256596840,21,3,131490,32861817,1855442,83862,25587,3353518492,1992339,41170654,9026
