timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5100.45,17,262144,64,23723,1563518708,64,46,116,585,382915,8,3015,67,1,124484256,1172,1,66,3930,867790,2,417505,585,4300623,23629934,508705493,585,1402,2,1,2,2,693,1,506372508,460312077,37215356,35178929,35195313,2,1,1547872876,73389,73389,2,2,2,35178929,11,3,89911,19406583,635633,17178,3865,506372508,365737,3664534,8170
10135.73,17,262144,64,27764,1829411492,64,46,117,585,439406,8,4173,67,1,124484256,1172,1,66,4526,1238253,2,417505,585,5526146,28780153,587070525,585,1402,2,1,2,2,693,1,584360348,538049915,60718252,41224181,41240565,2,1,1813863964,73389,73389,2,2,2,41224181,11,3,94114,22603119,700832,19988,4460,584360348,419418,4825209,8170
15256.05,17,262144,64,31584,2081351724,64,46,118,585,492222,8,5268,67,1,124749708,1172,1,66,5089,1561068,2,417505,585,6483054,33908762,661219212,585,1402,2,1,2,2,693,1,658153884,611741748,75498952,46945627,46962011,2,1,2065607588,73389,73389,2,2,2,46945627,11,3,95980,26078099,748408,22613,5023,658153884,469609,5734825,8170
20285.63,17,262144,64,35355,2329815240,64,46,118,585,544667,8,6297,67,1,124749708,1172,1,66,5640,1888869,2,417505,585,7174857,38797858,733786117,585,1402,2,1,2,2,693,1,730374556,684330797,84568054,52595504,52611888,2,1,2314202176,73389,73389,2,2,2,52595504,11,3,97572,29636993,792767,25606,5574,730374556,519061,6382388,8170
25303.12,17,262144,64,40721,2683339580,64,46,119,585,620822,8,7817,67,1,124749708,1172,1,66,6426,2049329,2,417505,585,9138949,44294563,837296526,585,1402,2,1,2,2,693,1,833397148,787682926,163842109,60641319,60641319,2,1,2668218036,73389,73389,2,2,2,60641319,11,3,102050,32550280,876134,31852,6360,833397148,588970,8262162,8170
30332.87,17,262144,64,47414,3124361096,64,46,120,585,709521,8,9696,67,1,125015160,1172,1,66,7409,2214298,2,417505,585,10937380,49299122,966856905,585,1402,2,1,2,2,693,1,962371996,916582147,223560801,70657088,70673472,2,1,3108911872,73389,73389,2,2,2,70657088,11,3,111808,34926730,1003721,36506,7344,962371996,673015,9933481,8170
35339.42,17,262144,64,77129,5082393482,64,46,125,585,961491,8,18072,67,1,125811516,1172,1,66,11776,2311756,2,417505,585,18642793,51947609,1541328435,585,1402,2,1,2,2,693,1,1534632348,1489062297,288800042,115143400,115159784,2,1,5066309600,73389,73389,2,2,2,115143400,11,3,133152,36336424,1184613,44610,11710,1534632348,916881,17457361,8170
40344.06,17,262144,64,127142,8378072054,64,46,134,585,1363681,8,32184,67,1,127368030,1172,1,66,19126,2312730,2,417505,585,29773868,51961372,2508217975,585,1402,2,1,2,2,693,1,2497880476,2452386605,314008854,190059884,190076268,2,1,8362634896,73389,73389,2,2,2,190059884,11,3,173690,37140329,1432226,55060,19060,2497880476,1308621,28341100,8170
45349.60,17,262144,64,177428,11691400634,64,46,142,585,1775864,8,46362,67,1,128417772,1172,1,66,26513,2313600,2,417505,585,39874647,51962847,3480228782,585,1402,2,1,2,2,693,1,3466240412,3420879529,338642665,265363551,265379935,2,1,11675996244,73389,73389,2,2,2,265363551,11,3,201493,37928460,1652080,64623,26447,3466240412,1711241,38221534,8170
50354.52,17,262144,64,228665,15067850306,64,46,151,585,2170586,8,60826,67,1,130010484,1172,1,66,34038,2314702,2,417505,585,50756547,51964289,4470300002,585,1402,2,1,2,2,693,1,4452557212,4407967858,361992414,342094341,342110725,2,1,15052151004,73389,73389,2,2,2,342094341,11,3,220160,38717198,1835922,75026,33972,4452557212,2095560,48918941,8170
55360.00,17,262144,64,275738,18169356854,64,46,159,585,2566771,8,74052,67,1,130806840,1172,1,66,40956,2315470,2,417505,585,61988546,51972146,5380481292,585,1402,2,1,2,2,693,1,5359313308,5314630372,405477595,412591907,412608291,2,1,18154043908,73389,73389,2,2,2,412591907,11,3,230430,39466038,1984197,83817,40890,5359313308,2482954,60002699,8170
60365.72,17,262144,64,326855,21537676754,64,46,167,585,2979773,8,88431,67,1,132399552,1172,1,66,48465,2315986,2,417505,585,72662285,51983865,6368418236,585,1402,2,1,2,2,693,1,6343532956,6299331279,429952156,489152824,489152824,2,1,21522724256,73389,73389,2,2,2,489152824,11,3,250093,40238521,2150240,92473,48399,6343532956,2887300,70510743,8170
65369.61,17,262144,64,383255,25253828120,64,46,177,585,3461309,8,104361,67,1,133726812,1172,1,66,56747,2316229,2,417505,585,82646554,51985555,7458101695,585,1402,2,1,2,2,693,1,7429071260,7385671759,454523357,573606067,573606067,2,1,25238666948,73389,73389,2,2,2,573606067,11,3,260433,41088764,2290887,101585,56681,7429071260,3359724,80354879,8170
